English	Inglês
982746874	He heh, no one's getting through here. Let them come.
1496161796	Ah, I love the smell of gunpowder in the evening.
324861897	You think it's gonna fall.
1391648668	Only a matter of time.
1443254413	You think we should warn the others?
382875840	Nah. Too much trouble.
74747016	Reminds me of that job at Eagle Falls?
2047922084	Shit. Damn bridge still gives me nightmares.
1524477808	Would you look at that. It finally fell.
505378669	Well, watch out below, heh heh.
1475665866	You think Frank's right? They're gonna come here?
1597536146	You ask me, Frank's getting old.
71648941	No matter. If they come, we're gonna be ready.
2032505512	Hell yeah we are.
1686339757	Let's get this going. I don't wanna be late.
525560537	You're in a good mood today.
2065545980	What's that supposed to mean?
1961986198	There's the McCoy I know.
1767359387	Hrm.
648291760	What?
1488931636	I hate the desert. The sand gets fucking everywhere.
1093594089	Who'd have thought. We got something in common.
1397871176	Heard she was Frank's old flame.
534582613	Bullshit. She don't look half as old as him.
770113302	You think I'm gonna get a shot?
1722620505	If so, she's gonna be a busy woman.
2997346	Frank's pretty sure these folks gonna show up.
747700383	They ain't getting through here, that's for sure.
1787464558	Who are those guys anyway? Heard what they did in New Orleans?
608422099	Let's talk about the woman again.
1517725670	Stay on guard. They might come through here.
1294525673	Frank says they're sneaky bastards. Stay sharp.
1905953505	What's that?! ...No. But maybe... No. Shit...
313671013	Nobody gets past us. You got me?! Nobody!
33295656	I'm heading down. See you later at the bridge.
484670334	All right, but you better not leave me hanging.
593251260	Look who's talking.
1480992121	I can pay. See?
766591345	Oh darling. That's not nearly enough.
1569949258	You think I'm not good enough for you?!
1878510816	I'm here for Frank, honey. I don't do underlings.
1649028087	Come on! I'm a desperate man, here.
1100471636	Oh I can see that, darling.
271106513	You're too expensive, lady.
685227859	That's cause I'm the best in the west, darling.
1817106755	What are you waiting for then? Go fetch him.
492973538	No need for that, darling. Let me enjoy the shade while it lasts.
1176321028	Tell me what you want?
1733437873	Why don't you just make me an offer, darling.
461527655	That's one thing off the list.
791803555	Remember, it'll only be useful until we get to Frank.
1257223832	Let's make good use of it then.
1483186961	You think they'll come through here?
1302296881	If they do, we'll be ready.
1864283092	I don't know. I heard that Hector guy has a huge bear trap.
1233534215	Better watch your step then.
452671297	I hear all kinds of rumors about these guys.
519557456	Like what?
251265714	They took down DeVitt's business in Flagstone and New Orleans.
30008912	Fuck DeVitt. They come here, they're dealing with Frank's gang.
916158040	I'm getting nervous here.
1873753470	Would you calm down already?
986122014	I mean, what do we do if they show up.
1304284863	We pump 'em full of lead. What kinda dumb question is that?
1220253082	Don't see that rope ladder anywhere...
864933468	Rope ladder?
1421217508	Forget it. Should be plenty other ways in.
409956380	This place has seen better days.
1855344224	Heh, look what they've done with the place.
1933370241	Someone needs to clean up around here.
1816639178	What a shithole.
917385025	I get the feeling Frank doesn't do maintenance.
541143520	Hmm, don't know... I think I like it this way.
155206147	Used to be more cover here, that's for sure.
1859527103	I wonder what's down there?
1634941548	What do we have there?
31363583	What's back there?
1318594572	What do we have there?
2106517142	There's a secret path if we stick to the cliffs.
1217781826	You sure know your way around.
89522553	I had a good guide.
563955346	Fifteen paces.
1265145018	Ten paces.
1166585511	Cooper?
683811245	Just making sure of something.
1838845517	Shit. How much longer?
1597618645	Until Frank says otherwise.
1542979841	We could be riding out right now.
435113100	We ride when Frank says we ride.
1410192652	Who are these guys anyway? This is bullshit.
272270312	I dunno. You hear some nasty things about that McCoy.
1109781748	Sure. But he ain't gonna take us all on.
1049087038	He ain't coming alone either.
1830697416	I think Frank is losing it.
842300241	How come?
1742782678	What he said about that voodoo witch? Bullshit.
1590616347	You never know. Frank's seen some weird shit in his time.
594718753	Okay, then what's the cannon for again?
829106166	Security.
1114876175	And why are we aiming at our guy?
1805734018	Practice.
1048377717	W-what if it goes off?
826874440	Tough luck.
969395148	You even know how to fire that thing?
1696701282	No sir.
124097593	Never been through here.
1346907690	Oh yeah. I remember this place.
1254737121	Well this all feels rather industrial.
1762988771	Wonder what all this crap is for.
1403348187	Looks like a mine of all things.
1534619609	Back in the day, Frank took this place over because of the gold mine.
1884731109	Gold, you say?
1927887843	Focus McCoy. We got a job to do.
2081326651	You know, they say he's fast. Really fast.
2090072411	Wasn't fast enough for Frank. 
526605160	Sure, but what about us.
293171659	Aww, don't worry. He comes for you, I'll save your ass.
1191994580	How does he know anyway?
987097875	Who? Frank?
1263595450	Yeah. How does he know they'll come.
2041476279	Frank's an old dog. I'd trust his nose if I were you.
594351528	Hey, you think they got that beauty with her?
691488540	The one who killed her groom? Probably.
1908290552	You won't fall for her, right? Cause you got lady parts.
881157558	Get back on patrol, you dumb shit.
960853970	Shit. It's still not secured properly.
1691853546	I told you, it ain't dangerous.
1260617836	Gotta make sure it's stuck.
1031366330	Are you even listening to me.
1844765622	I ain't gonna be crushed by a fucking minecart.
1454114103	There's no slope here, you idiot.
1233256077	They ain't gonna get me with this.
823372472	Would you calm down already?
1825708499	Never been through here.
83005743	Oh yeah. I remember this place.
397645503	Look at all this.
1335626615	Look at all this rusting away.
873851136	I wouldn't mind taking a gander into one of those shafts.
1659941219	No way. I've had enough of mineshafts.
1648199460	Heh, yeah. Besides, the vein went dry years ago.
447364667	Fine. Let's move on then.
2119533153	You sure there's no gold in there?
261121748	Jesus, McCoy. Hasn't Wayne paid you enough?
1492818609	Not for this he hasn't. A man's gotta cover his costs.
426920849	Okay, halfway there.
2145660389	Halfway there, amigo.
230370717	We're making progress.
1081780746	Halfway to the chapel.
1513828514	We still got a ways to go.
2128859310	How's everyone holding up?
710950701	Estou pronto.
4403149	Same here.
1677025007	Don't tell me you had any doubts.
1427121985	Yeah. We doing this or what?
76931277	All right. On to the chapel.
1578996480	Ah, I see the chapel already.
203454982	Think I see the chapel from here.
866253972	There. You can see the chapel from here.
2025261914	All right. We got eyes on the chapel.
758095571	It ain't far now. Just gotta get through these folks.
660922703	Jesus, how many men does Frank have?
932227896	Doesn't matter. We just gotta thin down the pack.
1412931661	Getting close, amigo.
51392618	Not much further.
115558138	We're getting close.
1118476791	Looks like we're almost there.
1262640139	Remember, we all meet at the graveyard gate. Nobody goes in alone.
1514833812	Sure. But you better shoot the right guy this time.
384662888	I'll think about it.
1209646247	You really think they'll come?
788946975	Frank says so. Frank's usually right.
176763436	You know this one time I hope he's wrong.
560781998	You and me both.
1677861338	See anyone down there?
406158556	Nah. Don't think they'll come our way.
1009920076	Yeah? Why not.
773969835	Cause Frank said they're smart.
1182469128	God this place is a shithole.
850235308	Don't let Frank hear that. He really likes it here.
2064127421	Yeah. But Frank's getting old.
1405621038	I dunno. I can see where he's coming from.
786535949	That's it. Let's wait until everyone's here.
1197556868	That's it. Let's wait until everyone's here.
14666978	So far, so good. Let's wait until everyone's here.
1342962711	That's it. Let's wait until everyone's here.
1106784327	That's it. Let's wait until everyone's here.
972536573	So this is it.
246074666	Just stick to the plan.
1015045220	Like you came up with it.
1189483124	We got your back, amigo.
1898961321	All right then...
1300492355	John...
542269657	Hm...
1808647292	Give him hell.
496136658	Frank!
1638498635	You kept me waiting, kid.
147343473	Hope you don't mind my company here.
1230337671	Now ain't that a little unfair?
699744065	Come on, kid. We both know what's going on here.
1363026705	But that's a game two can play.
1981356010	So what's it gonna be?
709923328	Easy fellas.
859964106	One good shot.
1089007962	That's all it takes, right?
1521570876	Just like in the good old days, eh kid.
427592624	All right.
994610395	Let's do this.
2126222479	VO TRACK
1479806138	All right, what are we looking at here?
161493972	I don't like the look of the folks in blue.
40445990	Frank's old lieutenants. They're not gonna fall for our tricks.
165644794	If one of them catches on, Cooper's done for.
1976217240	Then we gotta take 'em out all at once.
1640516891	What's it gonna be, kid?
1293366771	You got balls, kid. I give you that.
605982068	Hope you didn't think I'd make this easy.
1155764965	Looks like your friends are taking their time.
1122444210	Wonder what your old man would say now.
203020302	Just like the good old days, eh kid?
125050405	I'm counting on you, kid. Don't let me down.
865953531	No hard feelings, kid.
1076843851	Stay down this time, kid.
448543546	Close, kid, but no cigar.
1187322924	Still a lot to learn, kid.
1008428375	Heh...not bad...
1068855608	...Not bad, kid...
1600044611	Hmph...
895512173	Bet he would be proud.
1043485365	You got anything else to say?
805246975	Heh...what's there left to say?
1790702708	One of us dies...
1786402724	...the other one lives...
1447460447	...that's how it's gotta be...
1939865023	One good shot, Frank.
1089400164	Heh...that's right.
547085163	Make it count.
1268457782	VO TRACK
1635724028	Reach the Gate
437322338	Clear the area in front of the graveyard gate and gather everyone for the final confrontation.
1648934017	Defeat Frank
1433246038	Kill Frank and his gang in a single attack. If any of them realize something's up, Cooper will die.
2102198443	Agora é a hora.
698416794	Estou aqui.
954946304	Olhos abertos.
1340980068	Sim, Estou pronto.
2129288339	Como está indo?
1876443714	Mantenha a calma.
601459450	E ai?
588699637	Mantenha sua cabeça baixa.
1705340705	As coisas estão quietas.
1151312318	Não precisa correr.
441073854	Se acalme.
283497359	Droga, esse trem é longo.
385802758	Big heist they got planned here.
881770828	Looks like we're past Denver.
932779879	...Still warming up.
62361224	Let's get started.
474679635	Let's catch a few bandits.
993005470	Needed a walk anyway.
379630895	Let's see what's happening here.
1544431828	I'm warming up.
1274084592	Está cidade ficou brutal.
516373232	Tive que me arrastar para isso.
2037770180	No meio do nada.
993530816	Podemos acabar com isso?
1124133034	Vamos terminar esses caras.
747776312	Vamos lá, vamos se mover.
1428504587	Não tenho o dia todo.
291071232	Continue com isso.
630512329	Ei, lembre-me porque estamos fazendo isso?
1177344540	O que estamos esperando?
467933390	Qual é o problema com esses caras?
1099076121	Lugar movimentado, esta cidade.
739796969	Esses idiotas da empresa estão por toda parte.
2047148498	Tenho que entrar naquela casa.
789707676	Quem vai se casar aqui?
635220013	Casarão. Prefeito tem dinheiro.
704853240	Tenho um compromisso para manter.
1666980653	Estou indo, Frank. Apenas espere.
742499356	Temos que sair daqui.
985938258	Acho que o casamento foi cancelado.
1453580619	Você com certeza agitou o ninho.
329331270	Bem, isso é um fracasso.
1858843361	What did I get myself into.
641998699	Big operation they have here.
243436559	Bridge won't fall over by itself.
1936998677	Chilly morning.
1375638535	First the dynamite, then the bridge.
1172384232	Let's blow that thing up.
230030366	Time for dynamite.
936949971	Stick to the plan.
515495816	Pretty cold out here.
1881502695	These guys don't do half-measures.
99620324	All in a day's work.
1593794439	Steady...
747007217	Yeah... on my way.
623161210	Sure, sure...
1754712091	Yup... meet you there.
453889635	Whew... okay then.
891088826	I hate slavers.
761592845	Whew, close one back there.
1883357226	We ain't out of this yet.
1222595714	Gotta gather everyone.
2131439120	Louisiana... Always a ride.
644137467	Bastards put people in cages.
1760990193	Third ambush I run into this month.
2103844227	We ain't saving that boat, that's for sure.
1546414395	There goes our ride to New Orleans.
1323253740	This place is a maze.
1954104332	I hate the swamp. Too many snakes.
2125316927	So, that's the Queen's Nest, huh?
1873306400	I don't mind tearing this place down.
320729088	Payback time.
639574754	Frank's waiting.
17341483	Let's do it.
1457233154	Ain't far now.
939553804	Pier 9.
1160144569	É isso.
1849250951	Eu vou seguir.
1084314963	Continue.
38890875	Estou com você.
646380282	Ainda aqui.
814187223	Hrgn... Merda.
2097128479	Nós terminamos aqui.
945881814	Vamos sair desse buraco do inferno.
1308614410	Got a train to catch.
1395768645	Wound's healed enough.
94463975	Não tenho certeza se conheço essa dança.
927997024	Mansion in the desert. Figures.
1207572231	How big is this place.
1012801585	Fancy party.
130628810	Least they have music here.
2145520679	M'lady?
1679434983	After you, miss.
1245111996	Let's finish it.
660598120	Takes you back.
79087461	Lembre-se do plano.
819050101	Está no papo.
2082524293	This bounty's long overdue.
1201075925	Para onde?
1007641158	Está ficando pesado aqui.
1398205759	Para onde?
1084713273	Ufa ... ficando pesado.
366416837	Ficando tonto aqui.
961612964	Para onde?
1716606398	Ainda aqui.
46796772	Não é um problema.
348080409	Vamos indo.
1463433715	Hmmm...
1947234583	Devemos?
359168339	Coisa certa.
1970577313	No meu caminho.
210468291	Bem, agora vamos ver...
757603325	Tudo certo.
1397053866	Vamos.
1628140975	Aqui vai.
236156250	ok, tudo bem.
534957763	É agora ou nunca.
820981711	Se apresse.
453091592	Ok, vamos lá.
865856085	Legal e fácil.
1001736202	Estou a caminho.
1675502821	Nada disso.
1646528506	Ah, com certeza.
302820134	Não vai demorar.
1336117382	Te encontro lá.
1028665284	Firme ...
809797818	Sim ... No meu caminho.
100993454	Claro, claro...
950427914	Sim ... Encontro você lá.
1910269486	Ufa ... Ok então.
1505125651	Claro.
1347635512	On it.
1804177769	Feito.
416747010	Aqui vai.
1574564980	Uh huh.
621720614	Ok então.
2111796213	Ok.
1898671880	Eu estarei lá.
261146506	Sim, claro.
664999495	No meu caminho.
323985734	Going for it.
1362306772	Sem problemas.
612305708	Aqui vai.
1256591016	Ok.
830503360	No meu caminho.
841264473	Vamos lá.
26643327	...Sem problemas.
690976930	Claro ... Aqui vai.
1500806084	Sim... Ok.
415349483	Nothing...to it.
1218396589	Ufa ... No meu caminho.
1684779458	...Indo.
878301274	...Over there?
922675365	...No meu caminho.
1646207786	...Vamos lá.
1327747076	...Sim.
1193489465	...Tudo certo.
283904925	Not sure I can take the big guy.
578978790	Sure could use an edge here.
1443281338	I don't like the odds here.
1784029869	Não tenho certeza se posso levá-lo.
132051168	I could sure use an edge.
2103062647	Isto vai doer.
679004122	Péssima ideia.
2118672222	I need an edge.
654609927	Vai doer.
193124918	Isso é um problema.
1951951475	Não vai acontecer.
1040542484	Não pode fazer isso.
1212670789	Sem chance.
815786097	Esqueça.
597644029	Não pode fazer.
1121747942	Nope...not happening.
1759580039	Sem chance.
1474564838	Nuh uh.
1193315723	Não.
20813606	Não vou.
1700970087	Não vai acontecer.
1088388479	Não pode fazer isso.
467533225	Assim não.
475580370	Would if I could.
974636322	Tem que haver outra maneira.
53913246	Por aqui não.
2046820839	Tenho que encontrar outro caminho.
1416110515	Tenho que descobrir alguma coisa.
1914418523	Você vê um caminho? Sim, eu não.
1703474809	Encontre outro caminho.
635750800	Preciso encontrar o caminho..
463103813	Figure something out.
2027039691	Por aqui não.
1910746496	Não consigo chegar lá.
280999993	Figure something out.
876138614	Não pode fazer assim.
1093061697	Não com esta perna.
1066237585	Não pode fazer.
402493269	Essa é uma péssima ideia.
1802966524	Há problemas por dentro.
1659756891	Eu não arriscaria.
63281099	Uh uh. Péssima ideia.
500667948	Há problemas por dentro.
71468931	Não posso arriscar.
323623352	Idéia idiota.
1883920775	Há problemas por dentro.
817346445	Not risking it.
881566038	Essa é uma péssima ideia.
604523048	Há problemas por dentro.
1792437484	Não deveria arriscar.
2116837790	Locked.
1837487067	It's locked.
2015071187	Won't budge.
1437013312	Locked.
1250017866	It's locked.
1054072321	Won't budge.
1309577002	Locked.
35102170	It's locked.
796124026	Won't budge.
971393166	Locked.
989622067	It's locked.
1033602514	Won't budge.
41221304	Onward and upward.
462327909	Now, what's next?
1261748791	Okay, what now?
800926452	Okay, what's next?
1473004386	What now?
1522124348	Okay, what now?
901976455	All done.
251608329	There we go.
384724828	Easy.
1524272934	Done this a hundred times.
646510477	Looks good.
872253968	I'm done here.
1781309283	Okay, done.
1088558381	Yeah, easy.
812437	Looks good.
1972930152	Finished.
2033983444	Feito.
163097087	Ok, Feito.
645853118	Looks good.
1075145662	There we go.
1528963876	One less to worry about.
1028732958	Don't take it personal.
375455705	See you later.
328017432	Scratch one.
563001922	Está feito.
1346151110	Whoops. Didn't want that.
1422626252	Oh... Guess I slipped up.
779073806	Sorry. Didn't mean that.
1626437522	Scratch one.
1984845537	Está feito.
1616063596	See you.
1960974127	Sleep tight.
1268855220	Sorry about that...
1513384622	Sweet dreams.
356057065	No need to thank me.
1251611740	Lights out.
88759912	Could use some sleep myself.
1484062296	Yeah, you lie down.
1394391503	Lights out, buddy.
519568595	Sleep tight.
948580916	Lucky guy.
501760234	Lights out.
1242430893	It's gotta wait.
835468655	It needs more time.
1578354577	It's ain't ready yet.
959588794	Gotta wait.
525877062	Not yet.
1616610365	Wait.
100079556	Not yet.
614173586	Gotta wait.
709893101	Not yet.
326281473	I've run out.
1093504512	Shit, I'm out.
1280697934	I need a refill.
246588544	...!
826668293	...!
624676962	Just a scratch...
232691997	...
685597918	Not like this...
974235383	Damn it...
1223085854	Come on...
766900796	...!
964164248	...!
1553956889	...!
606670317	...!
734594854	...!
1200867636	...!
959558316	Ugh... What the hell?
1924571502	Hey... Cut it out, will ya?
1394466478	Shit... Be more careful with that.
692637500	Hgn... What the hell is wrong with you?
1663752225	Ugh... Just five more minutes.
860086797	Shit... I could use more sleep.
1457452677	...Cut it out.
1180405532	...The hell is wrong with you?
1108105971	Shit... Guess I deserved that.
1117469463	Hgn... Okay, cut it out.
1285378192	...! What's the big idea?
211873821	...! Hey now!
42150134	...! Not sure where you're going with this.
1030316095	...! What's the big idea?
2053256962	...! Hey now!
1802379518	Huh... Funny...
679122831	What's the matter... 
1524744942	That you?
364562200	Don't do that. 
147418805	Get to New Orleans...
1062063506	Another one...
852077701	Don't screw this up...
1353908759	Be there tomorrow...
1490229119	Had to be a swamp...
1548925223	Oh, please, no snakes...
945499977	Useless...
903206135	I screwed up...
1878525430	Not good enough...
2042234342	Damn fine lady... 
27184514	Look at her...
396048766	Feels good...
1744219520	Fifteen years...
1165328381	Almost there...
945725228	One good shot...
374780929	...
1840045774	And up...
2083867793	You're heavy...
2030410164	...
1587572169	...Up...
2066804657	...Oh... Steady.
1850275561	...
2022753248	...Got 'em.
1075402183	...All right.
278499109	...!
1605667164	...! All right.
1201647993	 ...! Okay.
181221205	...!
1575616967	Whew... Okay.
407709187	Hah... There.
929477417	...!
391849287	...Gotta do it.
2078338082	...Good enough.
1882658310	Let's tuck you in.
1031059096	Don't mind me.
927424575	Now you stay put.
977093193	Don't you move, you got it?
701922350	This better hold.
1348029465	This one through there... Okay.
669292182	Stay put.
1632304374	Don't move.
1420400526	Don't mind me.
1432536475	You stay put.
1107923919	...!
241881455	...!
1081206873	...!
710425053	...!
644774491	...!
1983471431	...! Uau!
1574642676	...
1970645401	...
263552902	...
264699258	...!
788265076	...!
660055	Vamos...!
1876989918	Vamos fazer rápido.
2019227577	A faca vai servir.
823057789	Humm... Preciso afiar.
1534900751	Eu vou fazer rápido.
1987268729	É simples.
375491663	Mantenho afiado.
1815836624	...!
256976524	...!
1179149669	...!
1617564281	No need to get bloody.
470405903	I'll get close and personal.
1667889064	Someone's about to lose a few teeth.
1297460134	Bring it on.
8101826	I can take 'em.
1638381450	Right... Bring it on.
1027386037	Knock out a few teeth.
1684299276	Gonna take 'em.
11090850	...!
93383867	...!
1218256967	...!
1827539573	Oldest trick in the book.
1197929841	I just need a few seconds.
391053769	I got lots of these.
1872951674	Just a few seconds.
1329940543	Got lots of these.
16695866	The oldest trick.
238770571	Couple of seconds.
1164756988	...
373131161	Heads or tails...
1656692260	Need some change?
905661029	...Ha! 
2033885432	Okay, let's see.
1634624341	Go.
1131305725	Now.
122763103	Eyes on the target.
1387574570	Watch and learn.
2064314191	Who needs a good killing?
1563062188	Eyes on target.
323137475	Fifteen paces.
163359774	...!
491462446	...!
146180398	...!
1868152664	Catch!
92628352	Shit, lost my knife.
1075056735	Wait, where's the knife?
1875045070	Wait, where's the knife?
149673680	Shit, where's the knife?!
1670477715	Where's the damn knife?!
1475413389	I'll take that.
436412582	Got it.
680207015	Back in business.
423187940	I'll take it.
1598203157	Got it.
713192556	I got enough.
1095701913	Can't carry any more.
790304065	I got enough for now.
1542551767	I'm full.
1728615546	I'm good.
141777261	I'm full.
1961288980	Two's better than one.
209314907	The old and the new.
1734663517	Old and new.
1601511426	I got a bullet for you.
1170826886	Things will get noisy.
383585592	Let's raise some hell.
450925631	Ready for action.
1694294799	Let's raise hell.
1638641825	Let's put 'em down.
1537478334	Could have gone worse.
404133895	The quick and the dead.
1766256345	One-way ticket to hell.
1798818976	That's all it takes.
152069517	Go to hell.
481181933	Like fish in a barrel.
2021715783	Adios, amigos.
1508336640	Damn, I'm good.
2007900503	Someone call the undertaker.
1167027459	Nothing to it.
544386625	None left standing.
1089710076	Call the undertaker.
1125857872	I'm running thin.
1028935016	I'm almost out.
1096727267	Last one.
485884660	Running thin.
1673210728	Almost out.
1832393025	I'm out!
1336983391	That was my last.
269754127	I'm out!
1671670101	That's it.
678374609	Thanks, Doc.
458272832	Appreciate it, Doc.
1469526499	Nice job, Doc.
892801088	Thanks.
670181504	Appreciate it.
60683985	...!
165290364	...! What the hell?!
757608313	...! Holy shit!
1238517265	...! Fuck... I'm dizzy.
433631093	...! Shit... Think I'm gonna...
1947860619	...! Dumbass!
1532062464	...! Stop that.
727765430	...! Oh fuck!
1762145650	...! Come on!
1304299945	Tudo bem, obrigado.
102752461	Funciona melhor do que eu pensava.
1616576476	Onde você conseguiu isso?
664640296	Obrigado.
937545552	Obrigado.
684673124 	O fusível está aceso!
1391455837 	Aceso.
696313527 	Preciso me livrar dele rápido.
1747968087 	O fusível está aceso!
534057737 	Acendendo.
1841187674 	Preciso me livrar dele rápido.
1857871395 	Até mais!
1054850633 	Atenção!
655306181 	Chegando!
735394820 	Até mais!
1356631450	Atenção!
1601183704 	Chegando!
277891919 	O que temos aqui?
1669593380 	Não se importe se eu fizer.
670267666 	Achado não é roubado.
769039758 	Pode ser útil.
1716686979 	Muito pesado.
1037509372 	Peguei o dinheiro.
1852303705 	Certo ... Meu.
1301664456 	Sim. Pode vir a calhar.
1885282172 	Pode ser útil.
536580680 	Isso é meu.
441838535 	Não se importe se eu fizer.
404465203 	Pode ser útil.
1494139264 	Heh ... Assim como pescar.
1274886341 	Olha o que eu tenho.
1971710575 	Vê isso?
1653780251 	Me lembra o Doc.
1370676411 	Sim. Gosta de pescar.
992292223 	A isca está fora.
1683794939 	Temos fogo.
1324117856 	Precisa de uma luz?
908144739 	Peguei!
1766496773 	Aqui!
1352448581 	Luzes apagadas.
1671337557 	Tenho que perder a tocha aqui.
788213518 	Merda. Deixou-a cair.
592925315 	Porra. Deixou-a cair.
173829260 	Certo, onde estávamos?
2089402234 	Então, como eu estava dizendo ...
1268406319 	Voltando ao ponto....
1596160698 	Hrm, onde estávamos?
1554290899 	O que eu estava dizendo ...
941672430 	Como eu estava dizendo ...
1014431014	Voltando ao ponto...
1151537806	Então, onde estávamos?
1705518745	Como você estava dizendo ...
136592286	Bem, isso está ficando estranho.
418997296	Tem certeza de que quer continuar fazendo isso?
1738455828	Apenas falando, eu tenho coisas melhores para fazer.
245262910	Você já ouviu a história sobre o garoto que perdeu um dedo?
1425203375	Meio que me lembra o que você está fazendo agora.
146625226	Aquele garoto, ele deveria ter se importado com o seu próprio negócio.
1964856913	Em vez disso, ele saiu por aí irritando todos.
1531033611	BAM, assim mesmo ... O dedo se foi.
432826438	Alimento para o pensamento, eu diria.
1344111692	Ei agora. Segure seus cavalos.
745634994	Acho que a dor de cabeça está piorando.
942041567	O que? Quem fez isso?
1226787952	Ok, mantenha-se junto, Cooper.
559462246	Isso não é brincadeira.
1099326977	É melhor se concentrar.
2057283385	I ain't got time for this.
336239423	Eu vou te ignorar.
300773328	Sério? Agora?
1718684240	Vamos lá, isso não é engraçado.
425280255	Podemos fazer isso mais tarde?
1842192593	Burro.
480409856	Eu estou aqui, amigo.
1097837558	Sim, estou pronto!
250669976	Huh?
1948394836	Qual o plano?
1812682509	Vamos nos mexer, amigo.
1649365626	Apenas começando.
827492020	Hector aqui.
1640008382	Vamos dar socos. 
1042687607	Heh heh.
672809010	Hora de ir.
126408856	Relaxa, amigo.
640186093	Não há perigo aqui.
947911949	Onde está a ação?
2082370856	Vamos voltar à ação.
1528949067	Nada para ver aqui.
440642314	O que? Estou calmo.
103917801	Estou apenas começando.
110527718	Esta cidade está ficando uma merda.
649910531	Eu odeio esses caras.
363673124	Quem é o próximo?
24755886	Bom te ver, amigo.
1663725028	Assim como nos velhos tempos, eh amigo?
1473976259	Sim, exatamento o que eu preciso.
494176017	Você está pronto, amigo?
1571304132	Vamos lá, vai ser divertido.
753589059	Você está se divertindo ainda, Cooper?
1475684903	Eles não vão nos ver chegando.
261285234	Ainda não terminamos, amigo.
235193763	Ninguém mexe com Hector.
1913867920	Sim,  vamos caçar.
2028406679	Deixe os grandões comigo.
1085046995	These company jerks are getting on my nerves.
1578894012	Sim, eles não fazem ideia.
1433057037	Bianca está com fome.
580042502	Bwah. Wet beard.
333168304	Bom tempo para uma caçada.
1651356698	Ninguém brinca com meus amigos.
1673905838	Vou ganhar esta aposta.
809902952	Uh, Quantos?
1573782110	Merda, perdi as contas.
101827146	Hah, Bem a tempo.
840900471	Vamos abrir um caminho.
614258468	Merda, esse lugar é enorme.
327565094	Sim... Pronto.
1375981047	Ouh... Hector está pronto.
584563007	Não tão alto.
121229745	Ok... Estou perdido.
217950412	O que? Sim.
423220322	Mantenha-se junto, hombre.
1410043925	Bianca precisa de mim.
2610475		Bastardos dispararam em nosso barco.
1990159601	Eu vou fazer um novo buraco na sua bunda.
1105635547	Bianca quer vingança.
1584913950	Ninguém coloca Hector em uma cela.
309149042	Alguma idéia de onde estamos?
284337048	Bianca não gosta de nadar.
40588927	Heh heh, é hora da vingança.
38007557	Eu vou estragar este lugar.
469394834	Pfuah... Mosca do pântano.
2020555894	Algum réptil por aqui?
631054508	Lembra-me de algum lugar.
1848835559	Esta cidade costumava ser alguma coisa.
1333163562	Claro que eles estão aqui também.
1822990084	Já cansei desses caras.
1228538066	Vamos pegar uma carona.
1872569763	Lugar chique.
1486643159	Vamos pegar o rico.
1568345425	Bianca também é uma bela dama.
1199169416	É bom estar de volta.
1240295110	Heh, tempos diferentes, mesma merda.
1213018281	Frank está esperando.
2055647080	Está no papo.
2030405779	Sem suor.
35439906	Tenho um pacote aqui.
109023352	Onde você quer isso?
570391497	Yeah... Sem suor.
112595052	...! ...! Sim?
239351998	...! Ainda o tenho.
2090078223	Hrm... Eu odeio gaiolas.
1754285984	Não posso fazer muito.
1013565478	Pense, Hector, pense.
1178653186	Porra, eu tenho que sair.
942971735	Vamos lá!
1631900250	Oh, Eu vejo.
408136858	Sim, entendo.
94261056	Muito bem.
871727664	Mantenha seus olhos abertos.
1246721726	Claro, amigo.
1112289709	No meu caminho.
1007467624	Pode fazer.
127388188	Vamos iluminar isso!
188191931	Eu gosto disso!
537737020	Fazendo um movimento.
687059772	Vamos fazer isso.
1416768657	Come on, amigo.
2115627036	This way, amigo.
610283050	You got it, amigo.
1226941011	Keep a lid on it.
1682264968	No rush, amigo.
308241113	Understood.
2120668698	I'll be there in time.
1192837881	Sure, no problem.
987705732	All right, keep it easy.
1471642586	Coming through.
13528526	Sure... Sure thing.
1037870268	Uh, on my way.
423951352	Heh, a little dizzy.
2056776782	No problem ...Ugh.
1657462738	Just gotta stay upright.
1414760920	I can deal with it.
1638530929	Hrm, my head hurts.
804821888	Here comes the postman.
1699178788	Coming through.
1231660015	Over there? No problem.
269441290	Heh, I can handle it.
1694816690	I can do this all day.
695290729	...! Okay!
253846311	...! Coming through.
225638183	Out of my way.
1406923000	...! No problem for Hector.
667793286	...! This is heavy.
80115494	Not like this.
304695326	Think again.
349785224	This is bullshit.
1057311674	Can't do that, amigo.
1594406766	Uhhh... What?
2045087313	Yeah... Wait, no!
1531239806	I don't get it, amigo.
2069991385	I can't get there.
235073940	There must be another way.
843672944	No way, amigo.
784841452	You see a way, amigo?
1467598082	Uh, how do I get there?
1299856943	Ugh, not like this.
2031243946	I don't like the looks of that.
760844559	Someone's in there.
841421886	That's a bad idea.
321794096	Uh... Someone's in there.
388052284	Full house, amigo.
185604206	Hrm... Bad idea, amigo.
365046019	Hrm, locked.
1912997997	Nope. It's locked.
1922107468	Won't budge.
1516699721	Hrm... Locked.
1979640618	It's locked.
1276670348	Won't budge.
399189404	Not ready, amigo.
782024477	Don't rush me.
1301244569	This needs more time.
1318239619	Shit, I'm out.
442835356	Gun's empty.
2016384361	What next?
413100628	All right, what now?
