English	Inglés
171414401	Ya sujeto yo eso.
400939964	Directo abanoc.
675306451	No lo malgastemos.
1249911229	El cebo cambia, la presa no.
652662622	Variemos la táctica.
1569869202	No me gusta desprenderme de esto.
300306984	Ya tenemos fuego.
1417903217	Qué bien arde.
467872619	Allá vamos.
1411486888	Va a hacer calorcillo.
302668280	Buenas noches.
652052523	Aquí nada de fuego.
1457420380	Oooh... Se me ha caído.
1622118443	Mierda. Se me ha caído.
1264814354	Vale, ¿qué estaba diciendo?
931083611	Como iba diciendo.
401522522	Volvamos al asunto que nos ocupa.
1858549859	Vale, hora de hacer inventario.
221990714	A ver qué queda por aquí...
1378548511	Cicuta, produce convulsiones hasta el fallo respiratorio. Una maravilla.
826734633	Belladona, un clásico desde la Roma antigua.
282245438	Ageratina. Lenta, dolorosa y fiable.
584594638	Adelfa. Primero se te acelera el pulso, luego se ralentiza, y luego se para.
965829499	Regaliz americano. Basta con una pequeña dosis...
171706901	Por cierto, soy la única persona viva capaz de saber qué hay en esta bolsa.
1230028845	Así que... ¿Con cuál te quedarás, colega?
1242910510	Buenos días, soy el Bergdoktor.
1789870355	Cuando tú quieras.
1706662279	Qué emoción.
524890511	Por mí no te preocupes.
88413609	Sigamos, ¿vale?
268180849	¿Hace falta esperar tanto?
1247780825	Venga, vamos.
1219250903	No es mala idea.
2123319470	Soy tods oídos, cielo.
315687347	El espectáculo continúa.
2072921681	Cuando tú quieras, cielo.
1383381796	Los placeres violentos...
963953661	¿Qué puedo hacer por ti?
1858280251	Basta de perder el tiempo.
1189424122	Soy todo oídos.
1156004235	¡Hagamos que se enteren!
997793787	Este es el público que me gusta a mí.
1805510014	Todo tranquilo por ahora.
15802788	Vaya, vaya, menuda estampa.
336959792	Comportémonos por ahora.
764824042	No hay por qué liarla todavía.
1601512113	La calma antes de la tempestad.
1155245369	Al menos el vestido es bonito.
1182695174	Debo ir a visitar el despacho.
1343011846	Pillaré la escritura y me largaré.
1451782882	Caray. ¿Todo esto por mí?
1890406092	¿Kate Higgins? Va a ser que no.
1082223844	Hemos alborotado el avispero.
1299458567	Debo avisar a mi tío.
1481153901	Hasta que la muerte nos separe.
1072916069	Adiós a las flores y el champán.
1222769325	Va siendo hora de irse.
874441010	Aún no hemos terminado aquí.
365062992	Se va a enterar la Compañía DeVitt.
2114168605	Si ese maldito tren nunca hubiera venido...
208234677	Debería haberme puesto algo más calentito.
318068535	Agradezco tu ayuda.
529234431	Que frío hace aquí arriba.
21936162	Hasta aquí y ya no más.
971948112	Esto lo vamos a parar.
914844976	El origen de todos nuestros problemas.
2057047496	Uf... Sí, aquí estoy.
1729439451	Uf... No tan fuerte.
2031986289	Está todo borroso.
1775339868	Santo cielo, mi cabeza.
1448751618	¿Qué había en esa botella?
1977763561	¿Qué quieren de nosotros?
1531541859	Menudas costumbres se gastan por aquí.
635430846	No es precisamente un comité de bienvenida.
1569495315	No me apasiona la hospitalidad de esta gente.
1210639349	Esto es barbarie pura y dura.
1903070920	Deberíamos enseñarles modales a estos tipos.
54106666	¿Tenemos tiempo para dar un paseo?
1853543106	Lástima que no estemos aquí por placer.
966809227	Nueva Orleans. Es como la describía mi madre.
1156428242	Ya adoro este lugar.
1513200660	Esa lluvia... me recuerda a mi hogar.
461790017	Tenemos una cita con Frank.
30484666	Esta compañía no se anda con medias tintas.
1061901531	Busquemos la oportunidad de colarnos.
1747135662	Esta vez hemos revuelto bien el avispero.
1654554408	¿De verdad quieres hacer esto?
1569558662	... No lo hagas, ¿vale?
1034169539	Me quiero ir.
343043161	No hay nada que hablar.
508980979	¿Podemos irnos?
512540043	No estoy de humor para charlas.
1522725160	En medio de la nada.
1540876363	Echo de menos Colorado.
530657547	Solo quiero irme a casa.
332021568	¿Sí? ¿Qué?
1721307972	Mira qué vertedero.
532392291	Qué bochorno.
271880329	¿Vamos, Sr. Cooper?
477595034	Esta mansión es una pasada.
1516341980	No hagamos esperar a nuestro anfitrión.
1872820677	DeVitt tiene buen gusto, hay que admitirlo.
1458677229	Me da que nos están esperando.
843192870	Yo te sigo, John.
507827922	Esto lo acabaremos juntos.
61986203	Este sitio tiene un cierto encanto.
1045937198	Sí. ¿Adónde?
1786105161	No voy a estar aguantando esto todo el día.
917967702	¿Dónde quieres esto?
2104279513	Ajá... ¿Adónde?
771759895	No puedo estar aguantando esto todo el día.
182913030	Va, venga... ¿Adónde?
735059417	Deprisa... La cabeza me da vueltas.
1652511642	Uf... Creo que me voy a poner mala.
358989489	Esto pesa... mucho.
620512497	Maldito calor...
1587355319	... ¿Sí?
354237353	Jo, qué desastre.
229842641	No hay mucho que pueda hacer.
407972274	Vale, Kate. Piensa.
2045930230	Maldita sea. Tengo que salir.
738078998	En un segundito.
977718653	Qué bonito.
1851590714	Me pondré a ello.
1923201489	Déjamelo a mi.
1937383604	Un momento.
927052031	Estaré allí en un segundo.
835132948	Me gusta lo que oigo.
1385610568	No parece muy difícil.
1481481790	Todo o nada.
1232449434	Un juego de niños.
1786948368	Chupado.
72285543	Ya, ya.
1685827545	Hasta que caiga el telón.
1550537889	Hasta el fin del mundo.
1019434027	Echemos una ojeada.
864653061	Va a haber un plan, ¿no?
486486846	Echemos un vistazo por aquí.
690771917	Oh, esto será divertido.
1213147799	No hace falta esconderse.
2056917337	Libre como un pájaro.
846219655	¡Oh, mira eso!
138673515	¿Qué hay ahí?
1387730204	Oh, qué bien lo vamos a pasar.
1246083113	Un placer.
1670670330	Con discreción.
448905550	Por supuesto, sí.
392538742	Esperemos que no se den cuenta.
473128901	Aquí viene la novia a la fuga.
1487172680	Me opongo a esta unión.
1320575169	Rápido, antes de que vuelva.
695357504	Como si yo no estuviera.
753557832	Dejémosle espacio a la novia.
1865467636	Sugiero que nos vayamos.
2029317063	Salida del escenario por la izquierda.
1737868768	Estoy harta de bodas.
1863119789	Vayámonos en silencio.
1236909571	Hasta nunca.
1125565533	Larguémonos de este desastre de fiesta.
1382403595	Esto aún no ha terminado.
704377224	Esto por el tío Ian.
1624123869	No me van a detener.
1179320911	Arreglaré esto a mi manera.
147496177	Nosotros contra el mundo.
197855356	Es la hora de la verdad.
1740505865	Estoy casi.
291055982	Céntrate, Katey.
1813541356	Enseguida voy.
1971686413	Vale, dame un momento.
1472391659	Descuida, que ya voy.
9638538	No me gustan las jaulas.
228490985	Demos la vuelta a las tornas.
113676065	Esta gente va a recibir una lección.
660726503	¡Se han metido con la chica equivocada!
557558137	¡Van a ver la que les espera!
376780566	¿Crees que saben nadar?
1343138774	A trabajar.
2147421968	¿Dónde puede estar tu amigo?
1882212706	Me siento como una detective.
1265696742	Adelante con la investigación.
1707205628	Ojos y oídos bien abiertos.
1229471021	Próxima parada, muelle 9.
1728849205	No tendrá ninguna posibilidad.
948972877	Yo te cubro, Cooper.
386026856	No nos precipitemos.
2126872838	Vayamos los dos a por él.
1003485380	Si es necesario...
398890799	Por una vez...
1466311525	Ya basta.
1987657234	No me presiones.
1844302886	Uf, vayámonos y ya está.
84275103	Sigamos adelante.
1109549760	Qué se le va a hacer... 
1700132170	Si no hay otra forma...
881975632	Ya estamos.
1165586264	Vale. Estupendo.
1182038495	Vaya, vaya, vaya.
1318065378	Disfrutemos esto un poquitín.
1315819429	El escenario espera.
779994429	Usamos nuestros encantos.
1291065634	Las damas primero.
2142301115	No hagamos esperar a Frank.
1391925987	Empieza la caza.
402342032	Permíteme, John.
2074946168	Yo me encargo, John.
1623166882	Marchando.
496270384	Tal como viene...
1325023632	Acabaré llegando...
2110748125	Tú puedes, Katey...
798372414	Como un plomo...
1885273166	Uf, vale...
466958999	Me las arreglaré.
1097499526	Puedo con ello...
1107343615	¿Una ayudita?
1377988221	Tú puedes, Katey...
1964511647	Claro.
1723954028	Bien...
1563554498	Mmm... 
733202538	Venga ya... 
2085273548	No me gusta esto.
242197412	Esto acabará con sangre.
1593282978	Un poco optimista, tal vez.
167370488	Por probar...
2094519254	Espero que él también esté de resaca.
921800830	Mi cabeza dice que no, pero en fin...
1710477248	Es una mala idea.
2037708763	Esto acabará mal.
1010221245	¿Perdón?
432992996	Debo rehusar.
879538203	Pues mira, no.
2090250482	Eso no va a funcionar.
1955584394	Ya me dirás cómo.
1508144170	Imposible.
2079597850	Ni hablar.
707482112	A la porra.
1425364315	Ni hablar, cielo.
1641557646	Eso no va a pasar.
340475843	No funcionará en absoluto.
1148573691	No, gracias.
1390804503	Probemos otra cosa.
679257712	No, lo siento.
1827738306	Aún tengo la cabeza nublada.
1508247996	No sé si estoy para eso ahora.
1485944239	¡Que te crees tú eso!
1865569410	Ni hablar.
986703905	Así no...
1850790560	¿No habría otro método?
57499880	Mmm... No estoy para dar rodeos.
215288243	Uf... Creo que no se puede pasar.
1318555555	¿Veo doble o el camino está cortado?
1302862243	No puedo hacerlo.
1031975555	No puedo ir allí.
568432083	Sería un suicidio.
169385146	Demasiada compañía ahí dentro.
546607681	La cagaríamos.
2022799657	Los dos sabemos cómo acabará, así que no.
1808611176	Preferiría respirar algo de aire fresco.
1461819240	Ahora mismo no me apetece compañía.
958568663	Hay alguien dentro.
638190424	Ahí dentro no es seguro.
2015078312	Está cerrado.
2072014933	No se abre.
1252042839	No. Está cerrado.
989858365	Está cerrado.
1617931077	No se abre.
15011755	No. Está cerrado.
688296262	Cerrada.
1132645307	No se abre.
824250684	No, necesito más tiempo.
1207383684	Paciencia.
814126024	Ya casi está.
959431809	Dame un respiro...
766350873	Deja que recupere el aliento...
1225353397	Paciencia.
1759891032	Tenemos que esperar.
1048506751	Mierda, no tengo bastante.
1078935375	Creo que se me ha acabado.
754217181	No me queda nada.
402017396	Sin munición. Genial.
163783771	Vacío. Mierda.
1633915536	¿Y ahora?
1411920319	¿Qué hacemos a continuación?
549161645	Por ahora todo bien.
627338091	Vale, ¿y ahora qué?
643025851	Funciona.
572999759	Hecho.
612972696	Esto ya está.
1513135500	Ningún problema.
380083472	¿Ves? Todo bien.
1133981523	Nunca falla.
414721411	Todo listo.
1231705115	Eso debería servir.
1858120476	Un gusto.
769673332	Ha ido mejor de lo que esperaba.
30463569	De esta me recupero.
2146981015	Con eso bastará.
679642602	Eso bastará.
1911693808	Más vale que esto funcione.
395130537	¿Y? ¿Ahora qué?
985439663	Mis disculpas.
651681702	Tenía que hacerlo.
173686364	Debí imaginarlo.
1456024441	Finales violentos, sí.
977304608	Realmente trágico.
1017245000	Me disculpo.
849475662	Oh. Perdón.
517414912	Ha salido la cosa mal.
523833572	Hagamos como si no hubiera pasado.
850853633	Finiquitado.
2120561687	A otra cosa.
1371345850	Sin rencores.
2052102857	¡Esas manos!
1275906933	A dormir.
1260918108	Necesitas descansar.
2116376549	Siempre surte efecto.
65844907	Eso los dejará un rato fuera de combate.
1861981220	Creo que debería echarme un rato.
1774449643	Dulces sueños.
1395785862	Perdón. No me quedaba otra.
1112937803	Al menos aún tengo puntería.
1034167158	Fiu. Les he dado.
1809840886	Malditos matones de la compañía.
195100532	Por lo menos eso aún funciona.
310277554	Siempre hay más.
1564345485	¡...!
147460512	¡...! ¡Grosero!
2014272518	¡...! ... No era así como lo imaginaba.
391155267	...
1638672413	¡...!
1917055251	¡...!
930397428	¡...!
1052270846	¡...!
1919483398	...
1690941373	...
991378434	... Cuidado con eso.
1667136463	¡Grosero!
1306860800	... Eso ha sido un golpe bajo.
1906678411	... ¿Te importaría tener más tacto?
1200035356	... Eso no es bueno para mi migraña.
1408873436	... ¡No tiene gracia!
362744205	... La madre que me parió.
744569691	¡Ah! ¡Eh!
673792462	¿A qué viene eso?
2131119447	¿Es realmente necesario?
1030618357	Qué sensación más rara.
1689531370	Alguien está mirando.
148219412	¿Es ella?
674560741	Sal de mi cabeza, cariño.
776871806	¿Quién es esa?
1918910746	Tiene algo que no me da buena espina.
601932199	Tiene un secreto.
1844246658	¿Adónde has ido?
1395122012	Algún día te encontraré.
1585686563	Volveremos a estar juntos aquí.
849946144	¿Cómo pudo hacerlo?
1793419407	Estaba equivocada.
187192282	Tengo que ir a casa.
258283	Míralo...
1149227829	Te hace olvidar.
14310999	Me gusta.
1994092423	El gran final.
2110023124	Todos juntos.
1852015232	Por John.
185961049	Ven aquí...
1198038863	Despacio...
2090504760	Muy bien...
1938421956	Oh, mi espalda...
890696360	Usa las rodillas...
1686477158	Ven aquí...
194213337	¡...!
76708393	Muy bien...
1796816101	Vamos allá...
1659157242	Hecho...
1426623472	Uf...
1682967462	Allá vamos... Ah...
193931416	Listo... Vale...
420660211	Uf... Menos mal que ya está...
828947015	¡...!
1317680175	Hala...
449063833	Quietecito.
1433016217	No digas ni mu.
1174254397	Bien atado.
1885291362	Esperemos que esto aguante...
165933546	Alégrate de poder tumbarte...
1443058351	No te muevas.
717847113	A por el siguiente.
1761715981	¡...!
991499024	¡...!
269029606	¡...!
1356702144	¡...!
201595858	¡...!
805283612	¡...!
2120483652	...
339127543	...
1077681253	...
1023814695	...
1138947851	...
712408993	...
389191739	Sé dónde hay que golpear.
427099378	Tengo buena puntería.
1664261576	Noqueémoslos.
2095840530	Disculpas por adelantado, cielo.
1451964675	Justo donde hay que atizar.
703606557	Ponte el cinturón.
273430395	Aún tengo buena puntería.
475937262	Mmm, justo donde hay que atizar.
1151252821	Sal de en medio.
1878605436	Otra más...
1916783235	¡...!
2116645565	¡...!
1964411996	¡...!
950257491	Se van a hartar de estornudar.
102466052	Debemos actuar deprisa.
1190545045	A mi señal.
1913501032	Todo preparado.
58030253	Ceguémoslos unos instantes.
1315031385	No pasa nada, es inofensivo.
223504785	Un simple estornudito sin más.
461128408	Este es el hechizo que me gusta a mí.
948423270	Aún tengo esto.
1506980286	A ver cómo voy de puntería.
2114110731	Aún me quedan ampollas.
1820308513	Prepárate.
189626911	No te entretengas.
1641559203	Bon voyage.
608647102	¡Salud!
363350903	¡Jesús!
1153277522	Saludos.
1018570693	Pruébalo.
1911555171	Sorpresa.
130428194	Toma uno.
705266985	Huele esto.
365383026	Venga, dale.
2046173492	A mi señal.
1037675618	Espero no fallar.
1800517617	Sin problema.
39605622	Creo que funciona.
106918267	¡En marcha!
1002860428	Es el momento.
1297469761	Vamos.
443839895	Cambio de ropa.
1473999380	Vamos a ponernos esto.
14549471	Un momentito.
2015558571	Cambiemos el vestuario.
1047003835	Date la vuelta un momentín.
1091247046	Un poco de privacidad, por favor.
1957341210	No me vendría mal cambiar de ropa...
324330084	Nada de miraditas, ¿estamos?
951399271	No mires.
1595108438	Ya sabes lo que toca.
832262810	Creo que me queda bien.
1666296008	¿Qué tal me queda?
473048294	Lista para la acción.
1223758613	Como un guante.
1319296243	A tu servicio.
1638406639	No está mal, ¿no crees?
576486056	Lista para mi entrada.
132539708	Dime que resulto convincente, por favor.
143713189	Ah, eso está mejor.
1541462001	Ya estamos otra vez.
598923841	Una vez más... 
442746241	Más vale que antes me consiga ropa.
1114639394	¿Puedo preguntar con qué?
1966880744	Debería buscar un disfraz.
1016397194	Consígueme algo nuevo y me apunto.
820820370	Oh, sí... Busquemos un disfraz.
1691910552	Solo tengo un conjunto.
1010657167	Antes necesito un disfraz.
66991382	Esto servirá.
739092153	Me encanta el color.
1652858069	Me apaño con eso.
554143011	Es todo lo que necesito.
158179416	Es perfecto.
1027987776	No está nada mal.
180468776	Parece que me queda de maravilla.
312759435	Casi mis colores favoritos.
1765608411	Sí, eso servirá.
1328000473	Qué provocativo.
204105715	Tiene que funcionar.
1318402913	Eso no va a funcionar.
1479660222	Sería un suicidio.
305564457	Deslumbrémoslos.
70898988	Sacaré todo mi carisma.
791004134	Recurriré a mis encantos.
1152256895	Todos pendientes de mí.
761927444	Lista para mi entrada.
1982189293	Vale... Atentos a mí.
1687911845	Lo daré todo.
1963125653	Espero no olvidar mis frases.
1421936764	Me lo imaginaba.
1548183629	Mi especialidad.
1801616422	Eh, cariño...
1334074799	Me estaba preguntando...
1543296166	¿Qué hay, guapo?
1985225836	Deja que te pregunte algo...
679393532	Vaya, eres muy apuesto...
1961722208	¿Tienes un momento?
1587857238	Mmm. Hola, cariño.
325937203	Mmm. ¿Tienes un momento?
126791588	Eh... Hola, guapo.
1370530946	Quería... Quería preguntarte algo...
987114540	¿Tienes un momento... o dos?
1829461259	Vale, tengo una pregunta...
470359422	¡Eh, tú!
216961466	Tengo una pregunta para ti.
1200344626	Eh. Te estoy mirando.
1631059046	Tú. Sí, tú.
1088628230	¿Tienes neuronas suficientes para hablar?
1321922364	¿Qué le parece?
402309028	Tal vez podríamos...
2060657383	Un chico tan agraciado como tú...
1830809169	Haces que me den ganas de...
1476482307	¿Tienes algún plan para hoy?
576581618	¿Ves algo que te guste?
1950379146	Tengo más cositas que mostrar.
880002684	Esto no es nada, cielo...
271587996	¿Te importa que me apoye un poco en ti?
1929328415	No... Tranquilo, estoy bien...
986936502	No tengo cara de cansada, ¿no?
2071385736	Lo siento, cariño. Una mala noche.
732043912	Bueno... ¿Tú qué tal?
1089942960	Hagamos esto sencillo.
832466236	Y otra cosa más.
892417888	No te escaparás tan fácilmente.
648944505	Aún no he terminado contigo.
788277731	Sé lo que estás pensando.
123778068	Ya nos veremos, cariño.
1314560198	Adiós por ahora.
1266898621	Me ha gustado hablar contigo.
1984119015	Hasta luego, cielito.
540417029	Esto tenemos que repetirlo.
2054638517	Que pases un buen día, majo.
1900077739	Mmm, tengo que irme.
1805762260	Mmm, vale. Chau, cariño.
1193551908	Ya... Lo siento, cariño.
1604322273	Eso es todo por ahora.
308272455	Hemos terminado aquí.
879817673	Tengo cosas mejores que hacer.
1995117937	Sinvergüenza.
19993541	Qué vergüenza.
778388991	Como quiera.
2053637367	No ha salido bien.
1899824715	Valía la pena intentarlo.
2074287388	Uf, ¡qué grosero!
552665933	Pues vale... Como quieras.
859789431	Mierda...
160715481	Vaya, no ha funcionado.
480058997	Los enviaré para ahí.
1505379178	Sé lo que me hago.
1419350935	Vale, hagámoslos venir.
1769684326	Mira y aprende.
794024044	Ofrezcámosles un espectáculo.
1375464611	Basta con una miradita.
1628697933	En el bote.
1576611824	Los engañaré sin problemas.
1097583231	Basta con una miradita.
1290667270	Soy la mejor.
1787044113	Los engañaré sin problemas.
1146276303	Todos los hombres son iguales.
1992257842	Ya me estoy cansando de esto.
227699788	Acabemos con esto.
28435139	¿Por qué no vamos a algún lugar privado...?
1745738872	Sígueme, cielo...
127331203	¿Por qué no me llevas a tu habitación...?
873146459	Por aquí, cariño...
937081373	No te separes de mí...
215443913	Ven. Conozco un sitio...
1081853101	Tú y yo a solas, guapetón...
685622088	No pierdas esta oportunidad, cariño...
977642088	¿Por qué no te vienes un ratito?
2138465537	Por aquí... Creo.
2098161898	Mmm, busquemos un lugar tranquilo.
307252194	¿Y si... nos vamos allí?
1412980485	¿Te va el rollo duro? Ven conmigo.
1427299912	No me hagas esperar.
571595576	No te alejes demasiado.
296760591	Esto me lo quedo, gracias.
1445953918	Oye, yo encantado.
962576577	Esto me vendrá bien.
1811215141	Mmm. Muy útil.
1952591630	Esto para la menda.
1140395947	A la saca. Vámonos.
2075913982	Lo necesitaré.
1758561620	Ya tengo suficiente, gracias.
1773814938	No puedo cargar con más por ahora.
1054888099	No soy un vertedero de munición.
317785065	Voy lleno.
2130261075	No puedo llevar más.
583058565	El último recurso.
1051398071	Ya puede valer la pena.
1230429540	Elegante y discreta.
81751853	Fácil de esconder.
146878302	Muy bien, plan B.
2125952053	Finales violentos.
1611091643	No fallaré.
252225449	Yo me encargo.
750573089	Sal de en medio.
1303166160	El último tiro.
1308464588	Ya casi estoy seco.
660048249	Voy mal de munición.
1745787008	Ya acabamos.
2007805245	Casi estoy seca.
1790233368	Se acabó. Fin del espectáculo.
1453647277	Esa era la última.
1223945527	Se acabó.
2071901209	Estoy sin.
756818592	Me siento vigorizada. Gracias.
1812389110	Muchas gracias, Doc.
1352375396	Haces maravillas con esa bolsa.
608402710	Uf... Me recuerda al de mi tío Ian.
1047410195	Tienes un estómago fuerte, Hector.
1178224883	Un pelín demasiado fuerte para mi gusto.
1565011293	No está mal. Me recuerda a casa.
1344645820	Gracias. Cómo lo necesitaba.
412495716	Esto hace que se mantenga el ánimo.
2059132411	Sea lo que sea esto, ayuda.
727566163	Un poco inusual, pero gracias.
489665932	¿Qué es esto? Está bueno.
161830087	Mecha encendida.
1967034732	Hora del espectáculo.
292659958	¡Marchando una explosión!
2027395105	¡Bon voyage!
1243911666	¡Hasta luego!
18852996	Mucho ojo.
577456296	¿Alguien ha perdido el bolso?
624301229	No podemos dejar esto aquí, ¿no?
549308147	Sería una pena dejar esto en el suelo.
1040567359	Deja que me encargue yo de ti.
680620300	Es un buen pastón.
1574868414	Ahí está el dinero.
1643724617	Ya puestos...
1488373483	Que no nos pillen con esto.
1759297442	¿Algún interesado?
1259678005	Ten. Echa un vistazo.
1487560606	El sedal está echado.
416828610	Mira. Dinero.
1625478641	A ver si esto funciona.
337028670	A McCoy esto le encantaría.
1541852368	Ya tenemos fuego.
755470874	Bonita llama.
2096201085	Allá vamos.
2065902765	Bon voyage.
43530637	Buenas noches.
469722583	Aquí no puedo traer la antorcha.
1866272784	Uy. Se me ha caído.
1262741203	¡Mierda! Se me ha caído.
1625771850	¿Dónde estábamos?
181994049	¿Qué es lo que iba a decir?
1076070628	Retomando la conversación...
241174206	Bueno, ¿dónde...?
1820144155	Como iba a decir...
225856436	Vale. Volviendo al tema...
1220715745	¿Dónde estábamos?
2051013985	Oh... ¿Esto qué es?
129821369	Encantador. Me recuerda a un pequeño poema...
1576483147	Deja que te hable de mis admiradores...
1166942897	Y verás que casi todos los hombres son unos horrores...
1620341749	Abe era poeta, dijo que su amor no se marchitaría...
1945997035	Y al cabo de una semana con mi hermana se lía...
843191202	Barry era más rico que nadie al que conociera... 
2062693396	Pero tanto dinero tenía en la cuenta como superficial era por fuera... 
947501601	Charlie el trampero me daba de pieles un cargamento...
1052134865	Pero ni el calorcillo ocultaba el olor de su aliento... 
1627612280	A Danny el Serpiente la verdad no le hacía ni fu... 
1934003872	Pero, cariño, ten por seguro que el más molesto eres tú.
1611803637	Je, qué gracioso.
1884065518	¿De verdad estamos con esas?
1484745698	Lo siento, no estoy de humor.
808909640	Tráeme un reconstituyente y hablamos, ¿vale?
495658661	Guten Tag.
714829710	Vale, en marcha.
922483490	Oh, lista para lo que sea.
1456299141	Podría estar haciendo esto todo el día.
619396800	Tengo amigos al otro lado.
1280821733	¿Te asustas fácilmente?
172821210	Ah, sé lo que me hago.
1220634359	Vayamos al grano.
745386213	Vaya, vaya...
1096298385	¿Ajá?
836724243	Je, mírate.
455563196	¿Qué pasa?
1297570275	¿Algo te ha llamado la atención?
1950080333	No se fijarán en nosotros.
1063592293	Más vale que nos comportemos por aquí.
609565279	No hace falta esconderse.
545839574	Relájate. Aquí estamos a salvo.
1260220584	Aquí todos somos amigos, ¿no?
1801040190	Esclavistas. Qué novedad.
727216055	Nadie va a acabar en una jaula.
2123964952	Después de esto, vuelta a Nueva Orleans.
298129523	Nada como la noche de Nueva Orleans.
391591642	Sé manejármelas.
626070730	Todo lugar tiene sus secretos.
639297125	DeVitt se ha quedado con medio barrio.
1733099221	Este sitio puede irse al infierno.
1483495823	Sí que es un nido, sí.
1715795038	DeVitt ha ido demasiado lejos esta vez.
850299631	¿Veis de qué es capaz DeVitt?
519918799	A DeVitt le gusta meter a la gente en jaulas.
100892671	¿Podemos irnos, por favor?
433769883	Debí traerme unas cuantas pepitas.
460454085	Me pregunto cuántas minas tiene DeVitt.
1913334314	Así que aquí es donde se acaba.
1327090077	Esperemos que tu plan funcione, prenda.
518689819	Desde luego DeVitt sabe vivir a lo grande.
852130225	No soy yo de trapos elegantes.
339236802	Quiero verle la cara a DeVitt.
199997219	Lástima que Doc no esté aquí.
1603221389	Acabaremos con él definitivamente.
213210107	Este lugar tiene historia.
1141433182	De modo que aquí es donde sucedió.
852681757	Sabían que veníamos.
1028910239	Me encantan los retos.
2117542934	Me alegra que hayas vuelto, prenda.
780526017	¿Adónde?
310821931	Estoy esperando.
1970943049	¿Quieres llevarlos tú?
1586978736	Dejemos esto en algún sitio oscuro.
875472633	Esto va a estar bien.
1373149075	Sí, eso me gusta.
946438801	Así me gusta.
1818062380	Ya estoy allí.
375106021	Paso, que voy.
1463267480	Hagámoslo interesante.
928614151	A ver qué podemos hacer.
1291138300	Ah, ya.
394268050	Je, genial.
679843745	Ah, ya veo por dónde va esto.
1053526745	Mala idea.
941173767	Yo me ocupo.
430808166	No hay problema.
1405739495	Vayamos rápido.
1077459486	No haré ningún ruido.
732821568	Aquí paseando.
1157590785	Coser y cantar.
1183229750	No llamemos la atención.
2108714373	Está bien para variar.
1800212601	Echa un vistazo por aquí.
1597184644	Un juego de niños.
1207487821	Toca desquite.
937761858	Oh, cómo lo voy a disfrutar.
1071823802	Odio a esos tíos.
264846364	Un bonito día en el río.
1943719329	Qué bien que aquí no haya caimanes.
2079034413	Déjame enseñarte esto.
189971941	Hay que seguir las pistas.
338123914	El rastro aún no se ha enfriado.
94465682	Aguanta, Wayne. Ya voy.
1143146030	Reduzcamos esto a cenizas.
620887894	No puedo cansarme ahora...
1249330717	Mantén la calma.
1260144330	Solo un poco de sangre.
636710225	Vamos a salir de aquí.
1488625972	No voy a rendirme ahora.
1929519733	No pienso morir aquí.
284982281	No te preocupes. Sigue adelante.
985661758	Ya me he hartado de este sitio.
998176820	Entretengamos a los invitados.
398325729	Qué ganas de que llegara este momento.
141655482	Vamos a por DeVitt.
1465568110	En el vientre de la bestia, ¿eh?
1176569570	Ya estamos muy cerca.
1483848063	Acabemos con esto.
829154899	Acabemos con esto.
1855883930	Esto para Cooper.
744500706	Allá vamos.
837940684	Claro, no hay problema.
1280486638	Tirado.
1133196444	Mío.
42424190	Ya va.
163126714	No sé yo si...
1281387733	No me gusta el cariz que toma esto.
970133390	Esto no acabará bien.
517525376	Nanay.
839026546	Que te lo crees tú.
277351301	Va a ser que no.
626405494	No pienso hacerlo.
1465603173	Ni hablar.
1033664241	Por aquí no pasamos.
1979602655	No veo cómo.
1335663396	Eso es imposible.
1036318681	Ahí tenemos compañía.
859806228	Este lugar no es seguro.
439249948	Olvídalo. No es seguro.
1294512249	Cerrado, ¿eh?
1292976346	Cerrado a cal y canto.
1197692887	No. No se abre.
1189830652	Aún no está listo.
1549978633	No es justo.
445046105	Hay que esperar más.
586165605	¡Vacío!
1440125400	No queda nada.
200110905	No tengo nada.
1690838190	Se acabó.
1385068089	¿Ya hemos acabado?
904761970	Vale, ¿y ahora qué?
1775251552	Hecho.
1571810590	Esto servirá.
938924657	Nos vemos al otro lado.
671036041	Es como cortar hierbas.
463928256	Ve con tus ancestros.
674215476	¿Qué importa un poco de sangre?
544103607	Oh, qué chungo.
436916236	A dormir.
1483089120	Qué monada.
1958411762	No te muevas de ahí, ¿eh?
82122588	¿Quién es el siguiente?
151943541	Oooh, ¿hay cansancio?
1548839610	¡¿Eso es de lo que eres capaz?!
1162137679	¡...!
718930136	¡...! ¡Eh!
670654216	¡...! Duele un montón.
1994905694	...
517850093	... No... Aún no...
1816613697	¡...!
156610241	¡...!
2029968742	¡...!
165766059	¡...!
2057969559	...
481090440	...
1516744320	... Sí, ya... Muy gracioso
1329375010	... Oh, cuando te pille...
1663065043	... Eh... Cuidado.
1645812927	... Ah, quieres un maleficio, ¿eh?
1691141857	Te pillé.
242524463	¿Adónde?
626775936	Lista. ¿Adónde?
951280403	Uf. Ya está.
1198499341	Te dejamos aquí.
1285283961	Abajo contigo.
2136759918	No pesa, qué va...
1884184145	Bien atado.
320308234	Ni pío, ¿vale?
1207475747	¿Aprieta demasiado? Estupendo.
923382311	¡...!
1538151701	¡...!
1377324306	¡...!
707188080	...
276522467	...
110218475	...
2031362824	Vamos a segar malas hierbas.
1157289741	Muy afilado.
1792824638	Los enviaré al otro lado.
