English	Английский
265383940	Ох... Понятно.
1674904499	И как мне это сделать?
835410211	Не могу.
1970558397	А это вообще как?
879504050	Никак нет.
1086406602	Нет, не получится.
905802931	А другой путь есть?
2135394769	Нет, тут я не пройду.
2125512474	Там враги.
708369979	Я бы туда не пошел.
1004098978	Нет. Плохая мысль.
2002224943	Заперто.
1815445650	Тут заперто.
187308505	Не поддается.
2002792298	Мне нужно время.
2014682765	Не сейчас.
655197554	Все еще не могу.
1890405791	Они слишком большие!
500561845	Слишком здоровые для меня.
446010654	Высоковаты они для меня.
63731527	Что теперь?
258862932	Вперед и вверх!
1553803775	Что теперь?
2094216020	Готово.
610975601	Хех. Да запросто.
557457947	Вот и славно.
93000985	Готово. Что дальше?
1085649194	Сойдет.
1202917247	Есть.
1572771200	Есть.
268953212	Так, готово.
1369762905	Сработало!
1132278620	Гадость какая.
1452927986	Я иду, пап.
12405886	Прости меня, Господи.
1700567394	Больно, наверное.
505409819	...!
1699684799	...! Н-нет!
456237591	...! Хватит!
1224516696	Пап...
346297442	Помогите...
357582577	...
977728358	Ох-х!..
887995607	Тяжеловато...
790619903	...!
8060920	...! Уф-ф-ф.
1743547639	...! Груз доставлен.
1313510991	Без обид.
637822479	Лежи и не двигайся, хорошо?
1602076023	Не шевелись.
853176869	...!
1677450891	...!
1587434639	...!
1952873210	...
267646758	...
1872087459	...
1782865882	Хорошо, что я их прихватил.
1197043391	Кому фальшивых монеток?
591619537	У меня их много осталось.
1834219954	Орел или решка?
1097207485	Мелочь нужна?
2033273181	Ну давай, обернись.
1446007145	Так, надо прицелиться...
247508946	Пятнадцать шагов.
793755707	Десять шагов.
1425440453	Да... я смогу.
316166839	...!
2027989569	...!
871118155	...!
989369584	А где нож?
1400774471	Я его потерял?
1181622686	Нет! Нож-то где?
1113413964	Есть.
767065518	Нашел нож.
504503314	Отлично, он тут.
361090502	Ага. Так о чем мы говорили?..
1886634843	М-м, еще раз можно?
59357748	Что? Ждали кого-то побольше?
105338269	Мне почти пятнадцать, вообще-то.
711243341	Думаете, это мое первое родео?
2094354320	Мы с папой много где побывать успели.
908227676	Эль-Пасо, Рио Браво, Тонто, форт Грант...
676818305	Эгри, Лаго, Дуранго, Свитуотер...
488333538	Как звалось то место, через которое мы прошли по дороге сюда...
340326582	А, точно. Сан-Микаэль.
16500266	Ох, черт. Папа ждет. Мне пора бежать!
357233097	Какого черта?
2043548559	Я тут занят вообще-то.
49284084	А ну хватит!
193632770	Да пошли вы все. Мне нужно помочь папе.
1000337942	...!
1870253034	...!
46510716	...!
1931602869	...!
1993077077	...!
1548663956	...!
712593189	Э-э... какого черта?
308118545	Эй! А ну хватит!
2128259883	Сынок... будь с этим поаккуратнее.
941251556	Ты умом тронулся, что ли?
1722903184	...
2137708140	И-и-и взяли.
1345724857	Есть...
651173807	...!
1216102399	...! Вот так.
1677130890	 ...! Есть.
2000690686	Давай-ка мы тебя свяжем.
2024613497	Без обид.
24056734	Лежи и не двигайся.
1804024744	Не шевелись, приятель.
217381795	...!
2003609147	...!
811787896	...!
94185599	...
255601038	...
350170503	...
543174398	...!
836084846	...!
740376723	...!
1419449292	...!
1378264215	...!
65756180	...!
1604601323	...!
2022467141	...!
1593970123	...!
430213887	Лови!
240016056	Спасибо.
1240776714	Пригодится.
415864666	Снова в деле.
647044964	Один выстрел.
635312242	Конец тебе.
1752295524	Передай привет дьяволу.
1265775247	Адьос, амиго!
332891646	До встречи в аду.
1393832655	Так, о чем это мы...
771952356	Так вот, о чем это я...
22126072	Возвращаясь к теме...
363767535	Маршал Уэйн к вашим услугам.
1496994253	Боюсь, от меня сейчас мало толку.
1228969627	Я слушаю, сынок.
1927766807	Какое гадкое место.
1267254988	Чертовски рад выбраться из клетки.
2137125682	Я такого больше не допущу.
806067602	Куда тащить?
1476098744	Куда-то надо уже положить.
799812792	Определяйся уже, сынок.
1058460188	Понял тебя.
581642602	Мне это по нраву.
1708215610	Сматываемся отсюда.
869066808	Считай, сделано.
138845997	Я тебе доверяю.
850827794	Мы справимся.
1962825353	Предлагаю отсюда валить.
1694461279	Почему бы и нет.
460075395	Дельная мысль.
1757940350	Иду.
176549620	Конечно, сынок.
1008777889	Уже там.
102502032	Обо мне не беспокойся.
788869383	Сейчас...
78774169	Иду, иду...
1147696802	Готово...
15303821	Да запросто...
1446081837	Логично...
121195731	Не выйдет, сынок.
820233215	Не получится.
152324659	Не стану это делать.
1937627304	И не подумаю, сынок.
2113992172	Не добраться.
827374949	Путь перекрыт.
648129397	Туда не попасть.
1732020754	Это неразумно.
1919063967	Там опасно.
926615924	Я туда не пойду, сынок.
962291400	Заперто.
356274832	Не открыть.
12718668	Заперто тут.
290316635	Неплохо для старого пса, а?
17692324	Очень хорошо.
1281519187	Готово.
525280163	По мне так неплохо.
1926162010	Неплохо сработано.
747852420	Вот так-то.
832587387	...!
2064956481	...! По мне стреляют!
655119952	...! Черти!
1608163689	...
1948237296	Прости меня, Белль...
2022916049	...
1806996776	Есть...
348336022	Тяжелый, зараза...
298960712	...!
989236619	...! Спина мне это припомнит.
468085437	...! Получите, распишитесь.
783279061	Не обижайся, сынок.
609437565	Вот так и лежи.
600811666	Даже не шевелись.
1029873556	...!
569979424	...!
129314070	...!
1156625434	...
793952512	...
2117431356	...
1088199082	Вот и огонь.
332323267	Хорошо горит.
814082892	Вот так.
1128452270	Ну-ка!
195052967	Потушил.
756799388	Тушу свет.
1922044031	Возвращаясь к нашему разговору...
572060240	О чем это мы говорили.
743624232	Так вот, перед тем, как нас прервали.
1289422842	Зови остальных!
1475557669	Нужна подмога!
2144584419	Эй! Подмогу позовите!
894382108	Нам нужна подмога!
1649830376	Нам нужно подкрепление!
1842948575	Помогите!
1582762676	Сюда!
1355199311	Прикройте меня!
1037510277	Э-э... парни?
57064262	Видели?!
758923538	Всем внимание!
999049260	Перебьем их, парни!
1219074579	Тревога! Тревога!
1388186135	С-сука! Подмоги не будет!
181853011	Черт, подмоги не будет!
380523446	Против них только мы, парни.
1897146988	Куда делось подкрепление?
817769762	Ах ты. Подмоги не будет!
1886125990	Справитесь, да?
492306519	Все, мы пошли. Развлекайтесь.
1302127985	Все, закончили. Счастливо.
287241101	Дальше вы сами.
952579978	Ладно, дальше сами разбирайтесь.
557801232	Твою ж мать. Сбежали.
1424733846	Свалили, гады. Пора возвращаться.
1137231439	Кажется, они давно смылись.
139549372	Давайте! Бегите как крысы!
443601189	Показалось. Ну и ладно.
56811138	Всем глаз не смыкать, понял?
219689660	Это еще не конец. Будьте начеку.
1258554962	Что-то здесь не так. Всем быть начеку.
143100996	Осторожнее. Тут опасные ребята шныряют.
233000568	Внимание! Тут кто-то рыскает.
253410658	Смотри! Наверху!
114999996	Как они туда забрались?!
74391369	Черт! Они над нами!
1724059193	Ссышь, да? А ну сюда подойди!
1439359208	Эй! Так нечестно!
302017184	Ну погоди, доберусь я до тебя...
989506616	*короткий предсмертный звук*
1238709804	*короткий предсмертный звук*
1172329669	*короткий предсмертный звук*
994582367	*короткий предсмертный звук*
335144274	*короткий предсмертный звук*
1885539291	*короткий глухой предсмертный звук*
144716479	*короткий глухой предсмертный звук*
755237440	*короткий глухой предсмертный звук*
1146584509	*короткий глухой предсмертный звук*
117329784	*короткий глухой предсмертный звук*
1373388105	...
384866470	...
352819165	...
2142868402	...
1177397259	...
611214803	...
25971233	...
755823515	...
402469077	...
1154653651	...
244280334	...!
452632227	...!
1643243190	...
88127807	...
1982123656	Она мертва!
1561777118	Черт! Она мертва!
1451213496	Он мертв.
1323446677	Черт! Он мертв!
982939790	Я нашел труп!
1407904333	Тут мертвец!
312767028	Его убил кто-то из наших.
1121314459	Его убил предатель.
1058448891	Я найду того, кто это сделал.
1498073022	Ее убил кто-то из наших.
1804256011	Ее убил предатель.
1246581373	Я найду того, кто это сделал.
1633875164	Похоже, среди нас предатель.
766824824	 Черт. Это кто-то из наших убил.
1441171751	Тут наши кого-то убили!
624584323	Дело рук предателя.
1703135634	Какого дьявола?
2127711692	Шутки, мать вашу, шутите?
2145343898	Господи!
1145862353	Чьи это следы?
2039670254	В первый раз такие следы вижу.
922278027	Кто тут наследил?
775273509	Даже следы не заметают, а.
547990825	Э? Чьи это следы?
2105733003	Черт. Свет погас.
303048122	Кто потушил свет?
1675257843	Хорош лампы тушить, а!
238894129	Ну ладно. Хоть спички с собой есть.
1351631991	Опять свет погас? Да сколько можно!
705618844	Сволочь!
178985856	Ты покойник!
1291750119	Это ты зря, гаденыш!
1526214559	Ты за это заплатишь!
163988662	Ты заплатишь! Клянусь!
2229906	Плохо дело!
1154653520	Черт! Тут капканы!
206170066	Кто тут капканы ставит?!
1840058346	Смотри под ноги!
24735714	Твою мать! Капкан!
998841889	Там капкан! Огроменный, как не знаю что!
793907670	Твою мать! Снайпер!
1874901452	Там снайпер!
1343453845	Тут снайпер!
1380916118	Тут стрелок засел!
1199842212	Метко стреляют, гады!
1306331891	К-какого черта тут творится?
933892673	Ч-чего? Кто это его так?
1593403185	Ч-что это вообще такое?
1959066520	Это все сраное вуду!
734038049	Господи Иисусе! Это происки Сатаны!
664442298	Черная магия.
1385247018	Что это с тобой?!
484374591	Крыша поехала?!
1255130658	Измена!
587448724	Предатель!
1844740799	Зомби!
265633532	Остановись!
1532645415	Прекрати!
1522110468	Не смей!
720195281	Твою мать! А ну не смей!
1396165962	Стоять!
1971811160	Эй, ты!
1738804484	Вот ты где!
1339834557	Вот ты где, гад!
19502126	Ах ты сукин сын!
643255474	От меня не уйдешь!
1816725278	Это кто у нас тут?
1058666056	Ты еще кто?
1724740506	Вот ты где!
1493579897	Они нас нашли!
214737243	Фрэнка ищешь?
492396945	Ты прям крутой, да?
1421035615	Героем хочешь стать?
2094045223	За Толстуху Энн!
243438317	Спокойно не сидится?
1288819981	Это наш город!
365194639	Это ж те двое недоумков!
2136379232	Да ладно!
1856890725	Только не сегодня!
609117964	Мерзавец!
1786707583	Убийцы!
639425684	Они убили мэра! Сволочи!
837374778	Вы убили Хиггинса!
1816901539	Тут их несколько!
1521811642	Твою мать! Засада!
1449572073	Они нас окружают!
375478885	Кто это тут крадется?
1025328244	Тебе здесь делать нечего.
1950547709	Тебе тут не рады.
1309031559	Тебе сюда нельзя!
529850876	Вон там! Еще один!
599375889	Он же еще малец!
1260587379	Папочку ищешь?
1263499303	Попался, сволочь!
821702456	Фрэнк был прав!
1554266272	Я тебя арестую!
1869494950	Ни с места!
792539558	Стоять!
876121593	Я т-тебе побегаю!
1183608125	Ого, у нас тут беглец!
1700632424	Ублюдок!
2052802444	Эй, ты! Шпионишь за нами?
686647701	Чего это ты тут разнюхиваешь?
437254214	Потерялся? Могу дорогу показать!
809015705	Эй! Ты не из компании!
751845527	Защищайте «Гнездышко»!
411929008	Ого! Свежачок!
1869180769	На корм крокодилам пойдешь!
1690933306	Нечего тут разгуливать!
1909635228	По домам сидеть надо!
1847568526	Кто тебя выпустил?!
1640279952	Что, копать надоело?
2001749593	Отсюда никто не удерет!
1578652554	Сбежать пытаешься, а?
305882344	Вот твоя песенка и спета!
248528714	ДеВитту нужна твоя голова!
1562560275	Эй! Вас в списке гостей нет.
2024496144	Держись от гостей подальше!
236304579	Кто тебя впустил?!
1591675351	Нельзя!
878646762	Черт, это они!
1540109942	Это банда Купера!
1580870563	Тебе меня не грохнуть!
1760039550	Вы за все заплатите!
1901150571	Это же Купер!
147295479	Попался, ковбой!
1288299809	Это же Гектор!
383178821	Привет, здоровяк!
1651637570	Это же О'Хара!
1847416052	Привет, красотка!
517807783	Это же Маккой!
1870979529	Попался, гад в плаще!
1312107892	Это же та ведьма!
1032137676	Это Моро!
333117989	Вот ты где, мальчишка!
408434802	Эй, парень! Иди-ка сюда.
1867529917	Это же маршал!
1994364935	Эй! Кто тебя выпустил?!
24635553	Что-то не так... Кто здесь?
616948554	Стоп... у меня за спиной кто-то есть?
814397201	Странно... как будто рядом кто-то есть.
383055934	Хорош!
1341729220	Какого дьявола?..
594180159	Чего?!
1882175810	Эй!
1878089138	Тебе тут делать нечего!
92706801	Прячешься, а?
315163902	А ну вали отсюда! Живо!
1190801732	Надеюсь, там что-то ценное!
871652227	Это еще тут откуда?
189829232	Этого тут раньше не было...
16419593	Нельзя это тут оставлять.
88841338	О да. Иди к папочке.
1093645070	И это все мое.
2094490006	Вот и на выпивку нашлось...
959916557	О, да.
916500081	Вот это повезло!
1682743302	Она что, спит?
1019457690	Что она там делает?
1936706901	Он что, спит?
939964917	Что он там делает?
569570106	Эй! Что это с тобой?
1005519430	Ленивая жопа.
851743141	Далеко не убежал.
633907406	Да, это он.
499272758	Далеко не ушла, сука!
1643319938	Да, это она.
260523217	Вот ты где, предатель.
1149841042	Твоя работа, да?
431189211	Вот эта сволочь.
89735425	Ах вот ты где, гнида!
485741451	Разберусь с ним позже.
1816268758	Пока оставлю его тут.
128551216	Разберусь с ней позже.
637226223	Пока оставлю ее тут.
1046130250	Мы с тобой позже разберемся.
21395827	Вот так. Побудешь пока здесь.
226094763	Смотрите, ее связали!
573052549	Хорошо ее связали.
1600533171	Его кто-то связал!
1126834760	Хорошо его связали.
1398123964	Крепко же тебя скрутили.
108286794	Эй! Кто это тебя связал?
146519274	Где она?
1972526709	Куда она делась?
2130211668	Она же только что была тут.
707386571	Куда он делся?
1981679407	Куда он ушел?
623639997	Он ведь только что былтут?
767890856	Эй, где мой напарник?
3283273	А я тут стой и жди.
1838282460	Эй! Где ты там возишься?
1206810632	Эй! Очнись!
1509012229	Давай, поднимай задницу.
98003121	А ну хорош валяться.
567975083	Кто это с тобой сделал?
508605183	Кто это тебя связал?
691815358	Э-э?
1884296520	Что это было?
1933498548	Слышали?
1328323206	Кто это так шутит?!
2129706324	Это не смешно!
1417037358	Так, все, хватит!
1532917609	Черт! Где стреляют?
786595499	Кто стрелял?!
989494188	По нам стреляют!
897938216	Кто-то бросил динамит!
1895583718	Они подорвали динамит!
200294909	Кто это сделал, а?
1907993693	Эй, я все слышу!
1787681285	Кто там?!
1173205208	А ну вылезай!
645325076	Ну я тебя сейчас!..
800031298	Ну все, тебе крышка!
836498997	Я знаю, что ты там, сволочь!
477376984	Это еще что такое было?
725489667	Я что, с ума схожу?
2079312076	Э-э... чего?
477292955	Что я творю?
1049005536	Ну и черт с ним.
169936907	Бред какой-то.
1523781371	От нас не спрятаться!
1677782556	Давай покончим с этим!
200240766	Осмотрим тут все.
1196600760	Меня так просто не обмануть.
807861649	Сейчас кому-то будет больно.
413690976	Так, кто это был?
1355395483	Это еще такое?
576987870	Так! Где тот клоун, что меня ударил?
747216756	Ох, ну и попляшешь ты у меня.
454064382	Ну теперь я за тебя возьмусь!
1970403084	Есть тут кто?
686765178	Я все равно тебя найду.
1831445337	У тебя неприятности!
1852156045	Кто бы ты ни был, а ну выходи!
1265322671	Беги, пока я тебя не нашел!
1448740758	Ты лишь усложняешь себе жизнь!
1983148373	Ты у меня попляшешь...
1998060968	Вот сволочи! Ну и куда вы делись?
1651967252	Тебе меня не провести!
1648573205	А ну выходи!
1618962374	Я с тебя шкуру спущу!
2046446964	Выходи, подлый трус!
871541653	Что, зассали? А ну выходите!
1467041725	Ох я с вами поразвлекаюсь!
742385626	Как мне все это надоело.
1703385108	Что, зассали?
1051130559	Кис-кис-кис!
1607285573	Мимо меня не прошмыгнуть!
926075436	Сраные охотники за головами.
1240390056	Я тебя с обрыва сброшу.
847831940	Фрэнку это понравится.
56058455	Мы тебе не по зубам, парень.
592361169	Зря вы из вагона выползли.
235504557	Это наш поезд, понятно?
1099518600	Руки прочь от нашей добычи!
1324953860	Мы – банда Толстухи Энн! Драпай!
926895976	Вы связались с людьми ДеВитта!
319353129	Валите из Флэгстона, пока вас не нашли.
959940217	Я тебя на колокольне вздерну.
408168009	Да в этой дыре спрятаться проще простого.
30910347	Хотите свадьбу испортить?
429936377	Черт... Хиггинс взбесится.
310375543	Не видно, что ли, тут свадьба!
494601798	Знаешь, что мэр с тобой сделает?
41084250	Свадьбу сорвать? Так дела не делаются.
374597290	Вы убили Хиггинса. И кто мне теперь платить будет?
1438217876	Я тебя со скалы скину.
1745463006	Через ворота проползти хотите? Только через мой труп!
2058075782	Думаете, такие умные, да?
1642772238	Было ваше ранчо, стало компании.
806225916	Мы тут камня на камне не оставим.
828316548	Вы могли сдаться! А теперь поздно.
366562380	Это вы те самые оборванцы из Флэгстона, а?
1492194609	Это собственность компании «ДеВитт».
1117768722	Вы точно не на поезде приехали.
794874247	Из тебя выйдет отличная мишень.
2048628440	Твой папочка у нас. Лучше сдавайся по-хорошему!
246410298	Фрэнку ты понравишься!
1856540338	Выходи, парень! Я не кусаюсь.
946495102	Ох сейчас повеселимся.
961536825	Шериф хочет с вами поговорить!
1198645430	Это официальное расследование.
1757223520	Именем закона! Выходи!
2131947619	Знаешь, что мы делаем с нарушителями закона?
1238946522	Свалить пытаешься? Зря!
2089216515	Возиться тут еще с тобой!
273936598	За тебя обещали хорошую награду!
114657393	Я тебя в реке утоплю!
972614491	Это внутреннее дело компании «ДеВитт»!
713487839	У нас тут шпионов не любят.
2058497497	Зря вы вообще сюда приперлись.
1889425370	Посадим тебя в отличную клетку!
182869157	Не на то болото приперлись, гады!
192679927	Я тебя аллигаторам скормлю.
193695017	Добро пожаловать в «Королевское гнездышко», кусок дерьма.
1122343389	От нас не ускользнуть!
1908509683	Тут внутренние дела компании «ДеВитт»!
1250931370	Район оцеплен.
1148739280	Я работаю на власти, сволочь.
959713811	В яму посажу!
94013792	Говорил же Фрэнк, чтоб с вами построже.
77933559	Отсюда еще никто не сбегал.
1381246560	Вы теперь собственность ДеВитта!
1352528686	Мы вас живьем закопаем!
203598603	Здесь вы и подохнете!
1700703231	Поезда ждете? Забудьте о нем!
1028940245	Поезд тут не остановится. Сдавайтесь!
397645827	Мистер ДеВитт не любит преступников!
1288422058	Мы тебе не по зубам!
1479601734	Посторонним тут не место!
139410904	Мистер ДеВитт хочет, чтобы вы сдохли.
1143442081	До Фрэнка вам не добраться!
22081791	Фрэнк говорил, что вы появитесь, уроды!
1762081532	Я без боя не сдамся!
1198297652	Мне не впервой убивать охотников за головами.
2042649714	Там кто-то есть?
1235211190	Ну все. Попались!
160879338	Лучше б тебе там не торчать!
992869511	Думаешь, что умнее нас, а?
1258042762	Мне показалось или куст пошевелился?
1592589913	Я тебя отсюда за шкирку вытащу.
1601273853	Ты ведь тут, верно?
2130902809	Я знаю, что ты тут!
1731839353	Здесь никто не проходил?
2018501154	Может, они туда ушли?
1083790060	Я иду внутрь.
1968218570	Уж не за этой ли дверью ты прячешься?
548714726	У меня ключ от всех дверей, сволочь!
2141033609	Интересно, что у нас за первой дверью?
548291315	Ничего. Ну и ладно.
1727715797	Может, показалось?
1534380886	К черту. Пора за работу.
832297329	Пора завязывать с виски.
1490223392	Да это просто ветер.
1390990711	Да ну к черту. Делать мне больше нечего.
1642195416	Ничего. Пусто. Зря только время потратил.
800172748	Да и черт с ними. Не мои проблемы.
289299423	Сбежали. Да ну и черт с ними.
422730095	Свалили. Ну и черт с ними.
1426525474	А не насрать ли мне?
1618490903	Кого я пытаюсь обмануть.
1269942691	И не возвращайтесь!
1232796328	В следующий раз вам несдобровать!
1896137410	Проваливайте! И не возвращайтесь!
1488734937	Повезло тебе!
2034003308	На что я свою жизнь трачу, а?
1924610248	Шутники, мать их.
659364084	Черт. А я так надеялся на хорошую драку.
451963850	И вот так каждый раз!
1991080102	Все, хватит. Устал.
1440621554	Ну к черту. Я так далеко не пойду.
39873246	С меня хватит.
1850053063	Не-е-е, я туда не попрусь.
1901671755	Никуда я не пойду.
1819490466	Я останусь снаружи.
1070201882	Не пойду туда.
401507340	Никуда я не пойду.
112899215	Я останусь внутри.
1890897690	Наружу не пойду.
1700899349	Не-а, там не пройти.
1403326882	Да туда еще попробуй доберись.
1627006589	Мне не столько платят.
1296601831	Эй, ты где?
421170061	Прятаться будем, да?
131095827	Эй, хорош. Я сегодня не в настроении.
598292556	Вот так отвернешься на секунду...
191128027	Срет опять, наверное.
714021119	Ну и ладно. Черт бы с ним со всем.
939177021	Вот ты где! Господи!
513565452	Ну наконец-то! Что случилось?
83534620	Ф-фух! Умеешь ты людей пугать.
1598984520	Твою мать! Что это было?
1519404012	Ах ты ж...
1224467046	Мать честная!
1318927392	Вы что, шутите?
1877443121	Ох, черт...
1295910491	Просто в голове не укладывается.
1334263326	Так, а мне что делать?
955543693	Черт... Дичь какая-то.
410484791	Как это вообще произошло?
896050280	Тут ловить больше нечего.
48372896	Ох, придется кому-то все здесь подчищать.
1906621637	Ну что за дерьмо.
1910848592	Ну что за черт
1002977418	Тут уже ничем не помочь.
1927301528	Это не мои проблемы.
656442560	Не нравится мне это. Там явно кто-то есть.
1477091609	Черт. Не, я в это дерьмо влипнуть не хочу.
2057713844	Сраные О'Хары. Небось ловушек раскидали везде.
1182508852	...
524138103	...
829116989	...
474744384	...
952574982	Стой! Кто идет?
323113316	Чего шумим?!
985543860	Что... что происходит?
1637087491	Расшумелись тут?!
694128738	...
2098374508	...
409580773	...
854386418	...
1588369502	...
53153344	...
1261996648	...
1800134066	...
639808599	...
2022872625	...
653569978	...
200169810	...
2021335812	...
605137033	...
892351826	...
1573051122	Черт... Похоже, я отрубился.
631995966	Кажись, я перебрал.
1018234473	Должно быть, слишком устал...
1834654638	Черт...
1028810844	Ох...
1444969703	Гм...
1352834255	Постойте-ка...
1153912441	Что это было?
1366761237	Там что-то есть...
975778183	Какого...
464823892	Какого черта?
2033470861	Эй...
393304772	А ну-ка...
1893197974	Что это там за...
1254746512	Что?..
548902491	М-м-м...
604969825	Твою ж мать...
560854789	Привет, кошечка!
1965921825	Какая милая зверушка.
219820202	Ого! Кис-кис-кис, ты откуда взялась?
354564704	На мышей охотишься?
140498923	Бывай!
125289500	Какая милая.
2024841483	Хвост пистолетом, а?
492909284	Вот срань!
362088118	...ублюдок!
31498667	Я до тебя доберусь!
1572977345	*чихает*
339583538	*чихает*
1253303131	*чихает*
1985622678	Я странно себя чувствую...
1852705836	Что происходит...
2021061811	Ха-ха... смешно... 
1208691800	Голоса в голове...
78669692	Голоса... шепчут...
366494113	Слушаюсь... надо слушаться...
1615129584	Я думаю... а что я думаю?
141011502	О, я в порядке...
1221705092	Я вижу все...
221888240	Там еще кто-то есть...
186651866	Меня звали?
644373676	Не могу... сосредоточиться...
710509619	Дай мне знак...
1177838122	Я готов...
2130288067	Кому нужны пушки...
81023788	К драке готов...
203384122	Слышь, сюда подойди!..
802813699	Хорошо-о-о.
468596249	Иду.
852513673	Я слышу.
1074365083	Ах, да.
760432318	Ах-ха.
118522792	Да.
1776110710	Да-а-а.
1759843603	Я... я все сделаю.
1223254440	О'кей.
1667594336	Ладно.
673281826	Ох-х-х...
1448230480	Где... куда...
10992045	Я... не знаю...
2121228037	Нет... нет, нет...
740465494	Нет... я не вижу...
1446611754	Вот так, да?
1485504914	Получилось...
1127221292	Да, сделано...
804621213	Вот так...
984340080	Так... стой, не двигайся...
1950553671	И... взяли...
26967916	Ох... тяжелый...
1607426456	Тихо... спокойно...
1971720183	Так... почти...
2138560057	Еще чуть-чуть...
1391794461	...
1550720471	...
341174869	...
365298374	...
1144609140	Стоп... что... что это было?
1645313256	Гм... это было что-то странное...
1901539004	И как я тут оказался?..
1341750739	Какого... что произошло?
1136135404	Ладно, парни! Пора их выкурить!
1799631447	Они тут! Рассредоточиться!
401355362	Рассредоточиться! Нельзя их упустить!
593133914	Они от нас не уйдут! Обыскать каждый дюйм!
1653101090	Увидите их – стреляйте!
812377132	От нас не уйдешь! Все прочешем!
74588799	Мы найдем вас, гниды! Вперед, ребята!
2073429272	Они точно здесь! Обыскать каждый угол!
75846897	У нас тут гости. Надо их найти.
1283443165	Спрятаться решили, сволочи? Найти их!
39135260	Ищем-ищем! Нельзя их упустить.
1579302907	Они не могли далеко уйти.
882134543	Кто-нибудь что-нибудь нашел?
466432612	Твою мать! Не дайте им уйти!
1074900380	Да твою ж мать, куда они провалились?
513371011	Хорошо эти гады прячутся.
620632316	Хватит на сегодня сюрпризов!
957538516	Они уходят!
316892044	Вот ведь пронырливые ублюдки.
450744133	Выкурим их, и всего делов.
1332778121	Они где-то здесь. Продолжайте искать.
144645111	Нашедший забирает все их добро.
1113156163	Поздно. Они свалили. 
840959519	К черту все это. Они давно уже сбежали. 
1547269773	Они свалили. Сворачиваем поиски.
750913614	Расходимся, парни. Они свалили.
479563659	Да! Давай! Беги к мамочке!
1660227564	Только зря время потеряли. Возвращаемся, парни.
920806137	Сколько нам еще с этим возиться? У нас работы по горло!
1124187942	Отличная работа, парни. Я проставляюсь.
1993844566	Они не вернутся. Отличная работа.
1972001039	Чем могу помочь?
834211107	А ты милашка!
1160651570	У меня есть то, что тебе нужно, детка.
963485257	Да, я думаю, что смогу тебе помочь.
977482616	Ого, ну ничего ж себе!
333127086	Я тут весь день, сладкая.
341547783	Да-да, конечно. Все, что пожелаешь.
1481124691	Я весь внимание, солнышко.
883307261	Не вопрос, милочка.
2049489469	Да, я слушаю.
1988317996	У тебя чудесный голос.
1096629937	Да-да, я слушаю.
452035267	Как скажешь, сладкая.
2084498517	Я бы весь день с тобой проболтал.
575852001	Мы еще увидимся?
860507194	Я тут, если что.
1604843161	Ммм, гхм, ладно.
846976017	Ладно, ладно.
1495255661	Ты возвращайся, если что.
1972238024	Эй, так нечестно.
604888334	Сэр?
284585439	Я, сэр?
242359327	Да, босс?
2123821182	Вы мне, босс?
213826033	Разумеется, сэр.
1598565682	Ясно, босс.
1040563642	Так точно, сэр.
1352208559	Без проблем, босс.
1870806224	Конечно, босс.
1801055933	Благодарю вас, сэр!
1407790381	Я запомню ваши слова, сэр.
1054869496	Господи, ну и гад же он...
1990474233	Отлично!
948523370	О да, детка!
1469968571	Лечу за тобой, крошка.
772926689	Хе-хе-хе, веди меня!
324836796	Ах ты кобель!
864859900	Ну ни черта себе!
614453529	Везет ему, засранцу.
2054250135	Удачно поразвлечься.
1644646677	Мне пора возвращаться.
1945843199	Давай в следующий раз, ага?
1359411510	Черт! Надо вернуться.
154712837	Извини, сладкая, сейчас не могу.
738413713	Так. Надо выпить.
527928806	Сейчас бы покурить...
757634484	Черт, до чего я устал.
306356550	Все тихо.
1277737661	Все спокойно.
536676640	Ску-у-чно.
61720788	Еще пара часов, и все...
1478305081	Черт... чешется.
1407221276	Еще немного, и можно отдохнуть...
2111485179	Сапоги скоро развалятся.
1392841992	...
1651629711	...
1026664813	...
2140102476	...
1515569013	...
1722689439	...
2065248909	...
2126440032	...
1292242829	...
72400244	...
435320323	Ну, будем!
593596944	Ну что, до дна?
888893042	Ну, поехали!
1691268932	Ну, вздрогнули!
1371695669	Похоже, Фрэнк в хорошем настроении.
1480133751	Когда выдвигаемся?
1659550329	Какая же Толстуха Энн страшная.
390825701	Хочу в два раза больше денег.
2103400716	Ну и дыра...
1815827188	Не доверяю я этим местным...
1363298120	Интересно, каково это, быть богатым?
119344786	Наконец-то свадьба.
1806599659	Мэра убили! Бог ты мой!
1484886467	Убийца все еще на свободе.
2089664902	Ненавижу это чертов дождь.
757373183	...! Большое ранчо.
609384138	Я себе так яйца отморожу.
1202292134	Ну и холодрыга...
1229863144	Стою, скучаю...
968237693	Фрэнк психует. Как обычно.
2078215098	Жаркая была ночка.
1757570807	Понаехало народа...
1046993634	Уже третий улов за месяц.
260044012	А она ничего, мне нравится.
1844813644	Работа как работа.
1250326677	Мне тут нравится.
1672377304	Чертова мошкара.
1582474041	На болоте все тихо.
570557686	Льет как из ведра.
2042360926	Что-то здесь не так.
1530925514	Эти новенькие мне не нравятся.
1998337660	Проклятая жарища.
184791831	Просто жопа мира.
1458548270	Мы их найдем.
538629131	Ну и жарища.
1772219422	Двойная оплата, говорите...
2093659069	Да кому этот Фрэнк сдался.
