English	English
1132401272	Muitos homens DeVitt por aqui.
311342610	Não tente nada engraçado.
1637870540	Não é um lugar ruim para se defender.
967051176	O Ninho da Rainha. Eu serei amaldiçoado.
825337169	Bem a base de operações.
1986761098	Este negócio tem rodado já há um tempo.
1489543067	Então é isso que a companhia está fazendo.
567002511	Estamos saindo agora.
163795993	Só temos uma chance.
85488484	Não se distraia.
10084464	Não vou cair tão facilmente.
456084721	Chega. Nós estamos indo embora.
814916136	Que pena que a recompensa não vale nada.
1800335542	Nem todo o dia você derruba uma lenda.
1311002414	Tenho que aumentar minha reputação.
1628068474	Nós estamos bem fantasiados.
2023472952	Vou seguir o plano.
1149202878	Hmm, para onde?
1107333237	Vamos encontrar um bom local.
529271214	Tenho que esconder esse.
106322557	Meu braço está ficando cansado.
1713765855	Vamos seguir em frente.
654617766	Sinto cheiro de problemas.
141907643	A caminho.
1249216033	Hm, ok então.
2125029863	Entendido.
707508975	Isso não vai ser de graça.
479411224	Direto pelo inferno.
1742092790	Vamos ver.
223802413	Bem, tudo bem.
2082182042	Exatamente o que eu tinha em mente.
1122590453	Não há objeções aqui.
291711218	Eu tenho um pressentimento sobre isso.
730047840	Meus pensamentos exatamente.
513714958	Agradável e calmo.
810590143	Oh, claro.
490000932	Não há nenhum problema com isso.
986010538	Vamos dar um passeio.
945207376	Já passei por coisas piores.
1323104561	Tudo bem, eu seguirei.
651706682	Isso é apenas temporário.
1103702807	Vamos manter nossa distância.
121739491	Não fique no caminho.
2058370182	Eu posso lidar com isso, obrigado.
2055514305	Deixe-me cuidar disso.
709753764	Vamos ficar longe das luzes.
746914284	Você recebe o que você paga.
844567954	Um por um.
1657074579	Esse uísque tem meu nome nele.
915859311	Me lembra da guerra.
258071440	Você é o cliente.
1520486734	Como você diz.
1778803520	Indo com o plano.
821360987	Olho por olho.
867901267	Sou a favor de uma mudança de cenário.
420809811	Esta é a terra de ninguém.
796236413	Vamos fazê-los se arrepender de sua decisão.
1586465826	Você não pode confiar em ninguém aqui.
1772466000	Melhor tomar cuidado aqui.
2146434607	Depois disso, estamos quites.
1543920592	Ainda estou de olho em você.
507109845	Vamos direto ao ponto.
10096625	Melhor esse Wayne fazer a entrega.
1132022842	Não posso acreditar que ela me arrastou para isso.
627638010	Acho que nunca mais trabalharei para o DeVitt.
189930149	Não aprovo muito a escravidão.
495580398	Melhor não ficar para trás.
898476923	Siga o plano.
1875292781	Sem erros agora.
1742175302	Agora ou nunca.
474668885	Não estrague tudo.
312657351	Vamos fechar isso.
2050034621	Certo. Estou de bom humor.
635452075	Aqui vamos nós novamente.
767019106	Vamos dar uma chance a Cooper.
1868312053	Melhor seguir o plano.
2003507573	Entendido.
318065834	Indo para lá.
2091381647	Vamos deixar este aqui.
122322793	Fora da vista, fora da mente.
1063663712	Não posso dizer que gosto disso.
1322436086	Não é o plano mais pensado.
244920588	Isso terminará mal.
1350598312	Não gostei disso.
327982502	Implorar seu perdão?
53457678	Eu me oponho fortemente.
1625832902	Eu me recuso.
1115160473	Essa é uma péssima ideia.
1911831811	Não, por aqui não.
1997734296	O caminho está bloqueado.
1282408597	Há problemas lá dentro.
920220359	Isso seria estúpido.
1885169536	Muita companhia lá.
1368880829	Eu preciso de minhas ferramentas para isso.
1194508722	Fechado. Eu preciso das minhas ferramentas.
1621442666	Simples, se eu tivesse minhas ferramentas...
507965449	Isso precisa de um pouco mais de tempo.
611789502	Isso ainda não está pronto.
1739218102	Tudo a seu tempo.
743199918	Parece que eu acabei.
1466592899	Eu preciso reabastecer.
891806110	Se não houver, não há.
408832323	Tudo resolvido.
92278461	Assim como planejado.
1751314002	Não é um problema.
1505360830	Está feito.
523620941	Funcionou bem.
805450784	Por aqui tudo pronto.
1047783190	Vejo você no inferno.
136529701	Não leve para o lado pessoal.
1688540636	Eles foram embora.
1306489412	Comida para os abutres.
923714967	Você ficará fora por um tempo.
624315767	Não se preocupe, você vai viver.
815363028	Como o médico ordenou.
117057321	Funciona como um encanto.
1898338655	Pode ter que ajustar a fórmula.
450403292	Dizem que o sono é o melhor remédio.
1350167292	...!
1456445083	...! Mais trabalho para mais tarde!
952822456	...! Isso não parece bom!
676905047	...
549406239	Péssimo dia para morrer...
207838739	...!
106545912	...Filho da puta.
1182606899	...!
819539142	...!
406145121	...
120408397	...
15031501	...Hrm, amadores.
1453264637	...Vou me lembrar disso.
772328580	...Isso não foi profissional.
2009660243	Isso é uma piada?
1092982320	Ei agora!
1875591724	Estou perdendo minha paciência.
598753243	Não posso me distrair.
1437028776	Estou ouvindo alguma coisa?
461267854	É melhor não ser ela.
806810347	Não. Ridículo.
2003459976	Algo está estranho aqui.
1982425537	O que você espera?
983001212	Não pode me enganar.
141185570	As coisas realmente foram ladeiras abaixo.
738896807	Eu não gosto de onde isso vai dar.
823429653	Talvez seja hora de sair.
1238361446	Por que estou fazendo isto?
1508683628	É pelo dinheiro. Sempre.
1594207477	Certo. Profissionalismo acima de tudo.
1896414020	Nunca dependa dos outros.
328338569	Sempre trabalhe sozinho.
1858737381	Não vou cometer esse erro novamente.
963134407	Bom estar de volta.
2022306601	Ela sentiu minha falta?
1415843763	Nunca deixe as coisas inacabadas.
1609768915	...
62629112	Vamos lá.
233187299	Vamos tirar você do caminho.
1604296276	...
895286241	Aqui está um bom lugar.
185995499	Não parece ruim.
1384002767	É melhor você ficar parado.
665558363	Isso levará apenas um momento.
683175743	Nem um pio.
336388820	...!
1334728580	...!
60835322	...!
1324968877	...
1744069298	...
1056104706	...
321329449	Quem precisa de um tiro?
1315433550	Funciona muito rápido.
795221390	Você não sentirá nada.
948065023	...
327437081	...
1860530707	...
425573700	Isso pode demorar um pouco.
1138668010	Matar seria mais rápido.
1468453713	Ok, isso não vai acabar mal.
517304576	Sua consciência permanecerá limpa.
997332774	...
1531700548	...
528822207	...
1181178230	O gás é perfeitamente seguro.
420955164	Manuseie com cuidado.
653451977	Eu não tenho muitos desses.
460494900	É tudo ou nada.
792650785	Prenda a respiração.
1712864396	Cuidado...
2011469625	Eu tenho alguns truques aqui.
1000381761	Preparado e pronto.
1259373220	Isso me salvou dezenas de vezes.
1270503732	Vamos jogar fora a atração.
1646349267	É como pescar.
1647521821	Quem quer dar uma olhada?
778535529	Como uma mariposa para a chama.
1384617644	Lá vem eles.
1978687089	Anzol, linha e chumbo.
1709662791	He, he, he.
702441525	Isso lhes ensinará uma lição.
2081980491	Deveria ter mantido suas mãos para si mesmo.
1640579543	Funciona como um encanto.
533085221	Preciso buscar minha bolsa primeiro.
1689184405	Eu deixei lá.
323340786	É melhor recuperá-lo imediatamente.
1686165360	Deixe comigo.
1875895356	Tudo em ordem.
1498963882	Nada danificado.
1071922293	Nem mesmo um desafio.
602240561	Vamos cuidar disso...
724516068	Isso só vai levar um tempo.
1405857102	Isso fará bem.
24527301	Aqui vamos nós.
1604046453	Isso eu guardo, obrigado.
1126857593	Eu tenho o que eu preciso.
146560611	Receio estar no limite.
161153333	Deixe alguns para mais tarde.
381127465	Minha especialidade.
490100847	Oh, não sentirei falta.
107939255	Mãos firmes.
1112657547	Menos um para se preocupar.
842366710	Nem faz ideia do que o matou.
1631360743	Na mosca.
871683120	Falta um. Melhor fazer valer a pena.
2079511031	Eu tenho mais um.
1978961438	Estou sem balas.
1201010609	Esse foi o último tiro.
629094946	Alguém precisa de um médico?
1046348731	Quem está sangrando?
744354088	Cortes? Fraturas? Ferimentos por bala?
603792009	Deixe-me cuidar disso.
1890086166	Só precisa desinfetar.
251152333	Pronto, remendado.
727066523	Nada mais simples que isso.
782222009	Primeira coisa que aprendi na guerra.
1183154629	Me dê um momento.
2144476267	Santo inferno!
1810706907	Muito forte...
2047068224	Filho da puta...
1050098493	Um narcótico natural, não é?
1303092552	Essas coisas são demais para você.
1668977822	Vou pegar uma, obrigado.
389425039	O pavio está aceso.
166892975	Acendendo o pavio.
1772065126	Vamos fazer isso rápido.
1768525774	Soará bem alto.
862239024	Melhor se esconder.
2094870572	Preparem-se.
427448288	Você nunca tem o suficiente.
171414401	Eu já seguro isso.
400939964	Direto ao banco.
675306451	Não desperdice.
1249911229	Atração diferente, mesma presa.
652662622	Vamos mudar as táticas.
1569869202	Eu não gosto de deixar isso de lado.
300306984	Temos fogo.
1417903217	Queima muito bem.
467872619	Aqui vamos nós.
1411486888	Está prestes a esquentar.
302668280	Luzes apagadas.
652052523	Não pode ter fogo aqui.
1457420380	Gnh... Eu deixei cair.
1622118443	Merda. Eu deixei cair.
1264814354	Certo, onde eu estava...
931083611	Como eu estava dizendo.
401522522	De volta ao assunto em questão.
1858549859	Tudo bem, hora de fazer inventário.
221990714	Vamos ver o que nos resta aqui...
1378548511	Água de cicuta produz convulsões até insuficiência respiratória. Uma maravilha.
826734633	Beladona, um clássico desde a Roma antiga.
282245438	Cobra branca. Doloroso, lento e constante.
584594638	Oleandro. Primeiro seu coração dispara, depois diminui a velocidade e depois para.
965829499	A ervilha do rosário. Uma dose pequena é suficiente...
171706901	A propósito, eu sou o único homem vivo que pode conhecer o conteúdo desta bolsa.
1230028845	Então... com quem você vai ficar, amigo?
1789870355	Quando você quiser.
1706662279	Bem excitante.
524890511	Não se preocupe comigo.
88413609	Vamos continuar, sim?
268180849	Temos que esperar para sempre?
1247780825	Ok, vamos indo.
1219250903	Não é má ideia.
2123319470	Eu sou todo ouvidos, querida.
315687347	O show continua.
2072921681	Quando você quiser, querida.
1383381796	Essas delícias violentas...
963953661	O que posso fazer para você?
1858280251	Chega de conversa fiada.
1189424122	Sou todo ouvidos.
1156004235	Vamos colocá-lo em apuros!
997793787	Este é o público que eu gosto.
1805510014	Tudo tranquilo por enquanto.
15802788	Vai, vai, que foto!
336959792	Vamos nos comportar, por enquanto.
764824042	Ainda não há problemas.
1601512113	A calma antes da tempestade.
1155245369	Pelo menos o vestido é bonito.
1182695174	Tenho que fazer uma visita ao escritório.
1343011846	Vou pegar a escritura e sair.
1451782882	Oh meu. Tudo isso para mim?
1890406092	Kate Higgins? Acho que não.
1082223844	Chutamos o ninho de vespas.
1299458567	Tenho que avisar meu tio.
1481153901	Até que a morte nos separe.
1072916069	Tudo isso para flores e champanhe.
1222769325	Chegou a hora de sairmos.
874441010	Não terminamos aqui.
365062992	Vamos mostrar a companhia DeVitt.
2114168605	Se esse maldito trem nunca chegasse...
208234677	Deveria ter se transformado em algo mais quente.
318068535	Sua ajuda é bem-vinda.
529234431	Está frio aqui em cima.
21936162	Até aqui e nada além.
971948112	Vamos acabar com isso.
914844976	A raiz de todos os nossos problemas.
2057047496	Ugh... Sim, eu estou aqui.
1729439451	Ugh... Não é tão alto.
2031986289	É tudo um borrão.
1775339868	Que pena, minha cabeça.
1448751618	O que havia nessa garrafa?
1977763561	O que eles querem conosco.
1531541859	Costumes duros que eles têm aqui.
635430846	Não é exatamente um comitê de boas-vindas.
1569495315	Não gosto muito da hospitalidade aqui.
1210639349	Isso é absolutamente bárbaro.
1903070920	Deveríamos ensinar a esses caras algumas maneiras.
54106666	Temos tempo para um passeio?
1853543106	Que pena que estamos aqui a negócios.
966809227	Nova Orleans. Assim como as histórias da minha mãe.
1156428242	Eu já amo esse lugar.
1513200660	Esta chuva... Me lembra de casa.
461790017	Temos um compromisso com o Frank.
30484666	Não há meio caminho para a Companhia DeVitt.
1061901531	Vamos procurar uma chance de escapar.
1747135662	Desta vez, agitamos a colmeia.
1654554408	Você realmente quer fazer isso?
1569558662	Apenas... não, tudo bem?
1034169539	Eu quero sair.
343043161	Esta não é uma discussão.
508980979	Podemos ir?
512540043	Não estou com disposição para conversar.
1522725160	No meio do nada.
1540876363	Sinto falta do Colorado.
530657547	Eu só quero ir para casa.
332021568	Eu mataria por um banho quente.
1721307972	Olhe para este despejo.
532392291	É escaldante.
271880329	Vamos, Sr. Cooper.
477595034	Esta mansão é outra coisa.
1516341980	Não vamos deixar nosso anfitrião esperando.
1872820677	DeVitt tem bom gosto, eu digo isso a ele.
1458677229	Sinto que somos esperados.
843192870	Seguirei sua liderança, John.
507827922	Vamos terminar isso juntos.
61986203	Este lugar tem um certo charme.
1045937198	Sim, para onde?
1786105161	Não vou segurar isso o dia todo.
917967702	Onde você os quer?
2104279513	Uh huh... Para onde?
771759895	Não é possível segurar isso o dia todo.
182913030	Venha agora... Para onde?
735059417	Rapidamente... Minha cabeça está girando.
1652511642	Ugh... acho que vou ficar doente.
358989489	Isso é realmente pesado...
620512497	Maldito calor...
1587355319	... Sim?
354237353	Bem, isso é um fracasso.
229842641	Não há muito que eu possa fazer.
407972274	Tudo bem, Kate. Pensar.
2045930230	Porra. Eu tenho que sair.
738078998	Feito em um segundo.
977718653	Encantador.
1851590714	Eu vou chegar lá.
1923201489	Deixe comigo.
1937383604	Só um momento.
927052031	Esteja lá em um segundo.
835132948	Gosto do que estou ouvindo.
1385610568	Não parece muito difícil.
1481481790	Tudo ou nada.
1232449434	Brincadeira de criança.
1786948368	Fácil como torta.
72285543	Sim, sim.
1685827545	Até as cortinas caírem.
1550537889	Até o fim do mundo.
1019434027	Vamos dar uma olhada.
864653061	Sinto um plano chegando.
486486846	Vamos dar uma olhada ao redor.
690771917	Oh, isso vai ser divertido.
1213147799	Não há necessidade de se esconder aqui.
2056917337	Livre como um pássaro.
846219655	Oh, olha isso!
138673515	O que há por lá?
1387730204	Oh, isso vai ser divertido.
1246083113	O prazer é meu.
1670670330	Sejamos discretos.
448905550	Claro, sim.
392538742	Vamos torcer para que eles não notem.
473128901	Aí vem a noiva em fuga.
1487172680	Eu me oponho a essa união.
1320575169	Rápido, antes de ele voltar.
695357504	Não se importe comigo.
753557832	Dê à noiva seu espaço.
1865467636	Sugiro que nos movamos.
2029317063	Estágio de saída à esquerda.
1737868768	Já tive o suficiente de casamentos.
1863119789	Vamos sair em silêncio.
1236909571	Eu desejo boa viagem.
1125565533	Vamos deixar essa bagunça da festa.
1382403595	Isso ainda não acabou.
704377224	Isto é para o tio Ian.
1624123869	Eles não vão me parar.
1179320911	Vou resolver isso do meu jeito.
147496177	Somos nós contra o mundo.
197855356	É aqui que conta.
1740505865	Estou chegando lá.
291055982	Mantenha tudo junto, Katey.
1813541356	Esteja certo com você.
1971686413	Tudo bem, me dê um momento.
1472391659	Não se preocupe, eu estou voltando.
9638538	Eu não gosto de jaulas.
228490985	Vamos virar a mesa.
113676065	Essas pessoas estão aprendendo uma lição.
660726503	Eles mexeram com a garota errada!
557558137	Eles estão prontos para um acerto de contas!
376780566	Você acha que eles podem nadar?
1343138774	Fechado para negócios.
2147421968	Onde seu amigo poderia estar?
1882212706	Eu me sinto como um detetive.
1265696742	Prossiga com a investigação.
1707205628	Olhos e ouvidos abertos.
1229471021	Próxima parada, Pier 9.
1728849205	Ele não tem chance.
948972877	Estou de volta, Cooper.
386026856	Não sejamos muito apressados.
2126872838	Vamos levá-lo juntos.
1003485380	Se eu devo...
398890799	Pela primeira vez...
1466311525	Chega disso.
1987657234	Não me empurre.
1844302886	Ugh, vamos embora.
84275103	Vamos continuar.
1109549760	Não pode ser ajudado... 
1700132170	De jeito nenhum...
881975632	Tudo bem...
1165586264	Tenho que seguir em frente.
1182038495	Meu meu meu.
1318065378	Vamos aproveitar um pouco isso.
1315819429	O grande palco aguarda.
779994429	Vamos trabalhar nossos encantos.
1291065634	Damas primeiro.
2142301115	Não vamos deixar Frank esperando.
1391925987	A caça está iniciada.
402342032	Permita-me, Cooper.
2074946168	Deixe comigo, Cooper.
1623166882	Próximo.
496270384	Tão rápido quanto possível...
1325023632	Vou chegar lá de alguma forma...
2110748125	Você entendeu, Katey...
798372414	Grande cliente...
1885273166	Ugh, tudo bem...
466958999	Eu vou gerenciar...
1097499526	Eu posso lidar com isso...
1107343615	Mente ajudando aqui...
1377988221	Você pode fazer isso, Katey...
1964511647	Claro.
1723954028	Tudo bem...
1563554498	Mhm... 
733202538	Vamos lá... 
2085273548	Eu não gosto disso.
242197412	Isso terminará em sangue.
1593282978	Um pouco otimista, talvez.
167370488	Eu posso tentar...
2094519254	Vamos torcer para que ele também esteja de ressaca.
921800830	Minha cabeça diz que não, mas tudo bem...
1710477248	Esta é uma má ideia.
2037708763	Vai acabar mal.
1010221245	Peço perdão?
432992996	Devo recusar.
879538203	Na verdade, não.
2090250482	Isso não vai funcionar.
1955584394	Não vejo como.
1508144170	É impossível.
2079597850	Fora de questão.
707482112	Para o inferno com isso.
1425364315	Não dá, querida.
1641557646	Isso não vai acontecer.
340475843	Isso não vai funcionar.
1148573691	Não, obrigado.
1390804503	Vamos tentar outra coisa.
679257712	Desculpe... não.
1827738306	Minha cabeça ainda está um pouco nebulosa.
1508247996	Acho que não posso gerenciar isso agora.
1485944239	Acho que não.
1865569410	De jeito nenhum.
986703905	Não é assim, não.
1850790560	Talvez haja um atalho?
57499880	Uh.. Eu não gosto de desvios...
215288243	Ugh... acho que o caminho está bloqueado.
1318555555	Estou vendo errado ou esse caminho está bloqueado?
1302862243	Não é possível fazer isso.
1031975555	Não é possível passar por lá.
568432083	Isso parece suicídio.
169385146	Muitas companhias lá.
546607681	Nós nos ferraríamos.
2022799657	Nós dois sabemos como isso vai acabar, então não.
1808611176	Prefiro respirar um pouco de ar fresco agora.
1461819240	Eu não gosto de companhia no momento.
958568663	Há alguém dentro.
638190424	Claro que não há segurança lá.
2015078312	Está bloqueado.
2072014933	Não será aberto.
1252042839	Não. Está bloqueado.
989858365	Está bloqueado.
1617931077	Não será aberto.
15011755	Não. Está bloqueado.
688296262	Bloqueado.
1132645307	Não abre.
824250684	Não, preciso de mais tempo.
1207383684	Paciência.
814126024	Quase pronto.
959431809	Dá um tempo...
766350873	Desculpe, preciso recuperar o fôlego...
1225353397	Paciência.
1759891032	Tenho que esperar.
1048506751	Merda, estou fora.
1078935375	Parece que estou fora.
754217181	Não tenho o que preciso.
402017396	Sem munição. Ótimo.
163783771	Estou fora. Merda.
1633915536	E agora?
1411920319	O que fazemos a seguir?
549161645	Até agora tudo bem.
627338091	Tudo bem, e agora?
643025851	Funciona bem.
572999759	Tudo pronto.
612972696	Tome conta.
1513135500	Sem problemas.
380083472	Está vendo? Tudo bem.
1133981523	Funciona como um encanto.
414721411	Feito e pronto.
1231705115	Isso deve funcionar.
1858120476	Adorável.
769673332	Isso foi melhor do que o esperado.
30463569	Estou no caminho da recuperação.
2146981015	Isso terá que fazer.
679642602	Vai ter que fazer.
1911693808	Este melhor trabalho.
395130537	Então? Qual o próximo?
985439663	Desculpe por isso.
651681702	Tinha que fazer isso.
173686364	Deveria saber melhor.
1456024441	A violência acaba mesmo.
977304608	Realmente trágico.
1017245000	Peço desculpas.
849475662	Oh. Foi mal.
517414912	Isso acabou mal.
523833572	Vamos fingir que nunca aconteceu.
850853633	Está feito.
2120561687	Vamos seguir em frente.
1371345850	Sem ressentimentos.
2052102857	Tire as mãos da moça.
1275906933	Vá dormir.
1260918108	Você precisa de um pouco de descanso.
2116376549	Ele nunca fica velho.
65844907	Isso deve nocautear por um tempo.
1861981220	Acho que você deveria se deitar.
1774449643	Bons sonhos.
1395785862	Desculpe. Meio que precisava.
1112937803	Ainda tenho meu objetivo, pelo menos.
1034167158	Ufa. Peguei eles.
1809840886	Malditos bandidos da companhia.
195100532	Pelo menos isso ainda funciona.
310277554	Há sempre mais.
1564345485	...!
147460512	...!...Que rude!
2014272518	...!... Não foi assim que eu imaginei.
391155267	...
1638672413	...!
1917055251	...!
930397428	...!
1052270846	...!
1919483398	...
1690941373	...
991378434	... Cuidado com isso.
1667136463	... Que rude.
1306860800	... Isso é um golpe baixo de você.
1906678411	... Se importa de ter mais cuidado?
1200035356	... Isso não ajudou na minha enxaqueca.
1408873436	... Isso não é engraçado!
362744205	... Droga.
744569691	Ah! Ei!
673792462	Qual é a grande ideia?
2131119447	Isso é realmente necessário?
1030618357	Sentimento curioso.
1689531370	Alguém está assistindo.
148219412	É ela?
674560741	Não faço ideia, querida.
776871806	Quem é ela?
1918910746	Algo está errado com ela.
601932199	Ela tem um segredo.
1844246658	Onde você foi?
1395122012	Eu vou te encontrar um dia.
1585686563	Voltaremos aqui juntos.
849946144	Como ele pôde?
1793419407	Eu estava errado.
187192282	Eu tenho que chegar em casa.
258283	Olhe para ele...
1149227829	Faz você esquecer.
14310999	Gostei.
1994092423	Grande final.
2110023124	Todos juntos.
1852015232	Para John.
185961049	Venha aqui...
1198038863	Fácil agora...
2090504760	Tudo bem então...
1938421956	Oh, minhas costas...
890696360	Levante com os joelhos...
1686477158	Venha aqui...
194213337	...!
76708393	Tudo bem...
1796816101	Lá vamos nós...
1659157242	Concluído...
1426623472	Ufa...
1682967462	Lá vamos nós... Hah...
193931416	Concluído... Ok...
420660211	Ufa... Ainda bem que acabou...
828947015	...!
1317680175	Há...
449063833	Fique parado agora.
1433016217	É melhor você ficar quieto.
1174254397	Agradável e apertado.
1885291362	Vamos torcer para que isso ocorra...
165933546	Pelo menos você pode se deitar...
1443058351	Fica aqui.
717847113	Para o próximo.
1761715981	...!
991499024	...!
269029606	...!
1356702144	...!
201595858	...!
805283612	...!
2120483652	...
339127543	...
1077681253	...
1023814695	...
1138947851	...
712408993	...
389191739	Eu sei onde atingir.
427099378	Eu tenho uma boa mira.
1664261576	Vamos colocá-los no chão.
2095840530	Desculpe antecipadamente, querida.
1451964675	Bem onde conta.
703606557	Aperte o cinto.
273430395	Eu ainda tenho uma boa mira.
475937262	Hmm, exatamente onde conta.
1151252821	Fora do meu caminho.
1878605436	O outro!
1916783235	...!
2116645565	...!
1964411996	...!
950257491	Vou fazê-los espirrar.
102466052	Temos que ser rápidos.
1190545045	Na minha marca.
1913501032	Pronto e pronto.
58030253	Vamos cegá-los por um segundo.
1315031385	Não se preocupe, é inofensivo.
223504785	Apenas um espirro inofensivo.
461128408	Este é o meu tipo de feitiço.
948423270	Ainda os tenho.
1506980286	Vamos ver o meu objetivo.
2114110731	Ainda tenho frascos.
1820308513	Esteja pronto.
189626911	Não demore agora.
1641559203	Boa viagem.
608647102	Abençoe você.
363350903	Saúde.
1153277522	Atenciosamente.
1018570693	Experimente.
1911555171	Surpresa.
130428194	Pegue um.
705266985	Cheire isso.
365383026	Vá em frente.
2046173492	Na minha marca.
1037675618	Espero que aconteça.
1800517617	Parece bom.
39605622	Penso que funciona.
106918267	Vamos mudar!
1002860428	Agora é a hora.
1297469761	Vá!
443839895	Mudança de roupa.
1473999380	Vamos colocar isso.
14549471	Só um minuto.
2015558571	Vamos mudar de roupa.
1047003835	Basta virar por um minuto.
1091247046	Alguma privacidade, por favor.
1957341210	Eu poderia usar uma muda de roupa...
324330084	Olhos longe da senhora, entendeu?
951399271	Não espie.
1595108438	Você conhece a broca.
832262810	Eu acho que combina comigo.
1666296008	Como estou?
473048294	Pronto para entrar com tudo.
1223758613	Serve como uma luva.
1319296243	Ao seu serviço.
1638406639	Nada mal, você não acha?
576486056	Pronto para minha entrada.
132539708	Por favor, diga-me que eu pareço convincente.
143713189	Ah, isso é melhor.
1541462001	Aqui vamos nós de novo.
598923841	Mais uma vez... 
442746241	É melhor encontrar algumas roupas primeiro.
1114639394	Posso perguntar com o que?
1966880744	Eu deveria procurar um disfarce.
1016397194	Me traga algo novo. Eu estou em tudo.
820820370	Oh sim... Vamos encontrar um disfarce.
1691910552	Eu só tenho um conjunto de roupas.
1010657167	Preciso de um disfarce primeiro.
66991382	Isso será bom.
739092153	Amei a cor.
1652858069	Eu posso trabalhar com isso.
554143011	É tudo que eu preciso.
158179416	Isso é perfeito.
1027987776	Não é muito surrado.
180468776	Parece o ajuste perfeito.
312759435	Quase minhas cores.
1765608411	Sim, isso serve.
1328000473	Coisa atrevida.
204105715	Tem que funcionar.
305564457	Vamos deslumbrá-los.
70898988	Ei bancarei a encantadora.
791004134	Vou trabalhar meus encantos.
1152256895	Todos os olhos em mim.
761927444	Hora da minha entrada.
1982189293	Tudo bem... Olhos em mim.
1687911845	Vou dar o meu melhor.
1963125653	Espero me lembrar das minhas falas.
1421936764	Eu adivinhei.
1548183629	Minha especialidade.
1801616422	Ei querida...
1334074799	Fiquei me perguntando...
1543296166	Olá, bonito...
1985225836	Deixe-me perguntar uma coisa...
679393532	Meu, você não é bonito...
1961722208	Você tem um minuto?
1587857238	Uhm, oi querida.
325937203	Hrm... Você tem um minuto?
126791588	Ei... Ei, bonitão.
1370530946	Deixe-me... deixe-me perguntar-lhe...
987114540	Você tem um minuto... ou três?
1829461259	Tudo bem, eu tenho uma pergunta...
470359422	Ei, você!
216961466	Eu tenho uma pergunta para você.
1200344626	Ei. Estou olhando pra você.
1631059046	Você. Sim você.
1088628230	Você tem cérebro suficiente para falar?
1321922364	O que você acha...
402309028	Talvez pudéssemos...
2060657383	Cara bonito como você...
1830809169	Você está me dando ideias...
1476482307	Você tem planos agora?
576581618	Veja o que você gostaria?
1950379146	Há mais de onde isso veio.
880002684	Isso não é nada, querida...
271587996	Se importa se eu me apoiar um pouco em você?
1929328415	Não... Não se preocupe, eu estou bem...
986936502	Eu não pareço cansado, não é?
2071385736	Desculpe, querida. Noite difícil.
732043912	Então... Como está o seu dia?
1089942960	Vamos simplificar.
832466236	E outra coisa.
892417888	Você não vai fugir tão fácil.
648944505	Não terminei com você.
788277731	Eu sei o que você está pensando.
123778068	Vejo você por aí, querida.
1314560198	Tchauzinho por enquanto.
1266898621	Prazer em falar com você.
1984119015	Até mais tarde, querida.
540417029	Vamos fazer isso novamente algum dia.
2054638517	Tenha um bom dia, bonitão.
1900077739	Uhm, eu tenho que ir.
1805762260	Uh, sim. Mais tarde querida.
1193551908	Certo... Desculpe, querida.
1604322273	Isso é tudo por enquanto.
308272455	Terminamos aqui.
879817673	Tenho coisas melhores para fazer.
1995117937	Que rude.
19993541	Vergonha.
778388991	Troque-se.
2053637367	Isso não funcionou.
1899824715	Vale a pena tentar.
2074287388	Ugh... Que rude.
552665933	Tudo bem... Troque-se.
859789431	Porra.
160715481	Bem, isso não funcionou.
480058997	Vou mandá-los do seu jeito.
1505379178	Eu sei o que estou fazendo.
1419350935	Bem, vamos atraí-los.
1769684326	Assista e aprenda.
794024044	Vamos dar um show a eles.
1375464611	Basta dar uma olhada.
1628697933	Em volta do meu dedo mindinho.
1576611824	Vou enganá-los, não há problema.
1097583231	Basta apenas dar uma olhada.
1290667270	Eu sou o melhor.
1787044113	Eu vou enganá-los, não há problema.
1146276303	Os homens são todos iguais.
1992257842	Estou ficando cansado dessa parte.
227699788	Vamos acabar logo com isso.
28435139	Por que não vamos a algum lugar privado...
1745738872	Siga-me, querida...
127331203	Por que você não me traz para o meu quarto...
873146459	Desta forma, querida...
937081373	Fique perto de mim...
215443913	Vamos lá. Eu conheço um lugar...
1081853101	Apenas você e eu, bonitão...
685622088	Não perca a chance, querida...
977642088	Por que você não vem um pouco?
2138465537	Desta forma... eu acho.
2098161898	Hmm, vamos encontrar um lugar tranquilo.
307252194	Por que não... vamos lá?
1412980485	Você gosta disso? Venha comigo.
1427299912	Não nos faça esperar.
571595576	É melhor você ficar perto.
296760591	Eu aceito, obrigado.
1445953918	Não se importe se eu fizer.
962576577	Isso deve ser útil.
1811215141	Hmm. Isso é útil.
1952591630	Mhm, eu atendo.
1140395947	Entendi. Vamos lá.
2075913982	Vou precisar disso.
1758561620	Já chega, obrigado.
1773814938	Tenho tudo o que posso carregar por enquanto.
1054888099	Eu não sou um depósito de munição.
317785065	Estou cheio.
2130261075	Não posso carregar mais.
583058565	Último recurso.
1051398071	Melhor fazer isso contar.
1230429540	Elegante e discreto.
81751853	Fácil de esconder.
146878302	Tudo bem, plano B.
2125952053	Fins violentos.
1611091643	Eu não sentirei falta.
252225449	Eu entendi.
750573089	Fora do caminho.
1303166160	Último tiro.
1308464588	Estou quase fora.
660048249	Estou sem munição.
1745787008	Último.
2007805245	Quase fora.
1790233368	É isso aí. O show acabou.
