English	英語
2114955412	どうなったんだ？
747483830	水しぶきを立てて、それっきり戻ってこなかった。血どころか、何も残らなかったって。
2087442948	妙だな。アールは泳ぎが上手かったのに。
305838969	きっとあれだよ、沼地の魔女にさらわれたんだよ。
445767501	バトンルージュに現れた奴らみたいな？
371577210	そうそう。奴ら人間を狙ってるんだ。何か邪悪な企みのために人さらいをしてるんだよ。
476853523	俺はただじゃ捕まらねえぞ！
1615479233	楽勝楽勝。
660148769	へへ、入ったぜ。
1543987577	ええ、他に誰もいないわね。つまり、あたしたちが一番乗り。
238910278	それとも、あいつらホントに迷子になったか。
1230300097	ようやく着いた。
1596514092	よし、入れたな。
1341400201	私たちが一番乗りのようだな。
1216673648	あいつら、面倒事にでも巻き込まれたか？
1053210360	来たぞ。
255975754	ハッ、あいつらだ。
1144857004	あら、おそろいね。
1547221140	これはこれは。
1306748513	何をそんなにかかっていたの？
554557884	まだ外にいたの？
1079425902	レースをした覚えはないぞ。
857683934	ええ、寂しかったわよ、ドック。
1866457909	ずいぶんとゆっくりしていたようだな。
256514254	君たち二人はまだ外にいたのか？
1477069799	すみませんね。あたしたちは険しい道を通って来たの！
210017879	ああ、さぞ短い道だったのだろうな。
118707927	ずいぶんと大勢を檻に閉じ込めてるな。
1500034521	で、お前の仲間が見つかるまで檻を開けくんだな？
265717227	檻がある。ピッキング道具のスペアを持ってきておいて正解だったな。
476624086	ウェインはこの檻のどれかにいるはずよ。全部調べてみるしかないわね。
1884905362	おいおい、なんだよ、ビビってんのか？ それでいいんだ。
1371063274	つるはしを振ったことはあるか？ まあ、すぐに慣れるぜ。
1826335791	心配すんな。これから自分の力を試す機会は山ほどあるぜ。
415611479	北西に送られるかもな。橋の修理が必要だって聞いたぜ。
475557256	デヴィット・カンパニーにようこそ、紳士淑女の皆さん、ヘヘ。
2063499326	ありがとう、旅の人。
1251041711	ああ、ここにウェインという名の男はいるか？
1494454137	いや、いないと思う。
1405948237	それならいい。
1676285114	安全になるまで待っていろ。それから、沼地まで走って逃げろ。
781402605	あなたは天からの使いに違いないわ。
318311583	それはどうか。ここにウェインと名乗る者はいるか？
304756772	ウェイン？ 心当たりがないわ。
400518916	だろうな。
1452111030	ここで待て。安全になってから立ち去るのがいい。
1196846099	おや、珍客到来というところか。旅の人よ、私はウェイン執行官だ。
1192149446	呪術師の女が君を探している。
160627544	待て、「執行官」と言ったか？！
1119181442	ああ、言った。さあ、ここから出よう。
1677647722	まだ運が残っているといいわね、執行官。私たちは安全になるまで待ってから逃げるわ。
23696602	イザベル！
537540583	ウェイン！ まるで猫の餌みたいにボロボロね！
1653558980	君なら私を見捨てないと信じていた。さあ、ここから出よう。
1045505533	ふふ、了解よ。
421858296	これで最後だ。
1234617061	よくやってくれた。彼らはずっと君のことを忘れないだろう。
553760005	大してうれしくもないが。
1884614326	足手まといになってすまない。銃さえ持っていれば。
414793650	ついてこられるなら、それだけで結構だ。
1556384979	今すぐ必要でないなら、そのバントラインを貸してもらえないか？
1837007047	私が銃弾を頭に受けたら、これは譲ろう。そうならない限り、私のものだ。
2015781415	リバークイーン号。全盛期はさぞかし美しかったんだろうな。
1387989918	きれいな蒸気船だな。なんでこんなとこに足止めされてんだ？
422182605	ここがクイーンズ・ネストというなら、さしずめこの船は女王だな。
1550681455	リバークイーン号、へえ？
2054753324	古い木材がいっぱいね。オイルを少々と、火のついた上等な松明さえあれば...
1264776285	同意見だ。このあばずれを地獄に送ってやるとしよう。
1297900288	...！
388686307	オイルはこれで十分だぜ。
1234981256	よし。さあ、お次は火を確保しましょう。
391215177	いい勢いだ！
14184608	名付けてルイジアナバーベキューだな。
1947094530	あの炎はしばらく収まらないだろう。
334527012	正義はなされたわ。
1097581157	この老いぼれの心にも暖かいものを感じるよ。
1848331215	さあ、後はウェインを助けるだけよ。
2029422069	なんてこった！ クイーンに火がついてる！
879665245	クイーンが燃えてるよ！
1691191266	水を持ってこい、くそったれが！
1651797763	どこに水があるんだ？
984070505	ここは沼地だよ、このマヌケ！
1952535104	早くしろ！
1146180855	ここは片付いたわね。ボートをいただきましょう。
40099435	ここから脱出しよう。
1013386272	私はすぐ後についていこう。
1177725420	...待てよ... あの匂い。
861634660	あのウィスキーだ！ 何年ぶりかね...
1660271882	マガル・ウィスキーだ！ よっしゃ、ヘクター様がもらったぜ。
196742734	うーん...
549644638	樽を置き去りにしなきゃならねえなんて残念だぜ。
1223509762	みんな逃げおおせたみたいね。
1084459754	へっ、ありゃいい燃えっぷりだぜ。
1866910761	ようやくここを破壊してくれる者が現れたか。あのクズどもは地獄で焼かれるのが相応しい。
1886773831	街へ戻ろう。今日はもう沼地は飽き飽きだ。
1800566241	そうだな。ニューオーリンズへ戻ろう。
503426413	ウェインを見つける
672030005	ウェインは檻の一つに閉じ込められている。マッコイで鍵をこじ開けて、彼を見つけよう。
996230318	檻A
1377345476	この中でウェインを探す
1681441679	檻B
1448160974	この中でウェインを探す
880926010	檻C
910307213	この中でウェインを探す
1767642942	クイーンに火をつける
1711852069	リバークイーン号は基地の中心部として使われている元蒸気船だ。燃やし尽くそう。
1869799317	オイル樽を割る
1699007547	ヘクターの斧でオイル樽を割って開けよう。
436269072	松明をつかむ
313231754	オイルを撒いてから、かがり火から松明をつかみ火をつけよう。
166841736	脱出する
1604341002	ウェインと仲間たちをボートに乗せて脱出しよう。
538080267	鍵を取る
909577338	警備兵から鍵を取ろう。
1113321471	怒りんぼを出してやる
1778748410	怒りんぼは檻に入れられているようだ。出してやろう。
837906021	馬に乗せる
297038480	怒りんぼを馬に乗せて逃がしてやろう。
383490229	トロッター
1645958402	名前：トミー・ザ・マスタング。趣味：人間を蹴って小銭を稼ぐこと
611707295	メア
960993201	名前：アラビアン・ベン。一日に二回ヨガをする。極めて健康。
1378508936	松明とオイル
361164267	かがり火から松明を拾い上げて持ち運ぶことができる。オイルが撒かれたエリアに投げれば点火することが可能。
216101306	ウェイン
1976141749	ウェインを見つけた。死なないように守ろう。
325248477	ペットたち！うちのご主人がマズいことになったみたい。助けてあげようよ。
905645659	まずは鍵が必要だね。護衛をやっつけて奪うよ。それから怒りんぼの檻を開けてあげるの。
2087849535	怒りんぼはお腹が空いて弱ってるみたい。自分の力じゃたいしたことはできなそう。
43397628	トロッターとメアが外で待機してる。
1466265946	怒りんぼを馬に乗せて逃がすんだ。
788724665	どうも、ここの状況は悪化し続けてるみたいだな
787748742	バイユーで派手にキャンプファイアを焚いちゃったから、これも驚くことじゃないわ
2020914219	フランクに俺たちが来ることを知られちまった
144105785	君...
734548261	今、奴を追うのはあまり賢明な考えとは思えないな
1204234648	お言葉だが、執行官、あんたには関係のない話だ
1035161825	状況が落ち着くまで待ってはどうだ？
91022030	ええ、しっかりした作戦を立ててね
408664922	大丈夫だ。ヘクターと俺ならなんとかなる
647570020	おーい、みんな！
1331179360	あら、ケイト、ドックはちゃんとあなたを見つけてくれた？
1157283445	見つけられないとでも思っていたか？
310260247	あなたがウェインね、ケイト・オハラよ
753076254	ウェイン執行官だ。お見知りおきを
2106651962	執行官？！
26992097	なんで話してくれなかったの、イザベル？
1868225304	あたしが初めて会った時は執行官じゃなかったからね
524697879	ともかく、今は話を先に進めるべきだろう
1755033369	君たちには大きな借りができたな
1826222432	いつの日か、恩に報いることができるよう切に願っている
172605929	いつの日と言わず、今すぐでもいいのだがな、執行官
2101720186	失礼？
1033720154	ええと... 誤解を解くべきね
998730654	がんばって、クーパー
1226876160	何をしているんだ？
59166717	あなたを一人で行かせると思う？
9606538	あいつらと一緒に行けよ
1200174825	私としては、できればあなたに同行したいわ
252754292	好きにしろ
1158997095	
884722514	
37081017	
1193706579	
846798145	
1470865610	
1340780470	ニューオーリンズ - デヴィットカンパニーロックダウン
266443030	よし、それで、フランクはどこだ？
1268483996	港の第9埠頭よ
1833083206	あそこで何が起きてるにせよ、指揮を執ってるのは奴
577818914	なら、そこが目的地だな。門のところで落ち合おう
1586362491	街中、巡回の警備兵だらけだな
314533104	本当にね。でも、私は変装道具をなくしてしまったの
96392486	何があったんだ？
417453428	私のポーカーの腕はまだまだ未熟だった―とだけ言っておくわ
57838474	ともかく、新しい変装道具は遊郭で手に入るはずよ
1829053166	ともかく、新しい変装道具はレッド・ランタンで手に入るはずよ
179603340	埠頭への道すがらに寄ればいいわ
407267459	わかった、フランクにまた逃げ失せられる前に動くとしよう
1293480776	...！ ...！ ...！ おい！
1154784819	何かあったのか？
1648054498	作戦を練っていただけだ。歩きながら説明する
345719109	よっしゃ、暴れる準備はできてるぜ
1424107471	バリケードは避けましょう
921127699	あの検問所には近づかないようにしよう
837549036	封鎖されてるってのは本当だったんだな
1241250391	フランクは何かに不安になっているようだ
255654356	つまり、フランクは不安になっているってことだ。そりゃいい
1366938416	この先にまたデヴィットの連中だ
180571989	おう、ビアンカが忙しくなりそうだぜ
194022756	気をつけて、そこら中に検問所が置かれてるわ
352018647	ここはどうやって突破する？
1245413102	市場はもっと隠れる場所があるわ。あそこを通るのがお勧めよ
2034006796	つまり、まだ犯人は捕まってないんだな？ 危険じゃないのか？
572142553	残念ですが危険です。バリケードの後ろ側に留まってください
2130247634	聞いた、ハワード？ ワクワクしちゃうわ
12701244	その犯罪者って誰なんだ？
1912110629	善良な市民に暴行を働きました。ですが、私たちが必ず確保します。
710461841	きっと隣に住んでる有色人種の連中よ
1312556794	なんで保安官じゃなく、あんたが仕切ってるんだ？
1888041617	私はデヴィット氏の部下ですが、現在は法執行機関に協力しています
2053058130	デヴィットさんは立派な方ね。いつも街のために働いてくれるわ
1275055805	デヴィットさんが来るって聞いたぞ。もういらしたのか？
479044658	それはお話しできません。スケジュールを把握していませんので
1807467019	ええ、忙しい方ですものね
28630119	まあ、悪党どもを捕まえられるように願ってるよ
1652285002	私たちも同感です。さあ、速やかにご帰宅願えますか？
404404980	まさか！？ こんな楽しそうなこと絶対見逃したくないわ
1507779349	もう一度確認するぞ。その男はどんな外見をしていた？
1477480309	おいおい、フレディ、もう言っただろ？
423571518	聞き取れなかったか？ その男はどんな外見をしていた？！
1080214708	ええと、茶色のコートに、汚いジーンズ？ いたって普通だったよ
1624069901	そいつはフランクについて聞いてきた。お前はなんて答えた？
234355698	俺をおしゃべりと思ってるのか？ 「知るか失せろ」って言ったよ
1996325731	どうも信じられないな
1010721157	俺はそいつにボコボコにされたんだ！ もう聞くこともないだろ！
1699045499	他には？ よく思い出せよ
1229887837	銃を二丁持ってた。一丁は古くて、もう一丁は新品に見えたな
1367700055	フランクが知ったら怒り狂うぞ
1626019556	あの人にもお前に言ったのと同じ話をしたっての
1986795261	これでよし
1563044379	通れたぞ
778651497	検問所を正面突破なんて、少し大胆すぎると思わない？
114443374	上手くいっただろう。さあ来い―フランクが待っている
1128538110	あと半分か
1489257316	ええ、今どこだ？
430255386	レッド・ランタンに寄ったらどう？ 変装道具があったらかなり役に立つんだけど
1832326260	関係ない。どの道も港まで続いている
1149630617	よし、遊郭だ
1764674115	ふむ、遊郭に来たぜ
1815809576	どうやら、レッド・ランタンは今日は休業のようね
1893706550	なんでもいい、手早く済ませよう
1532694153	へへ、ここにいるとデッドウッドの宿を思い出すぜ
2047439447	今はやめろ、ヘクター
1273162532	どれだけ待たせるんだ！ 今日の予約もしてあるんだぞ！
1352318700	ええと、さっきも言った通り、今日は捜査のため店は閉鎖されてるんです
2057685011	そんなバカげたことがあるか！ この店を独り占めにするつもりなんだろ！
903071688	もう1時間以上待っているんだぞ。もっと急げないのか？
131639378	万全を期して、その... あらゆる角度から捜査しているんです
1922022234	それなら、私も万全を期してアーヴィング氏に長い苦情の手紙を送ってやるからな
1405781978	まだ娼婦たちに「聞き込み」をしている？！ 私を愚弄しているのか？
1034219066	いいえ。あなたのことは忍耐力の強い紳士だと思っております
1672081835	忍耐だと？！ 私たちはここでずぶ濡れになってるんだぞ、生意気な口を叩くな！
823446862	門を開けろ！ 喉が渇いたし、相伴してくれる相手も欲しいんだ！
472052624	申し訳ございません。お待ちの間はお客様同士でお楽しみを
490607596	なんて態度だ！ もう二度とそのドアから出てくるなよ！
1442311527	客が外で怒りだしたぞ
39632712	あのマッチョどもに「捜査」を急げって伝えてくれない？
2094441960	時間はあるさ。ちょっとくらい楽しもうぜ...
704498306	いいかい？ あんたのボスに給料をもらってるけど、それだけであたしらと仲良しになれると思わないこった
2021559530	外にいるあのバカどもを見てみろよ、ハハ
1443684589	その「バカども」は金を払ってくれるお客さんだ。あんたらデヴィットの連中とはちがってね
1700851674	おいおい、ベイビー。追加料金払ってやってもいいんだぜ
1454563349	先に「捜査」を終わらせてくれない？ 話はそれからだよ
267095627	ちょっとやり過ぎたかもな
1114932424	いや、大丈夫よ！ これで誰もここを通れないわ！
399338843	ああ、でも誰が後片付けするんだ？
1051223816	私じゃないってことは確かね
405274239	やれやれ...
2094576614	見ろよこのガラクタ
1823804974	どうやら、港に通じていない道もあるようだな
440601529	必要な物は確保したわ
1871149542	なら、先へ進もう
851670999	こっちだ
1818043732	こっちだ、アミーゴ
423452625	港はもう遠くないわ。この通りを下ってすぐよ
2110783539	港はもう遠くないわ。この路地を抜けたところよ
32736333	あなたの追いかけっこも、もうすぐ終わりのようね
1261584198	ああ
1853430813	前を見てみろ
1181533852	川の匂いがするぜ
361861253	フェンスが見える？ あそこが港よ
1724359099	あなた、最近ずいぶん無口よね
1538141028	ただの考え事だ。心配するな
1993344264	馬車に入ってもいいかい？ もうびしょ濡れなんだ
129710443	いいえ、調査が必要なんです... しょうし... しょうしゃ...
63074807	詳細に？
138876612	そう、それです
115078417	私になんの用があると言うんだ？
981411702	私の都合は関係ありません。問題はあなたの都合です
616559700	私の都合だって？ 君が私の馬車を止めたんだろ！
80702425	しまった！ 言い間違えてしまった。
1152265814	酔っ払ってるのか、お嬢さん？
1980030479	はぁい、ベロベロに酔ってます。何か問題でも？
2078706220	君が保安官の部下だなんて信じられないな
585620394	信じるべきですよ。必要な書類はぜーんぶそろってますから
1321738850	奴らめ、事務所の鍵をピッキングしやがった。
1229352555	きっとフランクがお冠だぞ。
1533530238	ああ。でも、ちょっと騒ぎすぎじゃないか？
968644808	まあ、あの人の考えなんてわかるわけねえよ
1598804511	よし、港に着いたわ
1468679126	ああ、ここが港だな
1167952505	もうすぐよ。奴を捕まえる。クーパー、心配しないで
1565595358	油断するな。まだ先は長いぞ
885220465	もっとひどい修羅場もくぐってきたでしょ？
312617706	それは保証にはならない
1726825296	もう少しだ
1556929191	もうちょっとで着くぜ、アミーゴ
1555000561	あなたとフランクの間の因縁について、まだ話してもらってないわ
83081385	長い話になる
463462753	そうでしょうね
1860391705	今回の件が終わったら話してやるよ、いいな？
1562553822	まだ沼地には煙が残ってるぜ
3072081	知ったことか。俺らはずっと雨の中で立たされてるんだ
1903911585	不満があるなら、フランクに直接言えよ
264435687	言えるかよ。あいつが最近、機嫌がすごく悪いの知ってるだろ？
1959853890	奴らが戻ってくると思うか？
755971848	そうなら早く来て欲しいな。この雨から抜け出したいんだよ
427139078	滅多なこと言うんじゃねえよ。危険な奴らだって聞いたぜ
1433012591	こんな雨に打たれるくらいなら銃弾の雨のほうがマシだぜ
1075732644	フランクがあの哀れなルイスに何したか知ってるか？
714126194	それは話しちゃいけないことになってる話題だろ。
1806619748	まあ、あの野郎は元から頭が足りなかったけどさ...
593162373	フランクの奴、最近おかしいぜ。とうとういかれちまったのかもな
843777318	気をつけろ。ネストの件に続いて、奴らがここに来るかもってフランクが言ってたぞ
1366766968	了解、ボス。目を凝らしておくぜ
246484724	奴らの中には大男が一人いる。そいつに気をつけとけ―タフな野郎だそうだ
1011762172	わかった、気をつけとくよ
355407443	油断するな！ 奴らがここを突破するかもってフランクが言ってたぞ。
1147105472	了解！ ここに残って警戒する。
1459970057	警戒しろ！ 奴らは面倒ばかり起こしているからな
839411700	目を凝らしておくぜ
1756631365	最後に奴らが目撃されたのはネストだった。今度はこっちかもってフランクが言ってる
2019980298	へえ、ぜひ来てもらいたいな、ヘヘ
1435054417	油断するな！ あのクソどもが何を企んでるかはわからんのだ
1871452352	何もかも正常だぜ、ボス
1627958694	第9埠頭はこの角を曲がったとこよ
163337462	港だぜ。数字はなんだったっけな...
396578546	覚えておけ、第9埠頭の門のところで合流だ。絶対に一人では入るなよ 
1239364360	問題ないわ、クーパー
1461662265	分かったぜ、アミーゴ
1592874094	着いたわ、第9埠頭よ
1971851449	開けゴマ、ってな
251973098	これからどうするんだ？
471402247	俺が一人で入る
1299927685	そりゃないぜ、クーパー
142722208	こうするべきなんだ
1763287543	今回は違うぜ、クーパー
1740614320	何がどうなってるの？
134435750	そこをどけ、ヘクター
43231532	二人とも、やめて！
1901925498	聞けよ、アミーゴ
1045394329	一人で行ったら、同じ運命になるぜ―お前の親父...
858015093	ヘクター！
816542941	なんなの？！
15435487	どうしちゃったのよ、クーパー？
1042226063	隠れる場所を見つけておけ
860271519	奴の言う通りだぜ
1586046057	まったく
204539558	
1736595580	
1333339245	
98266295	
1109648303	本当に上手くいくと思う？
2046392709	ボスは大体正しいんだ。落ち着いて自分の仕事をしろ
1119489170	今回は大きな積荷が届くって。いったいなんなの？
381651621	知ったことじゃない。俺たちの仕事は警備だけだよ
794947815	銃声が聞こえた気がするけど。
1699866449	落ち着けよ。雨のせいで気が張り詰めてるだけだって
2076189073	まったくもう、待ってるだけなんて嫌すぎるわ。
23012361	少なくともお前には屋根があるだろ。こっちで立ってる身にもなれ
656508474	おい、ボスがこれを見たらブチ切れるぞ。
686673691	ええ、でもフランクに知らせるまでもないわ。静かな時間を過ごしてるんだから
762279672	俺だけじゃあれを元に戻せないよ。フランクに言ったほうがいいって
321174819	大丈夫だって。今のあいつにこんなこと言わないほうがいいわよ
300423727	見ろ、動かないよ。手を貸してくれないか？
61241591	ハ！ まさか。しくじったのはあんただろ。あんたが片付けな
70587762	本当に助ける気はないのか？ ボスがもうすぐここに来るんだぞ
1011506189	首を切られそうなのは私じゃないからね。急いだほうがいいよ
1797514472	いや。
1917057043	これは間違ってる
1760949520	そうじゃない
1098764162	静かにしやがれ
1953084981	今タバコを吸おうとしてるんだ
1609886027	そっちで楽しんでるのか？
954257301	よう、フランク
224421558	でかくなったな、ガキ
196362913	親父より少し痩せてるが、まあ全体的に悪くねえ...
1351876617	何年ぶりだ？ 10年か？ 15年か？
2051399708	お前が老いぼれただけだ
326573527	...かもな
1648785514	あいつがいたらなんて言うかな
346461861	泥と血をすすって生き延びて、その名前を知らしめてる...
1049010232	俺たちの若い頃みたいにな
1161837714	話は終わったか？ いつまでも待てないんでな
59352447	いいだろう、小僧...
1689389748	お前の成長を見届けてやるよ
1856970436	
1845257427	
1975961192	
2115571404	ぐっ...
632140661	速いな、小僧
987480715	親父とよく似ている
2096777083	そこまでだ！
1454144765	フランク！また昔の悪い癖が出たようだな
924815410	あんたがここに来るとは驚きだよ、デヴィット
1561106598	まあ、投資の状況を視察に来ただけだ
609407692	そして、この男には最近ずいぶんと問題を起こされていてな
1128086836	...そうか、お前が金持ちのクソ野郎だな
822621	青二才め
845007003	他の連中はどうなった？
769165645	4人は捕まりましたが、執行官には逃げられました
1814878794	逃げられただと？
872656828	すぐに捕まえますので、ご心配なく
1463726551	まあいい、行け
1639818221	お前の境遇には同情するよ。こんなゴミどもに囲まれて過ごさねばならんとは
1141387201	いや、そう悪くもないぜ。あんたには理解できまいが
1303454431	理解したくもない
1666716055	だからこそお前を雇っているんだ
1352388126	そうだな
1330111570	それで、この小僧をどうするつもりだ？
1711981189	使える人材を無駄にすることはできん
1683647250	死ぬまで鉱山で働いてもらうことにしよう
710916016	お仲間たちと一緒にな
1535498807	このクソ野郎が...
1405023782	...ぐわっ...
528193204	
1022089077	
1645723736	
146982291	
1347946248	
660651684	第9埠頭に到達する
105618621	第9埠頭の門のところに全員を集めよう。
708988117	フランクと対峙する
1295369277	チャンスは今しかない。船首に向かい因縁の相手と対峙しよう。
1937582108	変装道具
864823784	別行動中にケイトが変装道具をなくしてしまった。レッド・ランタンにスペアがあるはずだ。
1931549038	海藻の臭いが膨張した死体を包み込む。被害者のポケットを探ると、そこには小さな像があった。見覚えのない怪物の不気味な姿がかたどられた像だ。大きく開かれた口の周りは無数の触手に囲まれている
1462795072	像の滑らかで漆黒の表面に指を滑らせると、身体がゆっくりと転倒する感覚に襲われる... 手早く像をポケットの中に隠した
1879106691	腐敗の甘美な臭気が鼻孔に侵入する。豚の死体を調べていると、視界の隅に何かの姿を捕らえた。それは隣の人間の遺体のポケットに隠された光り輝く物体であった
707546696	遺体を持ち上げると、小さな金属製のバッジが床に落ちた。バッジには「フローレンス・スモルカーズ・オリエンタル・スパイス」と書かれている。
2042798963	ポケットに入れて程なくして、バッジは脈打ち始めた。まるで、こう伝えたいかのようだ...「穢れた死体は無視しろ。「錠」を見つけろ」と
115228868	腐敗の甘美な臭気が鼻孔に侵入する。豚の死体を調べてみたが、何も見つからない。ポケットのバッジが脈打ち始めた。まるで、こう伝えたいかのようだ...「穢れた死体は無視しろ。「錠」を見つけろ」と
1262534177	遺体のポケットを調べるにつれ、ニワトリの鳴き声がますます大きくなるように感じられた。ニワトリたちは遺体の開いた傷口をつつき、腐肉を貪っている
138387610	ニワトリの1匹の内側から何かが呼びかけていることに気付いた。不気味なささやきが脳裏で大きく響き出す...「ここから出せ」と
2036902556	ニワトリの腹を切り裂くと、そこには小さなコインがあった。血と臓物に覆われてはいるが、まるで小型の太陽のように明るく光を放っている。まるで手の中でうめいているような感覚さえ覚える
653215157	コインから血を吹き払うと、うめき声は収まった。ただの鈍く光る錆び付いたコインだ。ポケットにしまい込んだ
772586931	店に入ると、種々のスパイスの新鮮な香りが思考を満たす。調べる場所は即座にわかった。部屋の片隅の一番暗い角にある小さな戸棚を開く
412945230	戸棚の中には精緻な彫刻を施された小さな角があった。その暗号の意味は解読できない。手早く、角をポケットにしまい込んだ
1232845740	第3の秘蔵品をポケットに入れると、背筋に冷たい感覚が走った。視界がぼやけ、バランスをとるのにも苦労する有様だ。その瞬間、ニューオーリンズの何かが... 変化した
1466539405	殺人犯の存在を感じる。今こそ死者の無念を晴らすか、返り討ちに遭い八つ裂きにされるかだ
884720503	今宵、ニューオーリンズで説明しがたい事件が起きた。時計が6時を刻んだまさにその時、3件の殺人事件が起きたのだ
9708345	最初の被害者：運命から逃れようとした船長。今にも沈みそうな錆びた船のみが彼の命綱。足下には川の深淵が迫る。彼の胸中は深淵よりも暗き闇に満たされる。彼が生きて帰ることはなかった。
2076581508	第2の被害者：孤独に死んだ孤高の男。数少ない友人たちに囲まれ、哄笑し、床からゴミを拾い上げ、欠陥から血を搾り取り、はらわたから肉をつまみ取った
1520042128	第3の被害者：誇り高き男。無残になぶり殺され、ゴミ溜めに捨てられた。恵まれぬ者たちに希望と慰めを与え続けた彼にとって、報われぬ無情な最期となった
595444114	犯行現場を調査しろ。犯人を見つけ出し、その息の根を止めるのだ
1450293716	事件は解決した。眼前には殺人鬼が横たわり、その身体に宿る不気味な炎は消え去っている。彼の魂にはもはや救済の手は届かない。しかし、ニューオーリンズは嵐に耐えきった... 今のところは。ご苦労だった
526570151	犯罪現場調査
2089925091	ニューオーリンズに犯罪の影が。3人の犠牲者に、3件の殺人事件。調査してみよう。
190779572	殺人犯殺し
888392974	アーティファクトを集めると、男が現れた。忌々しい獣たちに囲まれ、奴は町をうろついている。男を殺しこの悪夢を終わらせよう。
577617173	深み
382025701	運命から逃れたかったキャプテン。彼の錆付いた船のみがかろうじて彼を守っていた。彼の下には暗い川が広がり、彼の内にはさらに暗い闇が広がっていた。彼は、抜け出せなかった。
601936825	独り者
254541811	独り者は孤独死をした。唯一そこにいた動物が、床の排せつ物をついばみ、血管から血液をすすり、内臓を食らっていた。
1184941873	豚に囲まれ
963001693	地位ある男が、不潔な場所で殺され置き去りにされた。必要とする者に希望や安全を与えてきた彼にしては、不名誉な終わりだった。
1209259200	メタルバッジ
825897588	死体から取ったバッジ。「フローレンス・スモーカーズ・オリエンタル・スパイス」と書いてある。
1740598686	死体
1325527419	この死体には何かおかしいところがある。視界の隅にだけチラリと光るその光の怪しい誘いには、抗えない。
1163939158	鶏
1200022366	鶏たちが角で、腐りゆく死体をついばんでいる。何かに呼び寄せられるような感覚を否定できない...鶏の中から。一秒ごとに、その感覚が強まっていく。ついには脳内で、大声で叫ぶ声に変わるまで。
1554793200	残念だったな。どうやらおうちに帰ることはできないようだ
1390422920	ほんの子供じゃないか、フランク
1968294381	ふん...
375900236	俺に指図する気か？
503009039	いや...
1699198032	ククク
1678548162	そうだろうとも
927477867	始末したら、親子とも渓谷に投げとけ
972936722	ぼうず
1836426505	何て名前だ、アミーゴ？
1162383724	ジョン...
963361016	俺はヘクターだ
718244975	VO TRACK
928381080	VO TRACK
1844919437	VO TRACK
1950404014	VO TRACK
400429742	チャプター3 - 罠猟師と子供
1124817653	ううぅ...
1518677183	まだ肩が痛む？
723975603	いいや、ちょっとチクッとするくらいだ
412202818	だが、早くここから出ていかねえと...
1788194199	...誰かを殺しちまう
1980473239	しっかりしろ。次の休憩まで待機するぞ
411261535	それでも、あなたの計画はかなり無茶だわ
397717578	君はなんの対案も示さなかったと思うが
718915319	ダイナマイトはどうする？
962328600	俺が即興でなんとかしたぜ
134545727	それはどういう意味だ？
1785411874	後で説明してやるよ
1383298195	念のために、もう一回作戦を説明してくれるか？
1914360102	やれやれ...
114163874	デヴィット金山 - ニューメキシコ州某所
1387381225	
1998222519	
349882554	
368176102	
682609609	よし、まずは各自持ち物を取りに行く
622664446	持ち物は、上のキャンプに置かれた箱に入っている
2069419911	次に、私があの門の錠をこじ開け、全員で脱出する
83151862	脱出したら、ダイナマイトを確保する
982644464	おう、あのトロッコにあるぞ。まあ、ダイナマイトとはちょっと違うが
402154637	何を言っているんだ？！
148836862	ダイナマイトが手に入らなかったから、トロッコに火薬を詰めたんだよ
81531990	つまり、トロッコを門のところまで引きずっていく必要があるということか？
1876785264	おう、簡単だぜ。火をつけたらドカーンってな、ヘッヘッ
769820168	これだから素人と組むのは嫌なのだ
1079857917	ケイトとクーパーのことも忘れないでね
685322981	おう。あいつら一緒に檻の中に入れられてるぜ
254165553	本気であの大バカを助けたいのか？
2124535496	クーパーを置いてはいけねえぜ
712071934	私はどちらでもいいがな
1257884965	よし、お前ら。休憩の時間だ。次のシフトのためによく休んでおくんだな、ヘッヘッ
2044414984	よし、始まりの合図だ。しくじるんじゃないぞ
1746633762	ようやくか
142070457	ああ、疲れたわ
1301970097	手当てしてくれて、改めてありがとな。お前らいいチームになるぜ
1901138926	そう思うか？
1112127556	お礼は結構よ、ヘクター
1828505974	すげえ厳重なロックだな。
654581953	ロックされてる。当然ね
44168461	ロックピックが必要だな
27612010	仕事を拒否するようなら、一人見せしめに撃ってやれ。新入りがいくらでも来るからな
539013740	ああ、面倒事が起こるかもしれないからな。どこかの執行官が嗅ぎ回っているし。
1648501021	それで？ 法律なんてここじゃ意味ねえよ？
62545439	でも、もしこの場所を見つけられたら？
895602896	そしたら、そいつらも働かせるだけだ、ハッハッ！ さあ、そのボトルを寄越しな！
742778618	どうする、ドック？ 行くか？
1973847347	正面玄関から堂々と入るつもりなの？
380420779	他にも侵入する方法はある
460242170	よし、入ったぜ。音を立てないようにしろよ
1698589942	静かに進むぞ
1138515417	着いたわ。さあ、しくじらないでね
320200121	一緒にいてくれてありがとうね、あなた
1859915880	*誇らしげに鳴く*
171464383	大男が？ 俺をバカだと思ってるのか？
1439672168	あの野郎、肩に鉛弾をしこたま受けたまま歩いてたんだ
849787582	そんなのあり得ねえよ
1666976715	それに、奴を撃ったのはカウボーイだったとも聞いたぜ
702008517	あのガラガラヘビ野郎か。奴がなんで檻に入れられたか知っているよな？
602685612	ビアンカ！ 会いたかったぜ、ベイビー
1036057740	見たところ異常はなさそうだ
