English	Anglais
379582184	...Par ici !
256125331	...Youhouuu !
920161108	...! Ah, merde.
1459691392	...! Hrm, hombre !
124316011	...! ...Ma tête.
530325714	Plus on est de fous...
1508511952	Ils arrivent.
834403941	Il commence à y avoir un peu de monde, ici.
1895958332	Hein ? Y’en a plusieurs.
977078008	Bien sûr... Plus on est de fous.
1702610447	Il est l’heure d’utiliser Bianca.
837498010	On dirait que c’est un boulot pour Bianca.
265050657	Bianca est prête.
33696007	...presque prêt...
2052049174	...juste un instant...
1748235772	... 
612422343	Là.
437100548	C’est prêt.
1596136557	Elle est prête.
1234721860	C’est bien, ma fille.
156554737	Je peux toujours compter sur Bianca.
130483807	Elle sait toujours comment faire.
989985357	Merde, où est Bianca ?
55254118	Bianca m’attend.
843497225	Je dois récupérer Bianca !
994616390	La voilà !
2031935518	Elle a l’air d’avoir faim.
1408150042	Bianca revient toujours.
1189195007	C’est l’heure de sortir le râteau.
1442502761	Râteau prêt.
90334172	Ha, d’accord. Ce truc-là.
294087789	C’est le moment de placer... ce truc.
460272333	T’es pas Bianca.
621188342	Hmm... peut-être...
1312734082	Comme ça... Ouais.
813342031	Hmm... Ici, c’est bien.
254897708	Ça pourrait marcher...
957960066	Hmm, comme ça ?
2037676659	Ça pourrait marcher...
1507768051	Juste là... hmm.
1701562827	Prêt.
519616382	Je suis prêt.
1207039928	Mets-les K.O.
1023349715	Prêt, je crois.
348270276	Assomme-les.
614102221	Heu, tout est prêt.
1020944915	Ha ! Pan !
1552470216	Hé hé, bonne nuit.
982298988	Oh, ça doit faire mal, ça.
181417726	Hé hé, pas mal.
1333394758	Hmm, ça doit faire mal, ça.
1884611526	J’ai mal au crâne pour lui.
2122541859	Hé, où est le râteau ?
2119985986	Hé, où t’es passé ?
610307250	J’ai pas le râteau.
1009892254	Heu... où est le râteau ?
1446488602	Hrm, t’es passé où ?
210440527	Heu... j’ai perdu le râteau.
1076543859	Hé hé, je l’ai retrouvé.
1254045471	Je ferais mieux de te garder à la main.
1214689864	T’es à moi.
866566272	Hrm, je t’ai retrouvé.
826916199	J’ai encore besoin de toi.
1134295938	Hrm, ça, c’est à moi.
394425750	Ça, c’est à moi.
375164930	Je vais prendre ça.
329741383	Oh, c’est gentil, ça !
1903918795	J’ai tout ce qu’il me faut.
1001504622	J’en ai assez.
1420548068	J’ai tout ce qu’il me faut.
1665737228	On va faire un peu de bruit !
200778838	Quand tu veux.
850609924	Dis bonjour à cette petite merveille !
1246428347	Ha ! J’en ai eu un !
1758776124	Un de moins !
503697570	Au suivant !
1053830907	Ha ! T’as vu ça ?!
1203058366	Oui ! Hahahaaa !
930502651	Je suis chaud !
2119893986	Mon dernier tir.
201316300	J’ai presque plus de munitions.
172763044	Oh non, j’ai plus rien !
1931814842	Hé hé, c’est surfait, les revolvers.
1401465377	J’ai soif, tiens.
364131989	Juste une gorgée...
1132678674	Une pour la route.
919366449	Une pour moi...
1747943942	Oh, ça fait du bien.
63588442	Je risque pas d’aggraver ma gueule de bois...
916216833	Un petit remontant.
2099940469	Un contre le mal de crâne.
2105176931	Merci, Doc.
2012563396	J’apprécie, Doc.
629545898	Beau travail, Doc.
2015568614	Exactement ce qu’il me fallait.
1897357532	Ça réchauffe.
2070862391	...Hic !
397025085	...J’avais besoin de ça !
221561013	...Ah, bien.
133927167	...Hé hé.
1371397740	Encore un peu... Ça peut pas faire de mal.
561535069	...Hic... Ugh.
638763262	...Oooh.
1956393684	...Pfiou, ce vertige.
1595148081	...Hmn !
1915240785	...!
997375335	Qu’est-ce que c’est que ça...? Drôle de goût.
558598886	Hmm... Je me sens en pleine forme.
869625814	Ha... Ouais, pas mal.
342970236	Alors, heu... j’en fais quoi ?
1775667351	Hé, regarde cette mèche brûler.
2059003475	Allume la mèche, puis...
363477709	Attrape !
217093870	Ha ha !
521512478	Hé, tas de connards !
69951670	Oh, joli.
1055002501	À moi !
1091963526	Je l’ai.
1866129302	Jolie trouvaille.
35197261	Hé. De l’argent.
494724164	Ça fait un paquet d’argent...
1788848025	Ouais. Ça, c’est à moi.
1816583177	À plus tard.
1923523671	Adiós.
135242026	Essayons la technique de Doc.
84246857	J’ai une idée...
1323212137	Heu, d’accord...
850532773	Ça me rappelle Doc, ça...
1344130215	On a du feu.
218178323	Belle flamme.
795116120	Ha !
594023147	Attrape !
501135140	On éteint la lumière.
578752190	Pas mettre le feu à ma planque...
1031947388	Hrmmm... Je l’ai laissée tomber.
1529253350	Putain. Je l’ai laissée tomber.
72645431	Alors, j’en étais où, moi...?
1920112592	Hé hé, comme je disais...
446136274	De quoi on parlait, déjà ?
990991379	Hmm, j’en étais où ?
1545330114	Heu, j’ai perdu le fil... ah !
1911150900	Hé hé, ça chatouille.
2124480034	Hé, c’est bon, ça suffit.
548118344	Ah, Bianca. Comment vas-tu, mon amour ?
1188219175	Moi ? Nan, t’inquiète pas pour moi.
311820558	Ouais, tu m’as manquée aussi, la dernière fois qu’on a été séparés.
1713768802	Mais tu sais que je reviendrai toujours pour toi.
986645499	C’est quoi, ce regard ? Quoi ? Tu crois que je convoite une autre femme ?
1141051141	Jamais ! Il n’y en a qu’une pour moi, et son nom est Bianca.
369227646	Oui. Tu sais que je serai toujours là pour toi quand tu auras besoin de moi.
1891325985	Hmm, d’ailleurs, je crois que t’as besoin d’huile.
1685218522	Ugh... qu’est-ce que c’est ?
981797687	Oh ouais, c’est bon, ça.
2050070219	Hmm... un peu plus à gauche.
1582358394	Ah... Juste comme ça, là, hé hé.
952323616	Quelqu’un a demandé un docteur ?
1012396517	On a des choses à faire.
940404262	J’ai les bons outils pour ce travail.
2016253612	Je ne suis pas sûr que ce soit une bonne idée...
236690581	Pouvons-nous continuer ?
624414689	Il n’y a pas encore de quoi s’inquiéter.
357539524	J’écoute.
1364033839	Tâchons de rester courtois.
1220998962	Ils remarqueraient notre présence.
1805240785	Pas besoin de violence, ici.
1112056591	Je ne me lasse jamais de la compagnie des bandits.
1916818303	L’embuscade est pile à l’heure.
1157287233	Je préfère travailler seul.
1969037129	Laissez-moi leur patron.
1433941817	Je ne sais pas trop où ça va nous mener...
1197594443	Je vous souhaite d’avoir un plan...
2021248107	Une nouvelle journée, une nouvelle traque.
1480722301	On dirait plutôt une invasion.
996185450	C’est mon genre de bataille, ça.
82340255	Je n’ai jamais eu peur du noir.
475261043	La tempête est arrivée.
1453211189	Je suis là pour la journée.
773959017	Tout le monde se souvient du plan ?
773014088	J’aurais dû préparer de la dynamite.
575416765	Propriété de la compagnie DeVitt.
1579480194	Faut que je tienne compte du vent.
337676197	Foutu mal de crâne...
875032120	Faut que je me prépare un remède, tout à l’heure.
587404274	Je ne sais pas vraiment comment on est arrivés ici...
1113855705	Ça grouille de vermine, dans les parages.
2046812905	On dirait une embuscade bien organisée.
1386667788	C’est qui, elle, bordel ?!
1065345587	Finissons-en.
114733381	On joue au détective, maintenant ?
1132401272	Il y a beaucoup d’hommes de DeVitt, par ici.
311342610	Ne tente rien d’idiot.
1637870540	Pas une mauvaise position défensive...
967051176	L’Essaim de la Reine... Ça alors.
825337169	Sacrée base d’opérations...
1986761098	Cette petite entreprise dure depuis un moment, déjà...
1489543067	Alors, c’est ça, ce que fait la Compagnie...
567002511	Nous partons. Maintenant.
163795993	On n’aura qu’une chance.
85488484	Concentre-toi, ce n’est pas fini.
10084464	Ils ne m’auront pas si facilement.
456084721	Assez. Nous partons.
814916136	Dommage que cette prime ne vaille rien.
1800335542	Ce n’est pas tous les jours qu’on a la chance de traquer une légende.
1311002414	Il faut que j’améliore ma réputation.
1628068474	On ne fait pas une mauvaise équipe.
2023472952	Je suivrai le plan.
1149202878	Hmm, où ça ?
1107333237	Trouvons un bon endroit.
529271214	Il faut que je cache ça.
106322557	Mon bras commence à fatiguer.
1713765855	Ne nous arrêtons pas.
654617766	Ça ne me dit rien de bon.
141907643	J’y vais.
1249216033	Hrm, d’accord.
2125029863	Compris.
707508975	Ça va te coûter une jolie liasse de billets.
479411224	Tout droit en enfer.
1742092790	On verra ça.
223802413	Bon, d’accord.
2082182042	Exactement ce que j’avais en tête.
1122590453	Je n’y vois pas d’inconvénient.
291711218	J’ai comme un pressentiment.
730047840	Exactement ce que j’avais en tête.
513714958	Tout en douceur.
810590143	Oh, bien sûr.
490000932	Ça ne me pose pas de problème.
986010538	Allons faire un petit tour.
945207376	J’ai vécu pire.
1323104561	D’accord, je vous suis.
651706682	Ce n’est que temporaire.
1103702807	Gardons nos distances.
121739491	Ne vous mettez pas en travers de mon chemin.
2058370182	Je peux m’en occuper, merci.
2055514305	Je vais m’occuper de ça.
709753764	Restons loin des lumières.
746914284	Vous en aurez pour votre argent.
844567954	Un à la fois.
1657074579	Il y a mon nom sur ce dollar.
915859311	Ça me rappelle la guerre...
258071440	C’est vous, le client.
1520486734	Comme vous voulez.
1778803520	On suit le plan.
821360987	Œil pour œil...
867901267	Je suis d’avis de changer de décor.
420809811	C’est un territoire inexploré.
796236413	Faisons-leur regretter leur décision.
1586465826	On ne peut faire confiance à personne, ici.
1772466000	Tu ferais bien de surveiller tes arrières.
2146434607	Après ça, nous sommes quittes.
1543920592	Je te surveille toujours.
507109845	Venons-en à l’essentiel.
10096625	Ce Wayne a intérêt à tenir parole.
1132022842	J’arrive pas à croire qu’elle m’a entraîné là-dedans.
627638010	Manifestement, je ne travaillerai plus jamais pour DeVitt...
189930149	Je n’approuve pas de l’esclavage.
495580398	Mieux vaut ne pas prendre du retard.
898476923	Suivons le plan.
1875292781	Pas d’erreur maintenant.
1742175302	C’est maintenant ou jamais.
474668885	Pas de conneries...
312657351	Finissons-en.
2050034621	Bien sûr. Je suis de bonne humeur.
635452075	C’est reparti.
767019106	Laissons sa chance à Cooper.
1868312053	Mieux vaut s’en tenir au plan.
2003507573	Compris.
318065834	J’y vais.
2091381647	Je vais aller déposer ça.
122322793	Loin des yeux, loin du cœur.
1063663712	Je peux pas dire que ça me plaise.
1322436086	Ce n’est pas le plan le mieux réfléchi.
244920588	Ça, ça va mal se terminer.
1350598312	Ça me plaît pas.
327982502	Je vous demande pardon ?
53457678	Je m’y oppose fermement.
1625832902	Je refuse.
1115160473	Ça, c’est une mauvaise idée.
1911831811	Non, pas comme ça.
1997734296	La route est barrée.
1282408597	Il se passe rien de bon, là-dedans.
920220359	Ce serait stupide.
1885169536	Il y a trop de monde, là-dedans.
1368880829	J’ai besoin de mes outils pour ça.
1194508722	Fermée à clé. J’ai besoin de mes outils.
1621442666	Simple, si j’avais mes outils... 
507965449	Il va me falloir un peu plus de temps pour ça.
611789502	Ce n’est pas encore prêt.
1739218102	Chaque chose en son temps.
743199918	Apparemment, je suis à court.
1466592899	Il faut que je retrouve des munitions.
891806110	On n’a rien sans rien.
408832323	C’est réglé.
92278461	Conformément au plan.
1751314002	Pas de problème.
1505360830	C’est fait.
523620941	Ça s’est plutôt bien passé.
805450784	Tout est prêt, de mon côté.
1047783190	On se reverra en enfer.
136529701	Ne le prends pas personnellement.
1688540636	Un de moins.
1306489412	De la viande pour les vautours.
923714967	Tu vas dormir un moment.
624315767	Ne t’inquiète pas, tu survivras.
815363028	...Comme sur l’ordonnance du docteur.
117057321	Ça marche à merveille.
1898338655	Il faudrait peut-être que j’ajuste la formule.
450403292	On dit que le sommeil est le meilleur remède.
1350167292	...!
1456445083	...! Je vais encore avoir du travail ce soir !
952822456	...! Ça ne présente pas bien !
676905047	...
549406239	Pas un bon jour pour mourir...
207838739	...!
106545912	...Fils de pute.
1182606899	...!
819539142	...!
406145121	...
120408397	...
15031501	...Hrm, amateurs.
1453264637	...Je saurai m’en souvenir.
772328580	...! Ce n’était pas professionnel.
2009660243	C’est une plaisanterie ?
1092982320	Hé, ça va !
1875591724	Je vais perdre patience.
598753243	Je ne dois pas me laisser distraire.
1437028776	J’ai entendu quelque chose...?
461267854	Il n’y pas intérêt que ce soit elle.
806810347	Non. Ridicule.
2003459976	Il se passe quelque chose d’étrange, ici.
1982425537	Qu’est-ce qu’elle essaie de faire ?
983001212	Moi, je suis pas dupe.
141185570	La situation s’est vraiment empirée.
738896807	Je n’aime pas la tournure que ça prend...
823429653	Il est peut-être temps de partir.
1238361446	Pourquoi je fais ça ?
1508683628	C’est pour l’argent. Toujours.
1594207477	Bon. Reste professionnel.
1896414020	Ne dépends jamais des autres.
328338569	Travaille toujours seul.
1858737381	Je ne referai pas cette erreur.
963134407	Ça fait du bien d’être de retour.
2022306601	Je me demande si je lui ai manqué.
1415843763	Ne laisse jamais quelque chose d’inachevé.
1609768915	...
62629112	Ho... hisse.
233187299	Débarrassons-nous de ça...
1604296276	...
895286241	Ici, c’est bien.
185995499	Ça me semble pas mal.
1384002767	Toi, tiens-toi tranquille.
665558363	Ça ne demandera qu’un instant.
683175743	Pas un bruit.
336388820	...!
1334728580	...!
60835322	...!
1324968877	...
1744069298	...
1056104706	...
321329449	Qui a besoin d’une piqûre ?
1315433550	Ça agit très vite.
795221390	Tu ne sentiras rien.
948065023	...
327437081	...
1860530707	...
425573700	Ça demandera peut-être un moment.
1138668010	Le tuer irait plus vite.
1468453713	Pas d’inquiétude, tout se passera bien.
517304576	Ta conscience restera propre.
997332774	...
1531700548	...
528822207	...
1181178230	Ce gaz est parfaitement sûr.
420955164	À manipuler avec précautions.
653451977	Ça, j’en ai pas.
460494900	C’est tout ou rien.
792650785	Retenez votre respiration.
1712864396	Attention...
2011469625	J’ai quelques tours là-dedans.
1000381761	Tout est en place.
1259373220	Ce truc m’a sauvé des dizaines de fois.
1270503732	Lançons l’appât.
1646349267	C’est comme aller à la pêche.
1647521821	Qui veut venir voir de plus près ?
778535529	Comme un papillon de nuit attiré par une flamme...
1384617644	Ils arrivent.
1978687089	Hameçon, ligne et plomb.
1709662791	Hé hé hé.
702441525	Ça va leur apprendre une leçon.
2081980491	T’aurais dû garder tes mains dans tes poches.
1640579543	Ça marche à merveille.
533085221	Il faut d’abord que j’aille chercher mon sac.
1689184405	Je l’ai laissé là-bas.
323340786	J’ai intérêt à le récupérer rapidement.
1686165360	De nouveau entier.
1875895356	Tout est en ordre.
1498963882	Rien n’est abîmé.
1071922293	C’était trop facile.
602240561	Laisse-moi m’occuper de ça...
724516068	Ça ne demandera qu’un instant.
1405857102	Ça, ça m’ira très bien.
24527301	C’est parti.
1604046453	Ça, c’est pour moi... et merci bien.
1126857593	J’ai tout ce qu’il me faut.
146560611	Je crains de ne pouvoir en porter plus.
161153333	Je reviendrai chercher le reste plus tard.
381127465	Ma spécialité.
490100847	Oh, je ne manque jamais ma cible.
107939255	Mes mains ne tremblent pas.
1112657547	En voilà un qui ne nous causera plus d’ennuis.
842366710	Il n’a rien vu venir.
1631360743	Dans le mille.
871683120	Plus qu’une... Ne la gaspille pas.
2079511031	Il ne me reste plus qu’une balle.
1978961438	Cette fois, je suis à court de balles.
1201010609	C’était mon dernier tir.
629094946	Quelqu’un a besoin d’un docteur ?
1046348731	Quelqu’un saigne ?
744354088	Entailles ? Fractures ? Blessures par balle ?
603792009	Je vais m’occuper de ça.
1890086166	Il faut juste désinfecter la plaie.
251152333	Et voilà, comme neuf.
727066523	Rien de plus simple ?
782222009	La première chose que j’ai apprise à la guerre.
1183154629	Juste un instant...
2144476267	Doux Jésus !
1810706907	Trop fort...
2047068224	Fils de pute...
1050098493	Un narcotique naturel, hein ?
1303092552	Ces herbes ont l’air de vraiment te faire de l’effet...
1668977822	Je veux bien, merci.
389425039	La mèche est allumée.
166892975	J’allume la mèche.
1772065126	Finissons ça rapidement.
1768525774	Ça va faire du bruit.
862239024	Mieux vaut se mettre à l’abri.
2094870572	Préparez-vous.
427448288	On n’en a jamais trop.
171414401	Je vais garder ça, on ne sait jamais.
400939964	Tout droit à la banque !
675306451	Un sou est un sou.
1249911229	L’appât est différent, la proie est la même.
652662622	Changeons de tactique.
1569869202	Je n’aime pas me séparer de ça.
300306984	On a du feu.
1417903217	Elle brûle parfaitement.
467872619	C’est parti.
1411486888	On va réchauffer l’ambiance.
302668280	On éteint la lumière.
652052523	Pas question d’emmener du feu là-dedans.
1457420380	Gnh... Je l’ai lâchée.
1622118443	Bon sang. Je l’ai faite tomber.
1264814354	Alors, j’en étais où, moi...?
931083611	Comme je disais...
401522522	Revenons à l’essentiel...
1858549859	Bon, si je faisais mon inventaire, moi ?
221990714	Voyons ce qu’il me reste là-dedans...
1378548511	De la ciguë aquatique... Provoque des convulsions entraînant l’insuffisance respiratoire. Merveilleuse.
826734633	De la belladone. Un classique depuis la Rome antique.
282245438	De l’eupatoire rugueuse. Douloureuse, lente et efficace.
584594638	Du laurier-rose. D’abord, ton cœur palpite, puis il ralentit... puis il s’arrête.
965829499	Du pois rouge. Une infime dose suffit...
171706901	À ce propos, je suis le seul homme en vie qui doit connaître le contenu de ce sac.
1230028845	Alors... Quel poison choisis-tu, mon ami ?
1242910510	Bonjour, je suis le Bergdoktor.
1789870355	Quand tu veux.
1706662279	C’est vraiment excitant !
524890511	Ne t’inquiète pas pour moi.
88413609	Continuons, tu veux bien ?
268180849	Qu’est-ce qu’on attend encore ?
1247780825	Bon, allons-y.
1219250903	Tiens, je me disais quelque chose.
2123319470	Je suis tout ouïe, chéri.
315687347	Le spectacle continue.
2072921681	Quand tu veux, chéri.
1383381796	Ces plaisirs violents...
963953661	Qu’est-ce que je peux faire pour toi ?
1858280251	Assez bavardé.
1189424122	Je suis tout ouïe.
1156004235	Allons leur causer des ennuis !
997793787	Ça, c’est mon genre de client.
1805510014	Tout est calme, pour l’instant.
15802788	Oh là là, quel spectacle !
336959792	Soyons sages... pour le moment.
764824042	C’est pas encore le moment de causer des ennuis.
1601512113	Le calme avant la tempête.
1155245369	Au moins, la robe est jolie.
1182695174	Faut que je fasse un saut au bureau.
1343011846	Je vais chercher les actes et tirer ma révérence.
1451782882	Oh là là... Tout ça, pour moi ?
1890406092	Kate Higgins ? Je ne crois pas, non.
1082223844	On a réveillé un nid de frelons.
1299458567	Je dois avertir mon oncle.
1481153901	Jusqu’à ce que la mort nous sépare.
1072916069	Tant pis pour les fleurs et le champagne...
1222769325	Il est grand temps de tirer notre révérence !
874441010	On n’a pas encore fini, ici.
365062992	On va donner une leçon à la compagnie DeVitt.
2114168605	Si ce foutu train n’était jamais passé...
208234677	J’aurais dû enfiler quelque chose de plus chaud.
318068535	J’apprécie ton aide.
529234431	Il fait froid, ici.
21936162	Jusqu’ici et pas plus loin.
971948112	On va mettre un terme à ça.
914844976	La cause de tous nos problèmes.
2057047496	Ugh... Oui, je suis là.
1729439451	Ugh... Pas si fort.
2031986289	Tout est... flou.
1775339868	Bon sang, ma tête.
1448751618	Qu’est-ce qu’il y avait dans cette bouteille ?
1977763561	Qu’est-ce qu’ils nous veulent ?
1531541859	C’est franchement pas une chouette coutume, ça.
635430846	C’est pas ce que j’appellerais un comité d’accueil !
1569495315	J’apprécie pas leur sens de l’hospitalité, ici.
1210639349	C’est absolument barbare.
1903070920	On devrait apprendre les bonnes manières à ces types.
54106666	On a le temps de faire une promenade ?
1853543106	Dommage qu’on soit ici pour affaires...
966809227	La Nouvelle-Orléans. Comme dans les histoires de mère...
1156428242	J’adore déjà cet endroit.
1513200660	Cette pluie... Ça me rappelle la maison.
461790017	On a un rendez-vous avec Frank.
30484666	Cette compagnie ne fait pas dans la demi-mesure.
1061901531	Attendons d’avoir une chance de nous faufiler discrètement.
1747135662	On a vraiment réveillé l’essaim, cette fois.
1654554408	Tu espères vraiment t’en sortir ?
1569558662	...Va parler à quelqu’un d’autre, compris ?
1034169539	Je veux partir.
343043161	Ne m’adresse pas la parole, compris ?
508980979	On peut y aller ?
512540043	Je suis pas d’humeur à discuter.
1522725160	...En plein milieu de nulle part.
1540876363	Le Colorado me manque.
530657547	Je veux juste rentrer chez moi.
332021568	Oui ? Quoi ?
1721307972	Regarde ce trou à rats.
532392291	Il fait une chaleur infernale.
271880329	Si vous voulez bien, Monsieur Cooper.
477595034	Ce manoir est incroyable.
1516341980	Ne faisons pas attendre notre hôte.
1872820677	DeVitt a bon goût, je lui reconnais au moins ça.
1458677229	J’ai comme l’impression qu’on nous attend.
843192870	Je te suis, John.
507827922	On va finir ça ensemble.
61986203	Cet endroit a un certain charme.
1045937198	Oui, où ça ?
1786105161	Je vais pas porter ce truc toute la journée.
917967702	Où tu veux que je pose ça ?
2104279513	Uh-huh... Où ça ?
771759895	Je peux pas porter ça toute la journée.
182913030	Dis-moi... Où ça ?
735059417	Vite... j’ai la tête qui tourne.
1652511642	Ugh... Je crois que je vais vomir.
358989489	Ce truc est vraiment lourd...
620512497	Foutue chaleur...
1587355319	...Ouais ?
354237353	Tu parles d’un bordel...
229842641	Je peux pas faire grand-chose.
407972274	Okay, Kate. Réfléchis.
2045930230	Bon sang. Il faut que je sorte d’ici !
738078998	Laisse-moi une petite seconde et ce sera fait.
977718653	Charmant.
1851590714	Je m’y mets.
1923201489	Laisse-moi faire.
1937383604	Juste un instant...
927052031	J’y serai dans un instant.
835132948	J’aime ce que tu me dis.
1385610568	Ça me semble pas trop difficile.
1481481790	Tout ou rien.
1232449434	Un jeu d’enfant.
1786948368	C’est du gâteau.
72285543	Ouais, ouais.
1685827545	Jusqu’à ce que le rideau se referme.
1550537889	Jusqu’à la fin du monde.
1019434027	Allons jeter un coup d’œil.
864653061	Je sens que tu as un plan.
486486846	Allons voir ce qui se passe.
690771917	Oh, ça va être drôle.
1213147799	Pas besoin de me cacher, ici.
2056917337	Libre comme l’air.
846219655	Oh, regarde ça !
138673515	Qu’est-ce qu’il y a, là-bas ?
1387730204	Oh, on va bien s’amuser.
1246083113	Avec plaisir.
1670670330	Restons discrets.
448905550	Bien sûr, ouais.
392538742	Espérons qu’ils ne remarquent rien.
473128901	Voilà la mariée fugitive.
1487172680	Je m’oppose à cette union.
1320575169	Vite, avant qu’il revienne.
695357504	Fais pas attention à moi.
753557832	Laisse un peu de place à la mariée.
1865467636	Je suggère qu’on se bouge.
2029317063	Sortie de scène par la gauche...
1737868768	J’en ai assez, des mariages.
1863119789	Tâchons de partir discrètement.
1236909571	Bon débarras, ce que j’en dis.
1125565533	Quittons cette fête minable.
1382403595	C’est pas encore terminé.
704377224	Ça, c’est pour mon oncle Ian.
1624123869	Ils m’arrêteront pas.
1179320911	Je vais régler ça à ma manière.
147496177	C’est nous contre le reste du monde.
197855356	C’est ici que ça compte.
1740505865	J’y arrive.
291055982	Concentre-toi, Kate.
1813541356	Je te rejoins tout de suite.
1971686413	Okay, laisse-moi un instant.
1472391659	T’inquiète pas, j’arrive.
9638538	J’aime pas les cages.
228490985	Changeons un peu les rôles.
113676065	Ces types vont recevoir une leçon mémorable.
660726503	Ils ont cherché des ennuis à la mauvaise fille !
557558137	Ils vont le payer cher !
376780566	Tu crois qu’ils savent nager ?
1343138774	Mettons-nous au travail.
2147421968	Je me demande où est ton ami ?
1882212706	J’ai l’impression d’être une détective.
1265696742	Continuons l’enquête.
1707205628	Ouvre grand les yeux et les oreilles.
1229471021	Prochain arrêt, quai 9.
1728849205	Il aura pas la moindre chance.
948972877	Je te couvre, Cooper.
386026856	Ne soyons pas trop pressés.
2126872838	Attaquons-le ensemble.
1003485380	S’il le faut...
398890799	Pour une fois...
1466311525	Ça suffit.
1987657234	Ne me cherche pas.
1844302886	Ugh. Partons.
84275103	Continuons un peu.
1109549760	On n’y peut rien... 
1700132170	Si vraiment je n’ai pas le choix...
881975632	Et voilà. Bien sûr !
1165586264	Bien. Merveilleux.
1182038495	Oh là là...
1318065378	Profitons un peu de l’instant.
1315819429	La grande scène n’attend que nous.
779994429	Usons de nos charmes.
1291065634	Honneur aux dames.
2142301115	Ne faisons pas attendre Frank.
1391925987	La traque commence.
402342032	Permets-moi, John.
2074946168	Laisse-moi faire, John.
1623166882	J’arrive tout de suite.
496270384	Je fais au plus vite...
1325023632	Je vais y arriver, tôt ou tard...
2110748125	Tu peux le faire, Katey...
798372414	Ce client-là est lourd...
1885273166	Ugh, d’accord...
466958999	Je vais y arriver...
1097499526	Je peux m’en occuper...
1107343615	Un petit coup de main, là...?
1377988221	Tu peux y arriver, Kate...
1964511647	Bien sûr.
1723954028	Parfait...
1563554498	Mhm... 
733202538	Allez... 
2085273548	Ça me plaît pas.
242197412	Ça va être un bain de sang.
1593282978	Un peu optimiste, peut-être.
167370488	Je peux toujours essayer...
2094519254	Espérons qu’il a la gueule de bois, lui aussi.
921800830	Ma tête dit non, mais après tout...
1710477248	C’est une mauvaise idée.
2037708763	Ça va mal se terminer.
1010221245	Je te demande pardon ?
432992996	J’ai peur de devoir refuser.
879538203	Non, vraiment pas.
2090250482	Ça ne va pas marcher.
1955584394	Je ne vois pas comment.
1508144170	C’est sans espoir.
2079597850	Hors de question.
707482112	Au diable tout ça !
1425364315	Impossible, mon chou.
1641557646	Sûrement pas.
340475843	Ça, ça ne marchera pas du tout.
1148573691	Non merci.
1390804503	Essayons autre chose.
679257712	Désolée... mais non.
1827738306	J’ai encore la tête embrumée.
1508247996	Je pense pas être capable de faire ça maintenant.
1485944239	Je crois pas, non.
1865569410	Pas question.
986703905	Pas comme ça, non.
1850790560	Peut-être qu’il y a un raccourci ?
57499880	Heu... J’ai pas trop la tête à faire un grand détour...
215288243	Ugh... Je crois que la route est barrée.
1318555555	C’est moi qui vois double, ou la route est barrée ?
1302862243	Je peux pas faire ça.
1031975555	Je peux pas passer par là.
568432083	Ça me paraît franchement suicidaire.
169385146	Il y a trop de monde, là-dedans.
546607681	On ferait une sacrée connerie...
2022799657	On sait tous les deux comment ça va se terminer, donc non.
1808611176	Je préférerais respirer un peu d’air frais, là, maintenant.
1461819240	J’ai vraiment pas envie d’avoir de la compagnie maintenant.
958568663	Il y a quelqu’un à l’intérieur.
638190424	C’est vraiment pas sûr, là-dedans.
2015078312	Elle est fermée à clé.
2072014933	Elle s’ouvre pas.
1252042839	Non. Elle est fermée à clé.
989858365	Elle est fermée à clé.
1617931077	Elle s’ouvre pas.
15011755	Non. Elle est fermée à clé.
688296262	Fermée à clé.
1132645307	Elle s’ouvre pas.
824250684	Non, il me faut plus de temps.
1207383684	Patience.
814126024	Presque prête.
959431809	Laisse-moi un peu de temps...
766350873	Désolée, mais je suis vraiment essoufflée...
1225353397	Patience.
1759891032	Faut que j’attende.
1048506751	Merde, je suis à court.
1078935375	On dirait bien que je suis à court.
754217181	Je n’en ai pas.
402017396	Plus de munitions. Génial.
163783771	Je suis à court. Merde.
1633915536	Et maintenant ?
1411920319	Qu’est-ce qu’on fait ensuite ?
549161645	Jusque là, tout va bien.
627338091	Bon, et maintenant ?
643025851	Ça marche plutôt bien.
572999759	Ça y est, c’est fait.
612972696	Je m’en suis occupée.
1513135500	Aucun problème.
380083472	Tu vois ? C’est parfait.
1133981523	Ça marche à merveille.
414721411	Tout est prêt.
1231705115	Ça devrait faire l’affaire.
1858120476	Merveilleux.
769673332	Ça s’est mieux passé que je l’aurais cru...
30463569	Je suis en train de récupérer un peu...
2146981015	Ça va devoir faire l’affaire.
679642602	Faudra que ça fasse l’affaire.
1911693808	Y’a intérêt que ça marche.
395130537	Alors ? Et maintenant ?
985439663	Navrée pour toi.
651681702	J’avais pas le choix.
173686364	T’aurais dû t’y attendre.
1456024441	Une fin violente, en effet.
977304608	C’est tragique, finalement.
1017245000	Je suis vraiment navrée.
849475662	Oh. Oups.
517414912	Ça s’est pas passé comme prévu...
523833572	Faisons comme si c’était jamais arrivé, d’accord ?
850853633	C’est fait.
2120561687	Je déteste ça.
1371345850	C’est fait. Avançons.
2052102857	Touche pas à la dame.
1275906933	Tes paupières sont lourdes...
1260918108	T’as bien besoin d’un peu de repos.
2116376549	Je m’en lasse jamais.
65844907	Ça devrait les assommer pour un moment.
1861981220	Je crois vraiment que tu devrais t’allonger.
1774449643	Fais de beaux rêves.
1395785862	Désolée. J’avais pas trop le choix.
