English	Inglese
672260910	Ehi, non è giusto.
1063834239	Signore?
1420353473	Io, signore?
902343973	Sì, capo?
419371526	Parla con me, capo?
451014280	Certo, signore.
1336846001	Ricevuto, capo.
1756795149	Assolutamente, signore.
261576546	Certo, capo.
1632132435	Va bene, capo.
2078739230	Grazie, signore.
1368608955	Ricorderò le sue parole, signore.
203942177	Gesù, che stronzo...
1861639196	D'accordo!
95519092	Oh, sì!
2116896335	Arrivo, tesoro.
134928667	Eh eh, fai strada.
222904239	Che fortuna.
1026426598	Ma guardati!
32302898	Bastardo fortunato.
1379183603	Sì, andate a divertirvi voi due.
49296558	Scusa, devo tornare indietro.
1864937448	Continuiamo dopo, va bene?
1440704666	Merda, devo tornare indietro.
923917538	Mi dispiace tesoro, non posso ora.
1170637228	Devo farmi un goccio.
1380049750	Mi andrebbe una sigaretta.
2089629584	Merda, sono stanco.
1274377328	Tutto tranquillo.
2139068928	Qui tutto bene.
1035857604	Il turno è quasi finito.
281865792	Un altro paio d'ore.
1800636415	Merda... che prurito.
1054532974	Mi annoio.
796253773	Mi servono stivali nuovi.
730230978	...
1627161931	...
1886324641	...
294420295	...
114550277	...
1732367680	...
257901154	...
1290743375	...
1668449216	...
1804882496	...
1997425982	Salute!
852731918	Eh, alla salute!
74058018	Tutto d'un fiato!
2045905136	Alla nostra!
465001388	Frank è di buonumore.
851257826	Quando ce ne andiamo?
1165259692	Big Ann è furba.
964683128	Voglio la mia parte.
1292661900	Che topaia.
622156910	Non mi fido di questa gente...
3907678	Tsk... gente ricca.
772754227	È il giorno del matrimonio.
1290974421	Il sindaco è morto, eh.
1145374930	L'assassino è ancora in libertà.
1671442724	Maledetta pioggia.
563897637	...! Che ranch enorme.
655177414	Sto congelando...
575942559	Ah... che freddo...
514845570	Devo tenere gli occhi aperti.
528123082	Frank è incazzato.
419430509	Che nottata.
1977711254	Maledetti stranieri.
1865261316	Terza cattura del mese.
484932874	Eh, mi piace la ragazza.
412330529	Faccio solo il mio lavoro.
1056024684	Mi piace questa città.
1857647037	Maledetti insetti.
1804579623	Tutto tranquillo nella palude.
1323469637	Sono bagnato fradicio.
255514242	Sta succedendo qualcosa.
1237389301	Non mi piacciono quelli nuovi.
65254281	Il caldo mi sta uccidendo.
930410374	Nel bel mezzo del nulla.
1453006084	Li prenderemo.
1923428619	Merda, che caldo.
890210459	Doppia paga, eh eh.
644889805	Chi ha bisogno di Frank?
876716575	Questa è vita.
2046013742	Come ai vecchi tempi.
1360798310	Come va?
836523643	Bene.
996293235	Ehi.
284118184	Ehilà.
1128227625	Tutto bene?
1615413794	Sì, certo.
1962349460	È successo qualcosa?
1357936223	No.
194070151	Hai una sigaretta?
1945845408	Mi dispiace. 
286076374	Andiamo a bere qualcosa dopo?
1337645239	Certo.
1170253809	Ci sono problemi?
1083689884	No. Niente.
1781665487	Giochiamo a carte dopo?
1227709986	Eh, ci puoi contare.
1656795185	Come va?
895928074	...non me lo chiedere.
227260824	Quando ce ne andiamo?
1911675148	Non lo so. Presto.
1120661080	Ehi, dov'è il whiskey?
1999341414	È finito ieri.
1923127956	Stavolta hanno mandato la scorta.
1893526892	Eh, non è servito a niente.
903666081	Vedi Big Ann?
2104919964	È sull'altopiano.
815716627	Gli abitanti hanno fatto problemi?
1766370551	Ah, vuoi scherzare!
494514657	Come te la passi?
953372556	Un altro giorno in questa topaia.
1870370654	Come va?
390910119	Tutto pronto per il matrimonio.
2127926880	Hai visto l'abito della sposa?
981894021	È il suo grande giorno.
148601268	Hai visto niente?
780151102	Non ancora. Stai attento.
649828033	Tracce degli assassini?
1878894272	Dovranno vedersela con me.
2047179372	È un ranch grande, eh?
475254796	Ne ho visti di più grandi.
284886531	Doveva piovere per forza, eh?
934623264	Sei fatto di zucchero, per caso?
1784400669	Tutto bene?
791360492	Mi sta venendo il raffreddore.
444852758	Hai sentito di Flagstone?
1362910743	Sì. Maledetti campagnoli.
2000504381	Pensi fosse solo?
264087932	Non ne siamo sicuri, quindi stai attento.
986757467	L'hai visto?
821083640	Sì. Un cacciatore di taglie del cazzo.
2124300031	Sai che sta succedendo?
1956349303	Secondo me sono state le streghe della palude.
1552781195	Pensi sia vero? Il diavolo?
214174165	Non ci voglio pensare.
1207288509	Secondo te possiamo farci la ragazza?
1210674820	Il capo ti taglia il cazzo.
1788691191	Perché ci metti tanto?
1617630769	Qualcuno è rimasto indietro.
463046317	Hai saputo cosa fare?
142183412	Certo. È tutto pronto.
1736614022	Dragon's Den dopo il turno?
1816157124	Eh eh, ci sto.
809606388	Hai sentito delle streghe della palude?
1748943522	Credi in queste stronzate?
1032767443	Che è successo alla squadra di Baxter?
74853611	L'ultima che hanno preso ha creato problemi.
892812748	Ti chiedi mai che succede su quella nave?
269995650	Non ci è dato saperlo.
1683253584	Che problemi ha Frank?
1084552811	Sta rimuginando su qualcosa.
233433875	Che succede con quelli nuovi?
1307966936	Frank ci aveva avvertito che avremmo avuto problemi.
1487915946	Hai sentito di New Orleans?
1601427539	Si sente di tutto, ultimamente.
692845507	Pensi che passeranno da qui?
286779195	DeVitt ne è certo.
113362329	Frank non scherzava su questi qui.
1951702357	Li prenderemo.
178772890	La gente ricca ti fa innervosire, eh?
1209879289	Chiudi il becco.
943622691	Non riesco a credere che ci pagheranno il doppio.
74774866	Già. Frank se lo sta perdendo.
554084832	Pensi che verranno?
1189233292	Frank dice di sì.
2018112649	Mi ricorda i bei vecchi tempi.
1534366620	Già. Fa sempre un caldo fottuto.
1060227886	A quanto pare è stata la sposa a sparargli...
1496535863	Merda, e proprio il giorno del matrimonio. Dobbiamo trovarla.
921839085	Non pensavo che Miss O'Hara ne fosse capace...
996816712	Si starà nascondendo da qualche parte. Occhi aperti!
936095408	Vedi niente di sospetto?
201725294	No, niente. La sposa è ancora in fuga, eh eh.
117582150	Quella puttana. Ha davvero sparato al sindaco?
1251047427	Sì. Continua a cercare! Dev'essere ancora qui.
540585923	Non sarà difficile trovarla con quell'abito da sposa.
1353914458	Non l'abbiamo ancora presa. Stiamo in guardia.
1028405653	Gli ha sparato con quel vecchio fucile che tiene in ufficio.
1611919943	Quella sì che ha fegato. Peccato che dobbiamo ucciderla.
1854882121	Miss O'Hara sta scappando! Tenete gli occhi aperti.
1234296461	Ha davvero sparato a Higgins? Wow...
7834109	Capelli rossi, abito da sposa insanguinato...
467478339	Non ci si può sbagliare. Sparatele a vista.
966422218	Dobbiamo trovarla. Higgins è morto, maledizione.
1495710882	Sì, la pagherà cara.
2109723010	Te lo dico io, non finirà bene.
1509985887	Sì, l'ho saputo.
2068299874	Lascia fare ai professionisti.
935803957	Così si fa.
1861227825	Non dirlo a nessuno, va bene?
913637605	E l'altro?
856588734	Alla lunga non importa.
315666041	Ascoltami un attimo.
566457308	Certo, ma ora che succede?
1884479842	Non ti preoccupare, ci sono già passato.
1713338976	Non ti seguo.
713366497	Non riesco a credere che me lo sono fatto sfuggire.
1175114786	La differenza è proprio questa.
721976027	Eh eh, te l'avevo detto.
1793134620	Non può essere vero, giusto?
211114732	Puoi crederci, bello.
1448045880	Sì, ma non è una novità.
1439857118	Si sente di tutto.
1207545225	I tempi cambiano.
2134374463	È la prima volta che lo sento.
1303882750	Che stavo dicendo?
939821502	Ho perso il filo... ah, sì.
1700226097	Come stavo dicendo...
1752769007	Giusto, dove eravamo rimasti?
1203340672	Dove ero rimasto...
1638297584	Da qui non si passa.
20858982	Non c'è niente da vedere! Smamma.
1283621406	Non puoi stare qui. Muoviti!
329956998	Non provare neanche a superarmi.
816115036	Non entra nessuno.
1046898035	Stai indietro, non c'è niente da vedere.
1359674749	C'è qualche problema? Stai indietro.
1644650277	Che hai da guardare? Vattene!
1671762905	Non un altro passo, capito?
1401596302	Ah, vuoi entrare lì? Peccato.
1324966735	Questo posto è della compagnia adesso. Allontanati.
323072639	Indietro. Maledetti campagnoli.
325318161	Non sei sulla lista degli invitati.
829184181	Il sindaco è occupato. Torna più tardi.
1378008774	Non hai un appuntamento.
1325910655	Affari della compagnia. Stai indietro.
1792941813	Non puoi stare qui. Vattene.
2129695484	Indietro. Sono ammessi solo i membri della compagnia.
148756671	Di qui non si passa, feccia.
1252027140	Tornatene nella tua tenda, stronzo.
918116182	No. Ti chiameremo quando inizia il tuo turno.
429496633	Mi dispiace, questa zona è vietata per gli ospiti.
226362641	Rimanga con gli altri ospiti, per favore.
103925047	Da qui non si va alla festa, capito?
1388549514	Stupido!
1272702855	Avresti dovuto ascoltarmi!
289310448	Mossa sbagliata!
694699618	Oh, no!
1513143384	Ehi, ti avevo avvertito!
562902742	Aspetta, non va bene!
1637479896	Ehi, che stai facendo?
1922583158	Ma davvero?
860636713	Piantala, stronzo!
727299385	Oh, pensi di essere divertente?
1224334179	Abbiamo un buffone qui!
650826372	...
1997656426	...
1279924784	...
297059346	...
1097800010	...
51774941	...
303976689	Avverti gli altri!
968230554	Mi servono rinforzi!
1324765054	Mi farebbero comodo dei rinforzi!
1950842680	Venite presto!
803033645	Servono rinforzi!
910372573	Aiuto!!!
750660786	Da questa parte, ragazzi!
2137109490	Abbiamo un problemino qui!
150216865	Eccoli!
687331201	Ragazzi! Da questa parte!
1628192905	Attenzione!
1212667010	Facciamoli fuori, ragazzi!
533416098	Allarme!
1694076772	Rinforzi! Perché ci mettono tanto?
1322718177	Niente rinforzi, maledizione!
1359916594	Dove sono i rinforzi quando ne hai bisogno?
589974762	Che è successo ai rinforzi?
1739492578	Niente rinforzi! È finita!
69094762	Ve la cavate bene da soli.
1122722463	Torniamo indietro. State attenti.
1923846337	Qui abbiamo finito. Ci vediamo.
72547641	Continuate così. Noi torniamo indietro.
1981558385	Pensateci voi.
417513070	I problemi sono spariti, eh? 
1081805572	Niente di strano... torniamo al lavoro.
1410422818	Sono scappati... meglio non dirlo a nessuno.
557791051	Li abbiamo persi...
1252564015	Quei codardi sono scappati...
1496325374	Non ci fermiamo. Sono ancora nei paraggi.
2031440142	Potrebbero attaccarci da un momento all'altro.
1258335784	Torneranno, state attenti. 
693886545	Non è finita... state pronti.
1857679926	Occhi aperti. Sono ancora qui.
947066027	Lassù! Attenti!
773920974	Guardate! Lassù!
300998087	Attenti alla testa! Sono lassù!
2120872620	Ti credi furbo, codardo?
1948907794	Ehi, non è giusto!
821966671	Oh, aspetta che arrivo lì e vedrai!
535224653	...!
669364225	...!
78993317	...!
1648510662	...!
2001466419	...!
191522791	...
663092135	...
945209431	...
1419953129	...
1473819595	...
220910532	...
441172027	...
1690804774	...
1781332867	...
80370395	...
27163129	...
2008979577	...
1619546593	...
1015881300	...
287174628	...
75947838	...!
97761716	...!
855908367	...
1383581403	...
1582753503	Impossibile! È morta!
1123653080	È morta. Maledizione!
28522107	Merda... è morto.
514691591	È andato. 
565421932	Un cadavere!
1976862869	Sembra morto... merda...
752879568	È stato ucciso da uno dei nostri.
773545076	C'è una talpa tra di noi!
245081361	È stato ucciso. C'è un traditore tra noi?
496165250	Povera ragazza! Quel traditore la pagherà.
1285274419	L'ha uccisa un disertore!
1567801637	È morta... troverò il traditore!
1538985396	Un cadavere! Qualcuno ci ha tradito!
637204868	È stato uno di noi. Merda.
310264351	C'è la mano di un traditore qui.
1214086642	C'è una talpa tra di noi!
1520714975	Che diavolo...?!?
1190335874	Oh, ma dai!??
1675332418	Santo cielo?!
411996161	Di chi sono queste tracce?
781267164	Eh? Ci sono delle impronte!
174058026	Ho una pista qui!
1391686785	Tracce sul terreno...
648534757	Qualcuno ha lasciato delle tracce!
1090134590	Eh? Si sono spente le luci?
1379985351	Eh? È stato il vento?
704577472	Mi conviene riaccenderla.
82297582	Molto divertente. Spegnere le luci...
155367660	Strano, si sono spente le luci...
717732693	La pagherai!
1775872405	Muori!
788564859	Te la farò pagare!
240124663	Te ne pentirai!
1354623734	Non ti azzardare!
53832331	Maledetto fuorilegge!
777989255	È una trappola!
1424298890	Attenti! Hanno posizionato delle trappole!
1355884301	Attenti a dove mettete i piedi!
416890083	Merda! Un'enorme trappola per orsi!
46665410	Trappole? Che bastardi!
342919589	Cecchino! Giù la testa!
522719962	Hanno un cecchino!
2074145047	Attenti! C'è un cecchino!
1056434976	Whoa! Un tiratore scelto!
1895324781	Attenti! È un cecchino!
40079327	Que-questa è opera del demonio!
895061345	Che vuol dire?
1825490617	Cos'è questa stregoneria?
490464499	Stregoneria?!? Non può essere altro!
580525605	Cos'è questo maleficio?!?
282755783	È opera del demonio!
989422607	Hai perso la testa?
534142352	Che ti prende?!?
599122563	Sei fuori di testa?
918740782	Maledetto disertore!
1140716429	Allontanati, traditore!
2005213326	Smettila!
685439085	Hai perso la testa?
35930169	Traditore!
420355946	Non ti azzardare!
1575205749	Ti vedo!
799367786	Preso!
1530123667	Fermati!
352135559	Mani in alto!
923813895	Ehi, tu!
2102849944	Fermo dove sei!
1069257919	Ti ho preso!
999578689	Tu! Fermo dove sei!
254817674	Eccoti!
1813564096	Maledizione. Ci hanno trovato!
83508213	Stai cercando Frank?
1532706860	Ne ho trovato un altro!
357103085	Vuoi fare l'eroe?
1327925540	Per Big Ann!
1930245158	Maledetto fuorilegge, sei in cerca di guai?
190737901	Questo posto è nostro!
1655021040	Sono quei due buffoni!
1497157122	Ci intrufoliamo al matrimonio, eh!?
478267494	Oggi non vogliamo problemi!
911311744	Eh? Non sei stato invitato!
1727539086	Abbiamo gli assassini!
1078940092	Eccolo! L'assassino!
1646249038	Avete ucciso Higgins!
538142315	Ce ne sono altri!
421107369	Merda! Imboscata!
1153548330	Attenti! Stanno tramando qualcosa!
1676903211	Non vi è permesso stare qui!
1130198570	Intruso! Ehi!
629361786	Ehi, tu! Non si passa!
757588247	Non vi è permesso stare qui!
1164463653	Ce n'è un altro!
2036630362	Che ci fa qui un ragazzino?!
402933650	Ehi, piccolo! Fermo dove sei!
797504096	Ti ho trovato, teppista!
1802059020	Frank aveva ragione!
1423127020	Mani in alto!
341052416	Fermo! Bandito!
1950647588	Ti ho visto, f-fuorilegge!
962229844	Eh?!? Come hai fatto a uscire?!?
90172133	Abbiamo un fuggitivo!
182084477	Non te ne andrai di qui!
1900321037	Questa zona è vietata!
261030710	Fatti i fatti tuoi!
324871433	Rubi segreti alla compagnia, eh?!?
2107549895	Tu non sei della compagnia!
272344768	Pagherebbero una bella cifra per te!
1494490460	Guarda! Carne fresca!
563174000	Ti rinchiuderemo per sempre!
1636202382	Da qui non può passare nessuno!
1687065456	Il quartiere è sotto coprifuoco!
429992108	Chi ti ha fatto uscire?!
392599331	Stanchi di scavare, eh?!
1142734848	Non te ne andrai da qui!
2058003885	La tua piccola gita finisce qui!
563141744	Pensavi ti avremmo lasciato scappare?! 
1137920410	DeVitt vuole farti fuori!
1724949525	Non sei sulla lista degli invitati!
544625261	Non ti intrufolerai alla festa!
1339131158	Volevi entrare, eh?
455603580	Non è permesso!
1785179457	Merda! Sono loro!
1604851240	È la banda di Cooper!
2030696735	Non mi avrete!
1270946047	Sei venuto fin qui per morire!?
984117056	Ti vedo, cowboy!
1436082882	È Cooper! Presto!
1621166818	È quello grosso!
1595709291	Hector! È qui!
996922978	Resta dove sei, dolcezza.
520380984	Ferma, O'Hara!
1034437573	È quel maledetto dottore!
1814849382	C'è McCoy qui!
763446395	Laggiù! È la strega!
111322195	Fermati, puttana voodoo!
407469538	È Moreau!
995851642	Ehi, ragazzo! Non dovresti essere qui!
1446291070	Fermo dove sei, figliolo!
1997286731	Maledizione! Lo sceriffo!
1736924114	Lo sceriffo?!? Non eri in gabbia?!?
447181357	Un attimo... chi c'è dietro di me?
1744777944	Un attimo... ho qualcuno alle spalle?
629612310	C'è qualcuno qui vicino. Lo sento...
2081350342	Toccami e ti sparo!
1085021774	Ahia! Cosa è stato?
88277665	Ma che?!? Allontanati!
533726951	Whoa! Un bastardo furtivo!
1103717288	Ecco dove ti nascondevi!
464067447	Ti senti furbo a nasconderti qui?
157864457	Ti nascondi? Non da me!
1031683945	Che ci fa una cosa del genere qui?
293571649	Dev'esserci qualcosa di valore dentro...
365720673	Che bella scoperta...
1962993431	Interessante... chi l'ha persa?
1677762865	Chi lo trova se lo tiene!
1235277528	Eh? Cosa c'è lì dentro?
957586585	È una borsa grande!
117011912	Oh? Interessante!
2133672857	Ah... diamo un'occhiata.
2131105379	Ehi, tutto bene?
303774637	Che le prende, perché se ne sta lì sdraiata?
601437564	Sveglia, bello!
391515428	Qualcuno l'ha steso!
252305833	Alzati, pigrone!
1520315910	Tutto bene?
2126586263	Il traditore! Sono sicura sia lui.
1909161177	È stato lui.
568649070	Non ha fatto molta strada, eh?
1600531337	È stata lei. Me l'aspettavo!
327484984	Il traditore! È stato stordito!
1155127176	Quaggiù. Ho trovato il traditore.
599605479	Sei stato tu! Non mi sei mai piaciuto.
1984096465	Eccoti! Ti sta bene!
444468657	Non farà più male a nessuno.
1364435435	Per adesso ti lascio qui.
66148450	A te penserò dopo.
1471995716	Ti sta bene, traditrice. Resta qui per ora.
301805015	Di te mi occuperò dopo.
120068481	Bello stretto!
2056311378	Chi l'ha legata?
782512593	L'hanno legata!
559367249	Maledizione. Legato come un salame!
1566878282	Qualcuno l'ha legato!
1705783842	Maledetto figlio di buona donna, ha legato uno dei nostri!
276402003	Aspetta, ti slego.
598695974	Eh? Dov'è andata?
2092282829	Mmm, non era qui prima?
2130714936	Mmm, mi sono allontanata un secondo...
81298630	Eh? Era qui un attimo fa.
222160321	Perché tutti gli uomini mi lasciano?
1231440652	Ugh, dov'è finito?
493360499	Ehi, non lasciarmi a fare il lavoro sporco!
296286439	Molto divertente... smettila di nasconderti.
877599471	Va bene, non è per niente inquietante...
2095817478	Ehi, svegliati, pigrone!
2085200119	Hai dormito bene? Alza il culo!
1629890106	Eccoti! Pigro bastardo!
1541838480	Ecco qua. 
1587524749	Hai visto chi ti ha legato?
1512968475	Ho sentito qualcosa!
400357968	Eh?
872496089	Avete sentito?
1512246792	Che cazzo? Chi è stato?
810210413	Fate scherzi a una signora?
464896526	Spari! Che succede?
46871952	Uno sparo!
1429347328	Siamo sotto attacco!
968083639	È stata un'esplosione forte!
774498188	Dinamite? Che succede?
428948956	Hanno la dinamite! Attenti!
1923561638	Eh? Chi va là?
1716641214	Ho sentito qualcosa!
575083274	Fatti vedere!
1674523929	Vengo a prenderti!
1334312422	Lo trovi divertente, eh?
151279783	Va bene, per te è finita!
1492793541	Eh? Sta succedendo qualcosa...
1438946274	Che strano rumore...
1358746264	Non l'ho mai sentito prima...
683754922	Che sto facendo?
1828598738	Non importa.
1505163385	Che stupidaggine.
1006025375	Giochi a nascondino?
1164573094	Aspetta un attimo. Vengo a prenderti...
299558125	Devi essere qui da qualche parte...
631035378	Sei qui. Lo so.
339452515	Non ci andrò piano con te.
1552986833	Sono svenuta? No, qui c'era qualcuno!
1517437695	Maledizione... la mia testa. Ti troverò!
1970926035	Te la farò vedere io...
1601189182	Appena ti metto le mani addosso...
648970443	Non si tratta così una signora!
774025025	Non puoi nasconderti per sempre.
1537587768	Vieni fuori, codardo!
2133963949	Cosa cerchi di dimostrare?
4006806	Non siamo un po' troppo grandi per giocare?
5573205	Avanti, non peggiorare le cose.
2121149188	Fammi un favore e arrenditi.
1519623571	Non puoi fregarmi.
776109187	Avanti, mi sto stancando!
1171542764	Non andrai lontano.
40374583	Risparmiaci la fatica e arrenditi...
278431273	Dovrai venir fuori prima o poi.
372639405	Vieni fuori, coniglio.
255397480	Aspetta che ti metta le mani addosso...
1513770214	Ti prenderò, te lo prometto.
1162281689	Maledetti codardi...
4052396	Hai forse paura di me?
1336973318	Far aspettare una signora. Non ti hanno insegnato le buone maniere?
2045956463	Abbi un po' di dignità e battiti!
1172847170	Vuoi giocare ai cowboy, figliolo?
1232002198	Sei cibo per gli avvoltoi, ragazzo.
1786509530	Hai fegato, te lo concedo.
117686383	Non ti faccio niente, promesso!
1177441163	Saresti dovuto scappare.
224694172	Hai perso l'occasione per fare silenzio!
1564626914	Stai lontano dal nostro bottino!
1344683649	Siamo la banda di Big Ann! Ti conviene scappare!
267236721	Ti sei messo contro una donna della compagnia.
1139045779	Ti conviene lasciare Flagstone prima che ti trovi.
1313728608	Ti impiccheremo dal campanile.
343351255	Sì, vatti a nascondere nel fango...
104708902	Che brutta cosa, rovinare un matrimonio!
2108494088	Se Higgins lo viene a sapere siamo nei guai!
1498495943	Higgins non ci andrà piano con te!
661342927	Higgins non te la farà passare liscia!
1381150478	Bel modo di annullare un matrimonio!
329401955	Non potrai mai uscire da qui!
860976323	Poteva essere una così bella giornata...
490179201	Non l'avrei sposato neanch'io. Ma non è una buona scusa!
622464132	Questo posto è nostro, ti conviene scappare...
917893438	Il tuo ranch è della compagnia, ora.
2100439523	Cosa cerchi di dimostrare?
1287848403	Su, non peggiorare le cose.
1919776286	Siete quelli di Flagstone, vero?
1160121113	Siete in una proprietà della compagnia di DeVitt.
1838429000	Cosa ci fate qui? Siete sabotatori?
1665526397	Maledetti vandali, venite fuori!
790672111	Non vuoi che facciamo male al tuo paparino, vero?
807179287	Oh, Frank sarà contento!
85462254	Vieni, ragazzo! Non mordo.
1988259407	Scommetto che il tuo papà è orgoglioso di te...
1785647156	Venite fuori, demoni!
877661728	Fatevi vedere! Mani in alto!
443529872	Questa è una città onesta! Arrendetevi!
1589099088	La legge è dalla nostra parte!
1010355266	Continua a nasconderti e ti mangeranno gli alligatori.
950927763	Avanti, non rovinarci la giornata.
719572044	Spero che affoghi nel fiume!
648019389	Abbiamo sempre i tuoi amici, ricordi?
411701309	Questo è affare della compagnia di DeVitt!
1240217714	Non metterti contro la compagnia di DeVitt...
1564344763	Posto sbagliato nel momento sbagliato.
744476612	Abbiamo una bella gabbia che ti aspetta!
905694226	Posto pericoloso per aggirarsi di soppiatto!
292523126	Sei pronto per una bella gabbia!
199043485	Nessuno lascia Queen's Nest!
1228481770	Se ti spariamo è colpa tua!
256714908	Questo è un affare ufficiale della compagnia di DeVitt!
2104741658	Non si può entrare in questo quartiere!
557211357	Se ti spariamo è colpa tua!
1454907918	Questa miniera sarà la tua tomba.
124452350	Frank ci aveva parlato di te!
1057339553	Nessuno è mai scappato da qui.
407233368	Appartieni a DeVitt ormai.
2814878	Fine della storia!
797965340	Ti stavamo aspettando!
1500190365	Se stai aspettando il treno, puoi scordartelo.
1836482292	Il treno non si ferma qui. Arrenditi!
354349021	DeVitt sarà molto arrabbiato con te...
901409971	Qualcosa mi dice che non sei stato invitato.
54236550	Questa è proprietà privata!
1553926137	State disturbando gli ospiti, eh?
2029206561	Vieni fuori... Frank muore dalla voglia di vederti...
779333142	Frank ci aveva detto che saresti venuto.
963638381	Non mi arrenderò senza combattere!
1172043448	Vieni fuori... Frank muore dalla voglia di vederti...
475701054	Forse è in questo cespuglio...
263080542	Ci nascondiamo nei cespugli, eh?
1836673666	Ti conviene non essere lì!
1491255581	Si sono mosse le foglie?
525330023	Quel cespuglio si è mosso?
1513448789	Ti trascinerò fuori da lì.
1474791609	Scommetto che sei lì...
893764618	So che sei lì!
1492305414	Forse dentro?
2102207124	Posso entrare?
831841175	Forse sei... qui dentro?
1442960160	Ci nascondiamo al calduccio, eh!?
378476087	Questo sarebbe un bel nascondiglio...
1668953123	Pensavi che nessuno ti avrebbe cercato qui?
35357383	Uh... è frustrante...
1413591519	Ho di meglio da fare.
1999014576	Niente... merda.
1659373676	A quanto pare se ne sono andati.
548845493	Non sono in vena di scherzare...
1964248036	Va bene, hai vinto. Per questa volta...
529070869	Ti sparerò la prossima volta.
124655095	Basta. Non è un mio problema.
153534345	Devo tornare alla mia postazione.
799844223	Maledizione... li ho persi.
792565262	Che perdita di tempo...
111114383	Hai paura di me? Bene. Stai alla larga!
748899062	Torna quando avrai trovato il coraggio.
1396987210	Qui non c'è nessuno. 
355815322	Mi sto annoiando.
641021955	Ora che ci penso... a me che importa?
676376728	Stavolta ho vinto io.
890907453	Al diavolo... me ne vado.
575676729	Oh, odio questo lavoro!
1540844343	Me ne vado. È ridicolo.
340184824	A quanto pare non c'è nessuno.
1031427190	È troppo lontano.
1847475966	Me ne starò qui.
1734049054	Non sono in vena di camminare.
758232536	Sto bene qui fuori.
2099038314	Me ne starò qui fuori.
954929287	Non posso entrare.
1687693194	Non sono in vena di camminare.
580718874	Ho tanto da fare qui. 
243326058	Me ne resterò qui.
2060638451	Ora che ci penso... a me che importa?
173467511	Sì, troppo difficile.
979385948	Non mi pagano abbastanza.
473034729	Ehilà? Sei ancora qui?
1132532949	Qualsiasi cosa abbia fatto, mi dispiace.
1064448566	Molto divertente, ti nascondi...
1822116172	Mmm... sarà andato a comprare le sigarette!
1763957788	Tornerà in tempo.
1524028109	Va bene. Come vuoi.
1214802687	Eri qui per tutto questo tempo?!
1462209778	Ehi! Mi ero preoccupata!
2041502425	Eccoti! Non andartene all'improvviso!
549996112	Oh, cazzo!
68296730	Che giornata di merda...
623484324	Maledizione! Che altro può andare storto?!?
21339042	Santo cielo!
737086831	Non va bene!
1825753320	Troppo tardi...
1113146002	Com'è potuto succedere, così all'improvviso?
1993530896	C'è qualcosa che mi puzza in quest'incidente...
543087491	Maledizione... non è il momento per una cosa del genere.
1858013314	Impossibile...
922922847	Non posso farci niente.
450873545	Me ne vado, prima che mi facciano ripulire. 
293736966	Non si poteva evitare. Devo tornare indietro.
1513177208	Che casino...
424528151	Dovrebbero pagarci di più...
289444806	Beh, non è un mio problema.
2143908574	Non mi piace. C'è qualcuno là fuori.
247139717	Merda. Spero non succeda a me.
716647305	Maledetti O'Hara. Hanno messo delle trappole.
1231408022	...
776539660	...
1634478446	...
1639375325	...
966368762	...stavo riposando gli occhi!
1077359445	...uh fermo! Sono sveglissima!
947253814	...uh... chi va là?
378069037	...maledette pesti!
1662688952	...
1324379934	...
689479100	...
1846190201	...
1186660601	...
1038154253	...
2133241979	...
1335411469	...
1004693319	...
258975415	...
528917574	...
517924339	...
1080043453	...
101166473	...
512618479	...
171745174	Oh... la mia testa.
1709249544	Cos'è successo?
1748403925	Ahia...
1288199806	Mi rimarrà il bernoccolo...
1342502809	Ahia...
286211478	Eh?
858553477	Laggiù...
1486810442	Cosa è stato?
269614348	C'è qualcosa...
1906324819	C'è qualcosa lì?
1973827583	Mmm...
1238418971	Avrei giurato che...
716723162	E ora?
581258694	Un attimo, ma è...?
1980480352	Era...?
612377850	Uh!
1751084122	Stiamo scherzando?
771675597	Aww... ciao piccolo...
155901563	Ma ciao... sei un randagio, eh?
1691873690	Ciao, micio. Da dove salti fuori?
1323032519	Oh! Mi hai fatto spaventare, sai!
422054155	Aww... rimani un altro po', ti va?
21919508	Buona fortuna! Stai attento ai cani.
911945144	Ciao, ciao, gattino.
2008514698	...maledetti bastardi!
2070646966	...te ne pentirai!
1617750218	...che razza di strategia, codardo!
493708682	...
1177863073	...
193681836	...
136319260	Strani... sussurri...
1295884635	Mi sento allegra...
1882533400	Chi sta parlando?
744601751	Sono frastornata...
1762080388	Voci nella testa?
139051152	Non mi sento molto bene...
1151434997	Faccio come mi viene ordinato...
1665590860	Eh eh... che vuoi da me?
1516466982	Sono in... missione...
1320782196	Uh... chi va là?
169311397	Oh... sei tu... 
1556629236	Siamo amici?
1431941238	La mia preferita.
2037903510	Posso fare tutto...
2054549995	Ho seeempre voluto farlo...
1625854207	Eh eh... sono brava.
838461584	Non riesco a sparare bene. Ma non importa.
1502776408	Va bene!
760668215	Va bene.
1279280042	Uh-huh.
2090832793	D'accordo.
774719861	Vado.
2092235891	Se lo dici tu.
1744070415	Ci sono.
602788985	Ci penso io.
573873862	Hai ragione.
1864138381	Dovrei proprio farlo.
1629262062	Non so come...
1563645213	No...
767507631	Non credo proprio...
19156130	Meglio di no.
1726858841	Non capisco come...
1105853897	Così, eh?
1510286891	Fatto...
53308589	Così?
77441603	Ci penso io.
1605726962	Uh... mi tremano le mani...
541789997	Piano... piano...
