English	Englisch
1822001912	Ja. Frank verpasst was.
338364539	Meinst du, sie kommen?
424674975	Frank sagt, sie werden kommen.
669746868	Erinnert mich an die guten alten Zeiten.
1271846511	Jau. Aber immer noch verdammt heiß.
104286188	Offenbar ist er von der Braut erschossen worden ...
1422439916	Scheiße, und das an ihrem Hochzeitstag. Wir müssen sie finden.
1446886158	Ich hätte nicht gedacht, dass Miss O’Hara zu so was fähig ist ...
1668377706	Sie muss sich doch irgendwo verstecken. Halt die Augen offen!
1913027358	Hast du irgendwas Verdächtiges gesehen?
738280091	Nein, nichts. Die Braut läuft noch immer frei herum, hehe.
1426146751	Diese Schlampe. Hat sie wirklich den Bürgermeister erschossen?
1549538676	Ja. Weitersuchen! Sie muss immer noch hier sein.
2012721627	Mit dem Hochzeitskleid sollte es nicht schwer sein, sie zu finden.
1143624651	Wir haben sie noch nicht. Suchen wir weiter.
1843428385	Hat ihn mit der alten Schrotflinte in seinem Büro erschossen.
1936547703	Verdammt, die hat Mumm. Schade, dass wir sie umlegen sollen.
1352042588	Miss O’Hara ist auf der Flucht! Halte die Augen offen.
522310545	Hat sie wirklich Higgins erschossen? Wow ...
103201151	Rote Haare, Hochzeitskleid voller Blut ... 
74670632	Die kann man nicht verwechseln. Wenn du sie siehst, schieß.
1297602041	Wir müssen sie finden. Higgins ist tot, gottverdammt.
2044734072	Ja, dafür wird sie bezahlen.
1578414201	Ich sag dir, das geht nicht gut aus.
2108133839	Ja, hab ich auch gehört.
443571602	Das sollten wir den Profis überlassen.
187401267	Ganz meine Worte.
1191804181	Niemandem davon erzählen, verstanden?
279608651	Was ist mit dem anderen?
701868283	Macht auf Dauer keinen Unterschied.
1569484848	Hör mir halt mal zu.
54341981	Klar, aber was jetzt?
418056327	Keine Sorge, das kenn ich schon.
217325324	Weiß nicht, ob ich dir da folgen kann.
1069428395	Wie konnt ich das nur verpassen.
1380438983	Genau das ist der Unterschied.
461534641	Hehe, hab ich doch gesagt.
853763718	Das stimmt doch nicht, oder?
118322569	Solltest du besser glauben, Kumpel.
667805784	Ja, aber das ist nichts Neues.
1059979492	Man hört in letzter Zeit so alles Mögliche.
968670037	Die Zeiten ändern sich wohl.
1436242778	Das ist mir neu.
908553193	Also, wo war ich?
1791293762	Hab den Faden verloren ... Ach, ja.
2004673450	Wie ich gerade sagte ...
1667831110	Also, wo waren wir?
1884314074	Um darauf zurückzukommen ...
930764229	Hier kommst du nicht durch.
916351686	Hier gibt es nichts für dich, Kumpel! Hau ab.
1964995818	Du hast hier nichts verloren. Weitergehen!
17695717	Versuch erst gar nicht, an mir vorbei zu kommen.
1144249091	Hier kommt niemand rein.
177540880	Verpiss dich. Hier gibt es nichts zu sehen.
732754616	Gibt es hier Probleme? Zurücktreten.
2068989547	Was guckst du so? Penner!
980239797	Bis hierhin und nicht weiter, verstanden?
1667774997	Oooh, willst du hier rein? Pech.
1008449212	Das hier gehört jetzt der Company. Hau ab.
1988533693	Hau ab. Verdammte Scherzbolde.
1826065498	Du stehst nicht auf der Gästeliste, Kumpel.
975352923	Der Bürgermeister ist beschäftigt. Komm später wieder.
1271531463	Du siehst nicht aus, als ob du einen Termin hättest.
72625259	Nur für Angehörige der Company. Zurücktreten.
2080317567	Ihr habt hier drin nichts verloren! Geht.
682819404	Hau ab. Nur für Personal der Company.
1305094070	Du kommst hier nicht raus, Abschaum.
318248945	Zurück zu deinem Zelt, Arschloch.
1388502790	Uh-uh. Wir holen dich schon, wenn deine Schicht anfängt.
180048053	In diesem Bereich ist für Gäste der Zutritt verboten.
1675029794	Bitte bei den anderen Gästen bleiben, ja?
699466649	Hier geht es nicht zur Feier, verstanden?
298276346	Bist du blöd?!
1249180134	Hättest hören sollen!
84054034	Ganz schlecht!
1941206149	Oh, nein, das tust du nicht!
172523828	Hey, was hab ich denn gesagt?!
1352046943	Moment, so nicht!
1096503910	Hey, was machst du da?
1455221509	Meinst du das ernst?
931810796	Lass das, Arschloch!
1307046494	Ach, du hältst dich wohl für besonders lustig!
697079333	Wir haben hier einen Scherzbold!
1276080843	...
1230536447	...
2043038091	...
383518713	...
1945786022	...
637413410	...
216075907	Alarmiert die anderen!
722770101	Ich brauche Verstärkung!
69780905	Etwas Verstärkung wäre nicht schlecht!
750248021	Kommt schnell her!
1366232022	Holt Verstärkung her!
1611573496	Ich brauche Hilfe!
2135702854	Hier, Leute!
1805857734	Wir haben hier ein kleines Problem!
242699465	Da sind sie!
1565405747	Alle Mann! Hierher!
337056830	Alle Mann aufpassen!
1075208915	Wir müssen sie ausschalten, Jungs!
1113532229	Alarm!
1646646868	Verstärkung? Was dauert da so lange?
1051402393	Keine Verstärkung, verdammt!
629258753	Wo ist die Verstärkung, wenn man sie braucht?
261945194	Was ist mit der Verstärkung passiert?
204550372	Keine Verstärkung! Das war es!
1868738050	Offenbar kriegst du's alleine gut hin.
1440823574	Wir gehen zurück. Halte die Augen offen.
1392296313	Ich bin hier fertig. Bis später.
551131813	Immer weiter so. Wir gehen zurück.
1394075441	Wir überlassen das dir.
1502591513	Das Problem scheint sich in Luft aufgelöst zu haben, hm? 
1007205214	Nichts Verdächtiges ... Zurück an die Arbeit.
860694069	Sie sind entkommen ... Am besten verschweigen wir das.
1615072423	Wir haben sie verloren ...
1888426244	Die Feiglinge sind abgehauen ...
3509020	Hier wird nicht gefaulenzt. Die sind noch in der Nähe.
228624578	Die können jeden Moment irgendein krummes Ding versuchen.
96984439	Die kommen bestimmt wieder, passt also gut auf euch auf. 
1224904407	Das ist noch nicht vorbei ... Haltet euch bereit.
326011087	Augen auf. Die sind noch hier.
1589644549	Hier ist irgendwas im Busch. Gut aufpassen.
1121929744	Vorsicht. Hier sind Störenfriede.
847203317	Augen auf. Da schleicht jemand herum.
2061480857	Oben! Aufpassen!
1439719143	Da! Da oben!
321747288	Passt auf eure Köpfe auf! Die sind da oben!
1977028420	Kommst dir da wohl besonders schlau vor, du Feigling?
1876871780	Hey, das ist unfair!
276426183	Oh, warte nur! Ich komme!
968034135	...
1294778458	...
1536237331	...
1015559772	...
2030057934	...
1874464770	...
1027892641	...
2063175547	...
1683105668	...
2065731848	...
1589088408	...
272425306	...
1790117942	...
2002650719	...
1926340980	...
237437361	...
1636766841	...
108647111	...
334757044	...
789138481	...
1927510726	...!
2020934776	...!
537687673	...
1662723091	...
1918924630	Nicht doch! Sie ist tot!
399285632	Sie ist tot. Verdammt!
740266633	Scheiße ... Er ist tot.
896998352	Er ist hinüber. 
482886302	Was zum ...?! Eine Leiche.
710149539	Scheint tot zu sein ... Scheiße ...
1389919191	Der Mann wurde von unseren eigenen Leuten umgebracht.
107238916	Wir haben eine Ratte unter uns!
1307172972	Er ist umgebracht worden. Ein Verräter?
445881955	Armes Mädchen! Dafür wird der Verräter bezahlen.
1492371122	Ein verdammter Deserteur hat sie umgebracht!
1308493227	Sie ist tot ... Ich werde den Verräter finden!
343071530	Eine Leiche! Jemand hat uns verraten!
200579058	Das war einer von uns. Scheiße.
1324264884	Verdammt! Das ist das Werk eines Verräters.
1086412058	Wir haben eine Ratte unter uns!
626559034	Was zum Teufel ...?!
1302490068	Ach, komm schon!
1181052210	Um Himmels Willen?!
351619349	Was sind das für Spuren?
1817153498	Hm? Da sind Fußspuren!
945803133	Hier sind Fußspuren!
567563970	Fußspuren am Boden ...
2135053781	Jemand hat hier Fußspuren hinterlassen!
1829098127	Hm? Das Licht ist ausgegangen?
917899538	Hm? War das der Wind?
54185083	Sehr lustig. Einfach das Licht auszumachen ...
820242710	Seltsam, das Licht ist ausgegangen ...
574608495	Dafür wirst du bezahlen!
705176755	Jetzt wirst du sterben!
807811121	Dafür werde ich dich bezahlen lassen!
1856863590	Das wirst du noch bereuen!
20832327	Miststück! Lass das!
2057764076	Du dreckiges Stück Scheiße!
1057825677	Das ist eine Falle!
1814842220	Vorsicht! Die haben Fallen gelegt!
2061598719	Passt auf, wo ihr hintretet!
1654528785	Heilige Scheiße! Das ist eine riesige Bärenfalle!
991522099	Fallen? Diese Mistkerle!
1837758427	Scharfschütze! Vorsicht!
428782854	Die haben einen Scharfschützen!
1466751955	Vorsicht! Da ist ein Scharfschütze!
370266864	Huah! Ein Scharfschütze!
702970744	Vorsicht! Da ist ein Scharfschütze!
1725682470	D-Das war der Teufel!
1759065085	Wo kam das denn jetzt her?
2093894002	Was ist das für eine Hexerei?
1430031920	Hexerei?! Oh, Gott, bestimmt!
1629930509	Was ist das für eine Schandtat?!
807527247	Das Werk des Teufels!
656651235	Hast du den Verstand verloren?
1036647666	Was ist los mit dir?!
246216607	Bist du irre?!
824966173	Gottverdammter Verräter!
60183098	Hau ab, du Verräter!
343277883	Hör auf damit!
658785003	Hast du deinen verdammten Verstand verloren?
1316292897	Du Verräter!
1491606285	Wage es nicht!
711208914	Ich sehe dich!
13645207	Jetzt hab ich dich!
1189910933	Stehen bleiben!
433912596	Hände hoch!
969137275	Hey, du!
403576389	Bleib stehen, wo du bist!
623040124	Ich hab dich!
1968287290	Du! Bleib genau da stehen!
2097287189	Da bist du ja!
708922912	Verdammt. Die haben uns gefunden!
1427588764	Auf der Suche nach Frank?
1069048348	Ich habe noch einen gefunden!
3494138	Willst du den Helden spielen?
393751242	Für Big Ann!
1853899276	Verdammter Idiot, willst du Ärger?
817274780	Das gehört hier alles uns!
1280589501	Sind die zwei Scherzbolde!
256410828	Wollen wir etwa die Hochzeit platzen lassen?
403585896	Heute können wir keinen Ärger gebrauchen!
139174806	Hm? Du bist gar nicht eingeladen!
1977428016	Ich hab die Mörder gefunden!
719093150	Da! Die Mörder!
883663264	Du hast Higgins umgebracht!
1933221871	Da sind noch mehr!
1371014116	Heilige Scheiße! Hinterhalt!
451776796	Vorsicht! Die haben irgendwas geplant!
1293197946	Du darfst hier nicht hin!
1965096864	Hey, Eindringling!
1755769959	Du da! Zutritt verboten!
1413762257	Du darfst hier nicht hin!
1016683617	Da ist noch einer!
925449906	Was für ein Kind! Stirb, Junge!
303985313	Hey, Jungchen! Bleib stehen, wo du bist!
624782864	Hab ich dich, du Rotzlöffel!
420409102	Frank hatte recht!
137336679	Hände hoch!
630887659	Bleib stehen! Bandit!
422368342	Ich hab dich gesehen, du V-Verbrecher!
924509837	Hm?! Wie bist du rausgekommen?!
870085394	Wir haben einen Ausbrecher!
392814218	Du entkommst mir nicht, Schätzchen!
1318282695	Hier ist Zutritt verboten!
1856259410	Kümmere dich um deine eigenen Angelegenheiten!
735524833	Willst Geheimnisse stehlen, hm?!
1157087877	Du gehörst nicht zu uns!
1055345639	Die würden für dich ordentlich bezahlen!
31534883	Da! Frischfleisch!
1130021383	Dich sperren wir endgültig ein!
1957153778	Hier darf niemand durch!
1608961843	In diesem Bezirk herrscht eine Ausgangssperre!
1158105054	Wer hat dich rausgelassen?!
1833474275	Bist das Steineklopfen wohl leid!
300654640	Von hier kommst du nicht weg!
1107245251	Deine kleine Exkursion endet hier!
1219321193	Hast du etwa gedacht, wir lassen dich entkommen?! 
789627995	DeVitt will dich tot sehn!
1872033456	Du stehst nicht auf der Gästeliste!
1906918611	Du wirst diese Feier nicht platzen lassen!
529141163	Hast dich reingeschlichen, was?
339334253	Das ist verboten!
895026601	Scheiße! Das sind sie!
639343686	Das ist Coopers Bande!
804558457	Mich kriegt ihr nicht!
1000019760	Bist du hierher gekommen, um zu sterben?!
1155608019	Ich sehe dich, Cowboy!
216551203	Da ist Cooper! Schnell!
2040731076	Da ist der Große!
679923122	Hector! Er ist hier!
1575313565	Bleib stehen, wo du bist, Süße!
909500628	Bleib genau da stehen, O’Hara!
90410564	Das ist dieser Arschloch-Doktor!
1892165064	McCoy ist hier!
1721102375	Hier! Da ist die Hexe!
1763878841	Aufhören, Voodoo-Miststück!
14896856	Da ist Moreau!
1572805712	Hey, Junge! Du solltest hier nicht sein!
983666950	Bleib stehen, wo du bist, Junge!
1336641929	Mist! Der Marshal!
348504339	Der Marshal?! Waren Sie nicht eingesperrt?!
1122248226	Moment mal ... Wer ist da hinter mir?
509959543	Moment ... Ist da jemand hinter mir?
952557106	In der Nähe ist jemand. Ich spüre es genau ...
58814030	Packst du mich an, erschieß ich dich!
15534703	Hey! Was war das?
288280525	Was?! Hau ab!
970733501	Huah! Verdammter Schleicher!
739591158	Du hattest dich also versteckt!
613914824	Kommst dir schlau vor, dich hier drin zu verstecken, hm?
628018556	Versteckst dich? Aber nicht mit mir!
764548708	Du kleines Stück Scheiße.
642153078	Darauf fall ich nicht rein.
301062426	Uninteressant!
1440143595	Dafür beweg ich mich nicht.
26058279	Ne, sieht wertlos aus.
1592927708	Ne, is’ klar.
1553674945	Ich bleibe schön hier, vielen Dank.
1810185525	Darauf fall ich nicht rein.
1184033570	Behalt deinen Müll, Kumpel.
521122220	Hey, Mädchen, alles klar?
797618162	Was ist mit ihr, dass sie so rumliegt?
66969314	Wach auf, Kumpel!
2084514381	Hey, wer hat dich umgenietet?
641086253	Aufstehen, Faulpelz!
1664639744	Alles in Ordnung, du Depp?
843003094	Der Verräter! Das muss er sein.
1491761365	Das scheint der Verräter zu sein.
427654375	Sie ist nicht weit gekommen, was?
792845248	Dann ist sie es. Das habe ich kommen sehen!
104637594	Der Verräter! Ist bewusstlos!
1916958959	Hier. Ich hab den Verräter erwischt.
1876341549	Du warst das also! Ich hab dich sowieso noch nie leiden können.
1023216212	Da bist du ja! Geschieht dir recht!
795518399	Wir tun niemandem niemals nichts zuleide.
809910684	Ich lasse ihn erst mal hier.
1761378553	Um die kümmern wir uns später.
2109120508	Geschieht ihr recht, der Verräterin. Für den Augenblick bleibst du hier.
775829262	Um dich kümmere ich mich später.
976195460	Schön gefesselt!
13264255	Wer hat sie gefesselt?
1630541169	Jemand hat sie gefesselt!
1535057941	Verdammt. Gefesselt wie ein Karnickel.
937053065	Jemand hat ihn gefesselt!
302882288	Dreckige Mistkerle. Die haben einen von uns gefesselt!
1251081698	Warte ... Ich löse deine Fesseln.
1656196937	Du, sieh mal nach!
726262055	Jemand muss mal dahin!
1138987085	Geh besser mal dahin!
611104818	Hm? Wo ist sie hin?
29377128	Hm, war sie nicht gerade noch hier?
1651389051	Hm, ich war doch nur für eine Minute weg ...
840332331	Hm? War er nicht gerade noch hier?
362757796	Warum verlassen mich alle Männer?
2120744131	Äh, wo ist er denn jetzt hin?
1506459426	Hey, du kannst die schmutzige Arbeit doch nicht mir überlassen!
2087532214	Sehr lustig ... Komm raus aus deinem Versteck.
1272845206	Ok, nein, das ist überhaupt nicht unheimlich ...
841969660	Hey, wach auf, Schlafmütze!
1997016430	Hast du gut geschlafen? Beweg deinen Hintern!
730085769	Da bist du ja! Du fauler Mistkerl!
1125133430	Bitte sehr. 
271518544	Hast du gesehen, wer dich gefesselt hat?
1227755816	Hä, was ist das?
80566991	Hm?
1920804026	Hast du etwas gehört?
2146192355	Was um Himmels Willen ...? Wer zum Teufel war das?
2130466923	Wer will denn hier eine Lady austricksen?
1364756982	Das war ein heftiger Knall!
1725146144	Dynamit? Was ist los?
1809031200	Die haben Dynamit! Vorsicht!
692039706	Schüsse! Was ist los?
1628126118	Schüsse!
1910466144	Wir werden angegriffen!
1754249852	Hm? Wer ist da?
1935610140	Ich habe etwas gehört!
722495211	Zeig dich!
1881130537	Ich komme und hole dich!
1665907082	Das findest du lustig, hm?
414101251	Okay, das war’s für dich!
197121467	Was zum Teufel ist das?
884292129	Mächtig seltsame Geräusche ...
1344437781	So etwas habe ich noch nie gehört ...
1519494154	Was mache ich da?
2029546391	Egal.
1702548434	Das ist dumm.
623735740	Ne, du, lass mal.
1011320602	Ist die Zeit nicht wert.
1278952533	Ruhe da hinten!
1567716550	Sollen wir Verstecken spielen?
669226339	Wart’s nur ab. Ich krieg dich noch ...
1633846931	Du musst ja irgendwo sein ...
1000632989	Du bist hier. Ich weiß es genau.
1399989680	Ich werde dich nicht schonen.
1524963883	Bin ohnmächtig geworden...? Nein, das war jemand anderes!
932048898	Verdammter Schädel ... Dich krieg ich noch!
55026670	Dir werd ich’s zeigen ...
70494641	Sobald ich dich erwische ...
1646453064	So behandelt man keine Lady!
2078266125	Du kannst dich nicht ewig verstecken.
114983583	Komm raus, komm raus, wo auch immer du bist!
1805015695	Wem willst du hier etwas beweisen?
477445540	Sind wir nicht ein bisschen zu alt für solche Spielchen?
886514469	Komm schon, mach es nicht schlimmer als es ist.
1403418085	Tu mir den Gefallen und gib jetzt auf.
745770250	Mich kannst du nicht austricksen.
1578067894	Komm schon, mir wird langweilig!
1126956279	Weit kommst du eh nicht.
1087067975	Erspar uns die Zeitverschwendung und gib auf ...
1773192898	Irgendwann musst du rauskommen.
1601618164	Komm raus, Angsthase.
577698146	Oh, warte nur, bis ich dich finde ...
103265184	Ich krieg euch ... Versprochen.
1840217777	Verdammte Feiglinge ...
760176937	Hast du Angst vor mir oder was?
1139457216	Lässt eine Dame warten ... Hast du keine Manieren?
1264939014	Was? Hast du Angst, gegen ein Mädchen zu kämpfen?
1624693527	Willst du Cowboy spielen, Junge?
1979837316	Du bist Futter für die Geier, Junge.
935753170	Du hast Nerven, aber die werd ich dir noch zerreißen.
1043674957	Ich werde dir auch nicht wehtun. Na ja, nicht viel!
1638219452	Du hättest abhauen sollen.
193306324	Du hast deine Chance verpasst, abzuhauen!
625915492	Bleib von unserer Beute weg!
1399618769	Wir sind Big Anns Bande! Du haust besser ab!
888475266	Du hast dir die falsche Lady als Gegner ausgesucht!
460571162	Du verschwindest besser aus Flagstone, bevor ich dich erwische.
934412452	Dich lassen wir von der Kirchenglocke baumeln.
1595436179	Klar, versteck dich ruhig im Matsch ...
1561849627	Ziemlich böse, eine Hochzeit platzen zu lassen!
979357577	Wenn Higgins davon hört, kriegen wir mächtig Ärger!
979475602	Higgins wird dich nicht verschonen!
822160218	Higgins wird dich einfach umlegen!
131434901	Ziemlich derbe Art, eine Hochzeit abzusagen!
730037787	Du wirst hier nie rauskommen!
1477914931	Ach, was soll’s! Es hätte so ein schöner Tag werden können ...
682958330	Ich hätte ihn auch nicht geheiratet. Aber das ist keine Entschuldigung!
922931809	Das gehört hier alles uns! Du haust besser ab ...
2072399608	Deine Ranch gehört jetzt uns.
1291470231	Wem willst du hier etwas beweisen?
1234208604	Komm schon, mach es nicht schlimmer als es ist.
1351919880	Ihr seid die Arschlöcher von Flagstone, stimmt’s?
2023817769	Du befindest dich auf dem Gelände der DeVitt Company.
1554336056	Was willst du hier? Sabotage?
26700762	Rauskommen, dreckiges Ungeziefer!
1875895642	Du willst doch nicht, dass wir deinem Daddy etwas antun, oder?
346760007	Oh, Frank wird dich mögen!
1465893910	Komm raus, Junge! Ich beiße auch nicht.
1040204628	Ich wette, dein Daddy ist stolz auf dich ...
184024127	Kommt raus, ihr Teufel!
700644671	Zeigt euch! Hände hoch! Wo auch immer ihr seid!
2116320089	Dies ist eine gesetztestreue Stadt! Aufgeben!
840731805	Das Gesetz ist auf unserer Seite!
260289125	Wenn du dich weiter versteckst, beißen dich vielleicht die Alligatoren.
1514885213	Komm schon, verdirb uns nicht den guten Fang.
602195283	Hoffentlich ertrinkst du im Fluss!
776591541	Wir haben immer noch deine Freunde. Schon vergessen?
892894126	Das ist Angelegenheit der DeVitt Company!
1367188526	Leg dich nicht mit der DeVitt Company an ...
124830506	Falsche Zeit, falscher Ort, mein Freund.
726478966	Wir haben einen hübschen Käfig für dich bereitstehen!
601155407	Gefährlicher Ort zum Herumschleichen!
835051825	Bist du bereit für einen hübschen Käfig?
858895616	Niemand verlässt das Queen’s Nest!
1512192271	Wenn wir dich erschießen, bist du selbst schuld, verdammt noch mal!
487398982	Das ist offiziell Angelegenheit der DeVitt Company!
569477498	Zu diesem Bezirk ist Zutritt verboten!
37292293	Gib mir nicht die Schuld, wenn du erschossen wirst.
667097012	Diese Mine wird dein Grab werden.
1982268023	Frank hat uns vor dir gewarnt!
223609910	Von hier ist noch niemand entkommen.
1364487245	Du gehörst jetzt DeVitt.
778926781	Hier ist Endstation für dich!
570737033	Wir haben schon auf dich gewartet!
917055253	Wenn du auf den Zug wartest, vergiss es.
1523897483	Der Zug wird hier nicht anhalten. Gib einfach auf!
310207093	DeVitt wird echt sauer auf dich sein.
609092040	Irgendwas sagt mir, dass du nicht eingeladen bist.
2096387495	Das ist ein Privatgrundstück!
1050504588	Störst die Gäste, hm?
1079712805	Komm raus ... Frank will dich sehen ...
453437434	Frank hat uns schon gesagt, dass du kommen würdest.
2051371682	Wenn du kämpfen willst, dann komm her!
959187160	Komm raus ... Frank will dich sehen ...
1395871452	Vielleicht in diesem Strauch ...
491707452	Versteckst dich in den Sträuchern, hm?
1193151457	Wehe, ich erwisch dich da drin!
638689431	Was ist das? Hab ich da etwas rascheln gehört?
117727521	Hat sich der Busch da gerade bewegt?
579395879	Ich werde dich da rauszerren.
182681654	Ich wette, du bist da drin ...
596943375	Ich weiß, dass du da drin bist!
1305169355	Vielleicht da drinnen?
2026962321	Darf ich reinkommen?
1752231534	Klopf, klopf, bist du da drin?
272989872	Versteckst dich da, wo es warm und gemütlich ist, hm?
1783300937	Das wäre doch ein prima Versteck ... für Idioten!
760568437	Hast du etwa gedacht, hier drin würde dich niemand suchen?!
674530618	Ach ... Das ist echt frustrierend ...
1243598409	Ich habe Wichtigeres zu tun.
1186121163	Nichts ... Tja, Scheiße.
1800570230	Sind wohl verschwunden.
1834311332	Ich bin nicht in Stimmung für Spielchen ...
743350973	Gut, dass du gewonnen hast. Dieses Mal ...
128545905	Ich spar mir eine Kugel fürs nächste Mal auf.
159422756	Vergiss es. Nicht mein Problem.
1674194042	Ich gehe besser zurück auf meinen Posten.
546650281	Verdammt ... Hab die Spur verloren.
382283632	Eine verdammte Zeitvergeudung ...
2126420578	Angst vor mir? Gut. Schön wegbleiben!
1565230251	Komm wieder, wenn du Eier in der Hose hast!
2070599256	Hier ist niemand. 
1257210700	Tja, das wird allmählich langweilig.
272795503	Wenn ich so darüber nachdenke ... Kann mir doch egal sein.
990012517	Diese Runde gewinne ich. Angsthase!
1913239438	Zur Hölle ... Ich bin hier raus.
285455562	Ach, ich hasse diesen Job!
1889979359	Ich bin weg. Das ist gottverdammt lächerlich.
1565405284	Die Luft scheint wieder rein zu sein.
54652130	Nicht mein Problem.
1281613945	Ich habe Wichtigeres zu tun.
21833297	Ich beweg mich kein Stück.
1245706436	Ich bleib hier, vielen Dank.
1021395385	Das ist nicht mein Problem.
1984840762	Ist die Mühe nicht wert.
65052623	Ich bleib schön hier.
977727650	Das ist ein bisschen weit weg.
436618313	Also, ich bleibe besser hier.
510029038	Ich bin nicht in Stimmung für einen Spaziergang.
854383710	Nein, draußen ist es prima.
321707817	Ich bleib draußen.
639954443	Da kann ich jetzt nicht reingehen.
1087193122	Ich bin nicht in Stimmung für Sonnenschein.
912709596	Ich hab hier drin zu viel zu tun. 
1977560316	Ich bleibe besser hier drin.
1034830951	Wenn ich so darüber nachdenke ... Kann mir doch egal sein.
887204324	Ne, das ist zu lästig.
1799678180	Dafür werd ich nicht gut genug bezahlt.
1967377616	Haaallooo? Wo bist du?
1692344080	Was auch immer ich getan habe, es tut mir furchtbar leid!
292881560	Sehr lustig, dich zu verstecken! Hahaha ...
866132850	Hm ... Ist vermutlich zum Klo gegangen.
1838243228	Ist bestimmt gleich wieder da.
616888592	Okay, gut. Meinetwegen, Arschloch.
1071422103	Warst du die ganze Zeit hier?!
1467373019	Hey. Ich hab mir Sorgen gemacht, weißt du?
1450426701	Da bist du ja! Hau doch nicht so plötzlich ab!
217540555	Teufel auch!
921437871	Ach, was für ein Scheißtag ...
1089524827	Scheiße! Was kann denn sonst noch alles schiefgehen?!
1819266016	Heiliger Bimbam!
765195055	Das ist nicht gut!
100666274	Zu spät ...
1573772460	Wie konnte das passieren?
435554925	Irgendwas ist daran faul.
1942413999	Verdammt ... Echt merkwürdig.
1625589755	Ach, du heiliger Strohsack ...
1626370438	Da kann ich nichts machen.
62664252	Ich verschwinde besser, bevor ich hier für Ordnung sorgen muss. 
138475120	Es lässt sich nicht ändern. Ich muss zurück.
422127413	Was für eine Sauerei ...
1663965711	Die sollten uns für diesen Job viel besser bezahlen ...
1284936154	Tja, nicht mein Problem.
54224172	Es gefällt mir nicht. Da draußen ist jemand.
1339107181	Scheiße. Hoffentlich passiert mir das nicht auch.
1306684135	Verdammte O’Haras. Die haben wohl Fallen aufgestellt.
757272746	...
15166097	...
2011615265	...
1044510940	...
465951391	... Ich hab nur meine Augen ausgeruht.
1146503431	... Huah ... Aufhören! Ich bin hellwach!
1962508322	... Hm ... Wer ist da?
117042906	... blöde Krachmacher!
1870971785	...
1450289929	...
448647918	...
762730336	...
874746029	...
1140549584	...
552148578	...
1641171705	...
1333024740	...
1623348334	...
303363745	...
941845166	...
1414429157	...
337208667	...
952021377	...
1891472475	Au ... Mein Kopf.
884882504	Was ist passiert?
1877546942	Autsch ...
1997089400	Das gibt bestimmt eine Beule ...
2037562386	Autsch ...
1533286048	Hm?
1622385321	Da ...
779013750	Was war das?
36035371	Irgendwas ...
1777594095	Ist da irgendwas?
1453171110	Hmm ...
283615181	Ich könnte schwören ...
2038951250	Und jetzt?
1873178525	Moment! Ist das ...?
1951025071	War da gerade ...?
1312035335	Äh!
299195431	Soll das ein Scherz sein?
706396610	Ähm, hallo!
1048150093	Streuner, was?
966089334	Wo kommst du denn her?
750460045	Ah ... Eine Katze ...
924561775	Und jetzt los mit dir ...
1260006875	Komm nur nicht zurück, hörst du?
1933608231	Ja, ja, dann halt so ...
544105742	Dreckiges kleines Ding.
886006069	... Verdammte Mistkerle!
773055450	... Das wirst du noch bereuen!
853659310	... Was für eine miese Taktik, du Feigling!
883130339	...
804127083	...
639300766	...
217634007	Seltsames ... Geflüster ...
1694366917	Ich fühle mich wie beschwipst ...
1622617393	Wer spricht da?
1882743904	So schwindelig ...
2120943814	Flüsternde Stimmen in meinem Kopf?
2004481987	Ich fühle mich irgendwie nicht wohl ...
361349167	Ich gehorche ...
357820214	Hehe ... Was willst du von mir?
1986499679	Ich bin auf ... einer Mission ...
2083798430	Hm ... Wer ist da?
1650058849	Oh ... Ach, du ... 
522217110	Sind wir Freunde?
2102484892	Mein Favorit.
192096207	Ich bin allmächtig ...
892219241	Das wollte ich schon immer mal tun ...
120893961	Hehe ... Darin bin ich gut.
685237752	Ich kann nicht geradeaus schießen. Macht mir überhaupt nichts.
313702512	O-kay!
1137212406	Klare Sache.
2089919342	Mhmm.
1746246746	In Ordnung.
680961605	Unterwegs.
1424135957	Wenn du das sagst.
2031362514	Bin dabei.
1777123938	Ich mach ja schon.
325003996	Du hast recht.
1767302354	Das sollte ich wirklich tun.
989605824	Ich weiß nicht, wie ...
1771378008	Ne ...
1927628735	Eher nicht ...
1044763481	Besser nicht.
1724107039	Ich sehe keinen Weg ...
1282326750	Etwa so, ja?
1432152766	Und erledigt ...
189454966	Etwa so?
1310123712	Geht klar.
1902189458	Äh ... Heute hab ich aber zittrige Hände ...
293216441	Ruhig, ... ruhig ...
1447982419	Ich ... ziele nur ...
806171793	Nur ein kleiner, ... kleiner Schuss.
1728700040	Ruhig ... Langsam.
1504033223	Stillhalten ... Bitte ...
891223207	...
744049827	...
1788163637	...
1428250328	...
924754538	Hm? War ich gerade ohnmächtig?
896733460	Oh, Moment mal ... Wie bin ich hierher gekommen?
547686104	Hm? Was wollte ich hier gerade machen?
778690778	Ah ... Mein Kopf. Was ist passiert?
506517737	Die Jagd ist eröffnet.
1015156959	Findet sie, bevor sie entkommen!
1982024729	Die werden nicht weit kommen. Ausschwärmen!
91653953	Also gut, legen wir sie für immer schlafen!
1449767983	Treibt sie in die Enge! Sucht überall!
1606944567	Wir werden jeden einzelnen von euch finden!
328139414	Okay, Leute! Dieses Mal kriegen wir sie!
1114139344	Die können uns nicht zum Narren halten. Jagt sie!
