English	영어
1805277800	제 심장에 있는 작은 우물에서 단어가 샘솟는군요.
1135113243	누가 보면 어쩌려고?
339984990	실컷 보라죠! 돌로레스, 우리 사이에 숨길 게 뭐가 있어요.
199478141	우리 가족이 뭐라고 생각하겠어?
229802176	다 잊어요, 돌로레스. 지금 이 순간은 우리뿐이잖아요.
1558108678	이 순간이 영원히 끝나지 말았으면.
1534441373	마침내 이렇게 만났는데 훼방 놓으면 진짜 나쁜 놈이죠.
1635449484	불붙인다.
243727080	잊지 못할 순간을 만들어주죠.
1287838523	자, 간다.
1951732879	다들 하늘을 보세요.
1458496835	흐음. 폭죽 팀이 일정을 못 맞췄나 보군.
433683055	저것 좀 봐!
311955387	나가서 보자!
605339567	예쁜 건 인정해야겠네요.
222351628	손님 중 절반은 그 말에 동감할 거야.
1431323880	즉 우리가 절반 정도 진행했다는 뜻이죠.
2089889703	후우, 다음은 복수의 시간이야.
1598006555	멋지지?
618442596	그렇네요. 손님들 중 절반도 그렇게 생각하는 듯하고요.
1691883871	하나 해결했으니 이제 하나만 남았군.
120271706	그다음은 복수의 시간이죠.
595140102	저거 봐!
2096845180	정말 멋지군!
793393652	장관이야.
115158067	환상적이야!
329062007	우와!
913186926	놀라워!
52592200	정말 인상적이야!
817636779	글쎄. 더 멋진 것도 봤는데 뭘.
1574236295	...! 이럴 수가... 
1933425154	저 색 좀 봐요.
308375550	정말 장관이네요.
149699412	아름다워!
2136478388	오오!
376738704	방금 보셨어요?
341484076	숨이 막힐 지경이에요!
633775725	맙소사!
1482743495	꽤 보기 좋지 않습니까?
1627518804	아직 오늘 저녁에 보여드릴 게 많습니다.
1669693489	네, 일정에 약간 변동이 있었습니다.
1187095878	손님 여러분께 유희를 제공하면 좋을 듯해서요.
1107966732	걱정하지 마십시오. 제 사람들은 모두 전문가입니다.
895676895	네, 제가 이국적인 매력에 약하긴 하죠.
1959588534	제가 약속이 과했다고요? 전 아니라고 생각합니다.
1433994186	와인 좀 더 드시죠. 혹은 음악을 조금 더 들려드릴까요.
1266921645	광장이 덜 붐비는군요. 그렇지 않습니까?
1535120832	이 세상에 초저녁의 유희만한 것도 또 없잖습니까?
1998599449	저거 보여? 무슨 유리 풍선 같은데.
1212910311	웨인이 말하던 발명품이 맞을 거예요.
1438719643	발전기를 돌리려면 헥터가 필요하다고 했었지.
1459273202	맡겨줘, 친구.
907258221	저 유리공은 뭐지?
1856615947	데빗의 새 장난감이겠죠. 웨인 말로는 당신이 발전기를 돌려야 한다고 하던데요.
1128272690	그래, 맡겨줘.
541925172	준비되면 말해, 헥터.
370559760	자, 뭔가 벌어진다.
1998560206	무슨 일이 벌어지고 있어. 스위치를 켜봐.
2134087233	너무 느려.
1611897409	너무 느려. 다시
1053329122	반응 없어. 발전기가 먼저야.
184350688	아무 일도 없어요. 발전기부터 돌려야 하나 봐요.
549858308	어, 아무 반응이 없어. 내가 발전기를 돌려볼게.
1444807405	아무런 반응이... 발전기가 문제군요.
2056788017	난 본 적 있어! 지옥불보다 더 밝지.
2074717416	거짓말. 보여줘 봐.
1004794332	내겐 저 발전기를 돌릴 힘이 없어.
1848169077	빌이나 다른 롱코트에게 물어보자.
917455560	소용없어. 빌의 머릿속엔 여자 생각뿐이야.
306594813	그런데 이거랑 그 유리 장치랑 무슨 상관이야?
1634336736	발전기를 돌린 다음 스위치를 올리는 거야.
605949877	그렇게 하지 않으면 발전기 연결이 끊어져.
1723584281	뭔 소리인지 하나도 모르겠다, 해리.
633693576	나도 내가 무슨 말인지 모르겠어.
188809333	그래! 됐어!
1594072898	맞는 것 같네요.
1072230452	와우! 빛이 생겼어.
1712923174	빛이 있으라.
277373840	내가 분명히 지시를 했는데...
1084776472	이럴 수가! 정말 장관이네요.
646406926	가까이 가서 봐요.
1013880880	파티가 옮겨간 듯한데.
998001442	이제 우리의 메인 이벤트를 시작할 수 있다는 뜻이죠.
720082183	하, 둘 다 잘했어!
445795804	헥터, 이사벨 언니. 둘 다 호흡이 좋네요.
401358094	그쪽도 마찬가지야.
2065916538	손님들이 데빗을 두고 떠나고 있어.
1646482791	이제 다음 단계를 시작해도 된다는 의미죠.
1700099842	다들 잘했어.
485786867	이게 누구야. 세상에, 둘이 아주 잘 어울리네.
119315817	네, 고마워요.
722084301	저게 뭐지?
1283379088	맙소사! 기적이야.
117189780	발명가가 누구요?
1098694287	바로 이게 미래야.
1988253419	쓸모가 있을 수도 있겠어.
1077363963	저건 얼마인가?
1642124723	빈센트가 애를 좀 썼군.
1553006550	멋진 연출이야.
1540091437	눈이 조금 아프지만 뭐.
1542772251	악마의 짓이야!
119837162	어떻게 작동하는 거죠?
829902920	이건... 남다르네요!
1411352776	비슷한 것조차 본 적이 없어요.
1245952230	집에 하나 두고 싶어!
182481967	애들이 정말 좋아하겠어.
489587310	멋진 장치네.
627462957	소리가 나는 건가?
1604354231	만져도 안전해요?
1206327872	아! 너무 밝아!
904685417	좀 겁나지 않아요?
975907213	더 기다릴 것도 없잖아. 가서 데빗을 잡자.
10418643	먼저 주변에 누가 없는지 확인해야 해.
672497951	위층에서 지켜보는 경비가 없어야 해요.
1993937476	그럼 시작하죠.
1924064683	이곳에 남은 사람이 많지 않아.
669798481	거의 다 떠났어요.
114161847	이제 여긴 뭐 별일 일어나지도 않네.
16344821	이제 여기는 별일 없어 보이네요.
1584014028	그래서 데빗은 기분이 상해 있지.
1211808247	이보다 나쁠 순 없다고 생각하고 있을 거예요.
1156378543	그 생각을 바꿔주죠.
1785098953	저 아래 마차가 보이는 듯한데.
1671420536	흠, 저 아래 마차가 보이네.
1823263670	저기 아래요. 마차가 보이네요.
443779208	저 밑에 마차가 보이네요.
127900034	보안관 님이 상당히 솜씨 좋게 준비하셨군.
1493995054	웨인에겐 항상 잘 짜여진 계획이 있죠.
1526576723	그런데 왜 난 멋진 정장이 없는 거야?
609802937	어휴. 자, 진정해요, 헥터.
1905479749	도둑들의 고속도로지.
2056089867	가장 높은 곳이에요.
1735223757	어... 꽤 높네.
841474490	데빗은 이렇게 돈을 쓰는군요. 
1877114534	그러게요. 정말 인상적인 건물이에요.
236408482	그리고 아주 커.
1831234351	뭔가 감추기 위해서겠지.
110845566	경치 좋군. 호수 전경이 다 보여.
142193377	이야, 그런 안목도 있었어요?
1229304922	나도 감상 정도는 할 줄 안다고.
811565412	저기 데빗이 있군. 데려가기 좋게 있네.
79522458	저기 데빗이 있네요. 거의 다 끝났어요.
2131662019	데빗이 보인다. 시작하자.
664649765	데빗을 포착했어요. 거의 다 됐어요.
378815034	아주 훌륭해, 다들. 파티가 공식적으로 실패로 끝났어.
361255572	자, 이제 누구 책임인지 말 좀 해보시지.
891726685	아무도 없어? 모두 함께 책임을 지시겠다?
1387183924	내가 얼마나 말해줘야 하는 거야, 이 덜떨어진 것들아?!
350466371	난 뻔한 실수를 무시하며 이렇게 높은 자리에 올라오진 않았어.
788895774	아버지는 10센트 동전 하나와 함께 날 길거리로 내쫓았지.
534494589	바닥부터 기어서 정상에 올랐어. 이 자리는 노력해서 얻은 거야.
1848542513	철도, 금광, 죄수 거래...  
234954622	너희들이 이 중에 하나라도 이룰 수 있을 것 같아?
529821948	아니, 모자라면 모자란 대로 눈높이를 맞춰서 쉬운 일을 줬잖아.
1339704689	그런데 어떻게 그걸 망쳐?! 대답 안 해?!
193754288	내가 연주를 멈추라고 했나?!
1823918205	...
22508266	다시... 어디까지 했지?
183314648	아, 그래. 너희들은 절대 잊지 않을 거야!
240191672	다들 간 건가? 어이가 없군. 뭐, 기다리면 되지.
342974500	아, 또 편두통이... 머리 좀 비워야겠어.
335177102	사소한 문제야. 쉽게 바로잡을 수 있어.
1447888422	하지만. 실패는 용납할 수 없어.
2020837825	멍청이들... 대체할 사람을 찾아야겠어.
132045302	조금만 기다려, 빈센트. 조금만 기다려.
914391697	제길. 숨이 끊어졌어!
2079300677	이럴 수가... 죽었어요.
1221040973	어... 죽어버렸다.
1320852010	젠장. 숨이 끊어졌어!
1152424784	잘 자라, 데빗.
1968833740	이안 삼촌의 몫이야.
491568939	좋은 꿈 꿔, 망할 자식아.
2123798270	잡았다, 요놈.
1357074830	가만히 누워있는 게 좋을 거야, 데빗.
1539217259	안녕하신가. 데려갈 준비 끝났어.
1463148158	더 꽉 조여야겠어.
685985368	흐음... 잡았다, 이 개자식.
2060295198	이봐. 거기 괜찮은 거야?
290167613	이보다 좋을 수 없죠.
958075556	우리가 해냈어. 이 개자식을 잡았어요.
1655765715	평소처럼 해낸 거죠.
1412284541	그래요. 문제없어요.
60990168	이러니 더 낫군.
1883028320	좋아, 마차로 데려가자.
1913966354	순조롭군.
1991932564	이제 얼마 남지 않았어.
1749814141	거의 다 왔어요.
1421320260	후... 시시하네.
747356456	이안 삼촌이 이 광경을 봤다면 좋았을 텐데.
1422512761	무슨 말이야?
1949499521	자기 집에 있던 데빗을 납치한 거요. 웃기다고 하셨을 거예요.
1761273905	음, 위에서 지켜보고 있다고 생각하자.
1380498207	마차가 저기 있군.
291986284	마차가 보여요.
585863495	아, 저기 마차로군.
2037499362	좋아요. 마차가 가까워요.
1816773264	마차다... 조금만 더 가면 돼요.
1878566244	마지막이야. 데빗을 저기에 놓고 빠져나가는 거야.
1860386437	거의 다 끝났네요. 정말 믿기지 않아요.
1363611135	기분이 어때?
2125225756	좋아졌어요. 고마워요, 쿠퍼.
2128115776	자. 이곳까지 잘 데려왔군.
451885063	데빗이 마차에 도착했어요.
1112561309	아, 마차에 도착했어.
1011158702	좋아, 데빗이 마차에 도달했어요.
1725643065	자... 그가 마차에 도착했어요.
1509761340	출발하기 전에 다른 사람을 기다리죠.
1988633774	자, 다들 이곳에서 벗어나자.
467219153	파티 참여
1319022999	옷도 갖춰 입었고 초대장도 마련했습니다. 파티를 즐길 시간이네요.
975466653	손님 주의 끌기
908275987	데빗이 손님들과 어울리고 있으면 데려갈 수 없습니다. 그와 거리를 벌리도록 손님의 주의를 끌 요소를 찾으세요.
26479540	폭죽
504684216	미로나 연못의 폭죽을 터뜨려 손님들이 데빗을 떠나게 만드세요.
1025877990	기계 장치
628327464	기계 장치를 작동하여 손님들이 데빗을 떠나게 만드세요. 헥터가 발전기를 돌려줘야 합니다.
1700878046	데빗 생포
1392731929	이제 데빗을 처리할 때입니다. 기절시켜서 묶어주세요.
279664770	대저택 떠나기
1050130564	데빗을 확보했습니다. 이제 모두 마차에 모여서 떠나세요.
596462338	데빗
1066922073	데빗을 마차로 운반하세요.
175237739	합류
1129961709	모두 마차로 모이세요.
1002241300	민간인 처치 금지
475284133	보안관은 손님이 다치는 일을 바라지 않습니다. 직원도 마찬가지입니다. 기절시켜서 묶어둘 수는 있습니다.
1366672037	폭죽(연못)
1660492158	경비 한 명이 다리 옆 연못에서 폭죽을 준비하고 있습니다.
1430380519	폭죽(미로)
1475806185	경비 한 명이 미로 속 커다란 바위 옆에서 폭죽을 준비하고 있습니다.
207945193	데빗 동상
1531077172	헥터는 이 거대한 동상을 넘어뜨릴 수 있습니다. 데빗의 자존심 때문에 사람이 죽는 일은 이번이 처음이 아닐 겁니다.
701354613	발전기
666223160	기계 장치의 전원을 올리기 전에 헥터가 발전기를 작동시켜야 합니다.
1618469470	이 임무 중에는 민간인을 죽일 수 없습니다.
1303355286	데빗은 묶인 채로 살아 있어야 합니다.
228316702	오래도 걸리는군.
368956181	웨인도 이제 팔팔하던 시절은 다 지났다고요.
758825814	그렇다면 그저 기다릴 수밖에.
1553066782	읍!
1937180756	어이, 어이!
1384042418	얌전히 누워 있어, 데빗. 안 그러면 헥터가 재워줄 거니까.
706765557	신경 쓰지 마요. 아마 우릴 돈으로 매수하려 할 거예요.
347712331	읍! 읍!
173158409	들어보자.
325694438	... 볼일을 봐야 해.
1050952151	진짜로?
145756330	그래. 진짜다, 이 얼간아! 
1885428638	알겠어. 건물 뒤로 데려가 줘.
1898142263	흐음, 가자.
1469160685	우리가 정말 해냈군요. 저 나쁜 자식을 잡았어요.
1040973513	삼촌이 자랑스러워하실 거야.
1370671344	그렇게 말해주니 고마워요. 
763470705	그 있잖아... 뉴올리언스에서는...
2069859642	괜찮아요.
1507501123	해야 할 일을 한 거니까...
264764159	그래, 맞아.
466023997	내가 빌어먹을 멍청이였지.
1229941762	맞아요.
2056124374	그럼 지금은 뭔가요, 존 쿠퍼 씨?
1255340643	아니, 설마...
374962282	닥쳐! 다들 이쪽으로 움직여. 아니면 이 자식 날려버린다!
459428926	내가 궁지에 몰린 적이 없을 것 같아?
1744939186	올라가면서 두 손을 더럽힌 적이 없을 것 같냐고.
684306120	너희는 상상도 못할 만큼 더러운 곳에 손을 담가봤단 말이다.
1733879247	미안. 내가 조졌어...
215003338	닥치라고 했지!
2143841398	나한테 대들면 어떻게 되는지 보여주마...
1023272476	아악!
1805056164	크흑...
1446748664	당신은?!
622903884	내가 없으면 질 것 같은 느낌이 들더군.
2005456417	그리고 여느 때처럼 내가 옳았지.
963444610	훗, 그거 알아요? 방금 말은 인정해 줄게요, 귀염둥이.
1241478166	
611407594	
1247510886	
718501231	
1969505815	
1576287966	
275687113	
1150577824	솔직히 지금보단 더 멀쩡하게 데려올 줄 알았는데.
590958068	걱정 마요. 맥코이가 죽지는 않을 거라고 했으니.
136765841	그렇다면 믿어보겠네.
519762925	자, 이건 자네 것 같은데.
1429164747	콜트 네이비 51. 한때 잘 나갔지. 내 기억에는 말이야.
402068794	이게 손에 익더군요.
1912305919	그럼 난 이만. 배달할 짐이 있어서 말일세.
1867244858	그리고 자네도 해결할 일이 남지 않았나?
1016527966	맞습니다.
177826815	행운을 빌겠네.
725650914	난 언제든지 준비 완료야, 친구.
837981845	그래서 프랭크는 어떻게 찾죠?
2146263122	나만 따라와.
1559753706	
760703559	
971615230	
942798568	
529072014	
2071875988	오고 있지? 
1158993043	뭐야, 친구. 갑자기 무슨 왕초처럼 굴지를 않나.
1459108587	오랜 세월이 지나고 나서야 여기 온 게 내 탓은 아니지.
193011974	둘 다 진정해요. 우린 같은 목적으로 모인 거라고요.
834789043	저기 예배당이 있군. 예나 지금이나 한결같아.
858126338	프랭크가 저기에 있다고 확신해요?
1172816432	아, 당연하지.
1469677172	잊지 마요, 쿠퍼. 다 함께 움직이는 거예요. 정문에서 만나야죠.
401110194	걱정하지 마. 계획대로 할 테니.
2102348602	마침 저기 닥터와 이사벨이 보이네요.
1662801551	좋아. 중간에 만나겠군.
1216793812	그래요. 그리고 한 가지 더...
1850715202	저기 협곡 아래에 여자 있잖아요?
2109716145	저 옷만 있으면 이곳도 마음대로 돌아다닐 수 있어요.
894524071	뭐, 그렇다면 들렀다 가지.
241450609	또 있나? 이제 다 된 거야?
1068443101	언제든지 준비 완료야, 친구.
1659278257	좋아. 그럼 프랭크를 지옥으로 보내주자.
1207488628	뭐야, 여전히 쓰레기장이네.
1532902944	매력적인 전초기지네요.
445713930	아직도 저 안에 위스키를 보관하는지 궁금한데.
900995337	여기 돌아오니 기분이 어때요?
94059513	모든 게 예전보다 더 작아 보여. 그거 하난 확실해.
723002160	뭐?! 말도 안 돼!
396695495	맙소사, 윌리엄스. 어떻게 하면 그렇게 못 쏘냐?
869726789	총이 문제야! 망할 고철 덩어리.
1074427449	이런, 젠장!
1860944481	하하! 총이 문제가 아니래도.
2111207716	누가 네 의견 물어봤대?
842365619	염병할!
1449201902	이러다간 준비하는 데만 한참 걸리겠어.
2070241680	닥쳐. 기어코 해내고 말 거야.
436719742	젠장, 젠장, 젠장!
58061221	총은 내버려 둬. 근접전으로 해결해야지.
846733911	안 돼. 프랭크가 그중에 헥터가 있다고 했단 말이야. 염병할!
257146736	그래서 계획이 어떻게 되죠?
1785019522	어떻게 할 계획이야, 친구?
320418139	길을 따라가 프랭크를 만난다. 혹은 협곡으로 내려가서 케이트가 입을 옷을 구한다.
469766072	주인공은 당신이에요, 쿠퍼.
1419377760	몸을 계속 숨기자.
26377535	몸을 계속 숨기는 게 좋겠어.
1669382652	확실히 인원수가 늘어나고 있네요.
550384682	아는 놈들도 좀 있군. 프랭크의 옛 갱단 녀석들.
206981119	설마 지금 감상에 젖는 건 아니겠지.
1072954615	정신 차려, 자식들아! 놈들에게 따뜻한 환영 인사를 건네주자.
1729459055	다들 준비해. 결국엔 나타날 거다. 
982746874	헤헤, 여긴 아무도 지나갈 수 없어. 오라고 해.
1496161796	아, 난 저녁에 풍기는 화약 냄새가 그렇게 좋더라.
324861897	떨어질 거라고 생각해?
1391648668	시간문제일 뿐이야.
1443254413	다른 애들한테도 알려줘야 할까?
382875840	아니. 그러다가 상황만 복잡해져.
74747016	이글 폴스에 있었던 일이 생각나는데?
2047922084	젠장. 그 망할 다리 때문에 아직도 악몽을 꾼다고.
1524477808	저것 좀 봐. 결국 떨어졌어.
505378669	뭐, 밑에 좀 조심해야겠네. 헤헤.
1475665866	프랭크 말이 맞다고 봐? 놈들이 이곳으로 올까?
1597536146	낸들 알겠냐, 프랭크도 이제 늙었는데.
71648941	상관없어. 놈들이 오든 말든 우린 준비되어 있으니까.
2032505512	그래, 바로 그거지.
1686339757	이제 시작하지. 늦긴 싫어.
525560537	오늘은 기분이 좋아 보이네요.
2065545980	그건 무슨 의미지?
1961986198	내가 아는 맥코이가 맞군요.
1767359387	흐음.
648291760	뭐?
1488931636	전 사막이 싫어요. 모래가 다 들어오잖아요.
1093594089	의외로군. 서로 공감하는 부분이 있을 줄이야.
1397871176	프랭크의 옛 애인이라고 하던데.
534582613	헛소리. 나이가 절반도 안 되어 보이더만.
770113302	나도 꼬실 수 있을까?
1722620505	글쎄, 아주 급한 여자가 아니라면야.
2997346	프랭크는 그놈들이 올 거라고 꽤나 확신하고 있던데.
747700383	확실한 건 이곳을 지나가지 못한다는 거지.
1787464558	그런데 그 인간들은 누구야? 뉴올리언스에서 했다는 일 들었어?
608422099	그 여자 얘기나 다시 하자.
1517725670	경계를 늦추지 마라. 이리로 지나갈 수도 있다.
1294525673	프랭크 말로는 미꾸라지 같은 놈들이라던데. 정신 바짝 차려.
1905953505	저게 뭐야?! ...아니군. 맞을 수도... 아니네. 젠장...
313671013	아무도 지나갈 수 없어. 알겠어?! 아무도 못 지나가!
33295656	난 내려갈게요. 다리에서 봐요.
484670334	알겠어. 날 놔두고 가진 않는 게 좋을 거야.
593251260	그런 말 할 자격이나 돼요?
1480992121	돈 줄게. 보이지?
766591345	앗, 자기야. 그 정도로는 모자라요.
1569949258	너를 품기엔 모자란 놈이다 이거야?!
1878510816	자기, 난 프랭크를 만나러 왔어요. 부하들은 관심 없어요.
1649028087	젠장! 나도 절박하단 말이야.
1100471636	예에, 그건 안 봐도 알겠네요.
271106513	아가씨, 너무 비싸게 부르잖아.
685227859	그야 이 서부에서 제일 잘나가니까요.
1817106755	그럼 뭘 어물쩍거리고 있어? 가서 일 봐.
492973538	그럴 필요는 없어요, 자기. 시원한 그늘에 있게 내버려 둬요.
1176321028	원하는 게 뭔지 말해주겠어?
1733437873	자기가 제시해보는 게 어때요.
461527655	할 일이 하나 줄었네요.
791803555	프랭크에게 도착하기 전까지만 효과가 있다는 걸 잊지 마.
1257223832	그럼 그전까지 잘 써먹어야죠.
1483186961	놈들이 여기로 올 거 같아?
1302296881	오더라도 우린 준비되어 있잖아.
1864283092	난 모르겠어. 헥터란 놈한테 거대한 곰덫이 있다던데.
1233534215	그럼 발밑을 조심해야겠네.
452671297	이놈들 소문이 심상찮게 돌더라.
519557456	어떤 소문?
251265714	플래그스톤과 뉴올리언스에서 데빗의 사업을 무너뜨렸대.
30008912	데빗 따위야. 여기 상대는 프랭크의 갱단이야.
916158040	계속 있으려니 긴장이 되네.
1873753470	좀 진정해 줄래?
986122014	내 말은 놈들이 나타나면 뭘 어떻게 해야 하냐고.
1304284863	총알을 잔뜩 퍼부어줘야지. 그게 뭔 얼빠진 질문이야?
1220253082	그 줄사다리가 안 보이네...
864933468	줄사다리요?
1421217508	별거 아냐. 다른 길도 많을 테니.
409956380	예전보다 더 못해졌네.
1855344224	허어, 놈들이 만들어놓은 꼬라지 좀 봐.
1933370241	누군가 이 주변을 정리해야겠군.
1816639178	정말 시궁창 같은 곳이야.
917385025	프랭크가 관리를 게을리 하나 보네요.
541143520	흠, 모르겠어... 난 지금도 괜찮아.
155206147	전엔 숨을 곳이 많았는데. 그거 하난 확실히 변했네.
1859527103	저 아래엔 뭐가 있지?
1634941548	저기 저건 뭐야?
31363583	저 뒤에 뭐가 있는 거예요?
1318594572	저기 저건 뭐죠?
2106517142	절벽에 붙어서 이동하는 비밀 통로야.
1217781826	확실히 길을 잘 아네요.
89522553	훌륭한 길잡이가 있었지.
563955346	열다섯 보...
1265145018	열 보.
1166585511	쿠퍼?
683811245	그냥 뭐 좀 확인해보려고.
1838845517	젠장. 얼마나 더 기다려?
1597618645	프랭크가 말할 때까지.
1542979841	당장이라도 말 타고 돌아가고 싶어.
435113100	그것도 프랭크가 지시를 해야지.
1410192652	그런데 그 인간들은 누구야? 이건 헛짓거리야.
272270312	나도 몰라. 맥코이에 관해 무시무시한 소문을 듣긴 했지.
1109781748	그렇긴 한데. 지가 뭐라고 우리 모두를 상대하겠어.
1049087038	혼자 오는 것도 아니잖아.
1830697416	프랭크도 감을 잃어가는 것 같아.
842300241	왜?
1742782678	부두 마녀가 어쩌고 헛소리를 지껄이잖아.
1590616347	그건 모르지. 프랭크는 한창일 때 별걸 다 봤으니까.
594718753	좋아, 대포는 왜 있는 거라고?
829106166	안전하라고.
1114876175	우리 편을 겨누고 있는 이유는?
1805734018	연습하려고.
1048377717	지, 진짜 발사되면 어떻게 해?
826874440	운이 없는 거.
969395148	이거 발사할 줄은 알아?
1696701282	그럴 리가.
124097593	이쪽으로는 와본 적이 없어.
1346907690	오, 그래. 여기 기억난다.
1254737121	흠, 공장 느낌이 나는데요.
1762988771	이게 다 뭔지 궁금하네요.
1403348187	온갖 것을 다 캐내는 광산 같군.
1534619609	예전에 금광 때문에 프랭크가 이곳을 차지했었어.
1884731109	금이라고?
1927887843	집중해요, 맥코이. 할 일이 있잖아요.
2081326651	사람들 말로는 움직임이 빠르대. 잽싸다더라.
2090072411	프랭크만큼 빠르진 않았지. 
526605160	그거야 그런데 우린 어떡해?
293171659	아오, 걱정도 팔자네. 그놈이 오면 내가 구해줄게.
1191994580	그런데 어떻게 알고 있는 걸까?
987097875	누구? 프랭크?
1263595450	그래. 놈들이 오는지 어떻게 아는 거냐고.
2041476279	프랭크는 늙은 개잖아. 나라면 그 코를 믿겠어.
594351528	이봐, 놈들 중에 그 미녀도 있을까?
691488540	신랑을 죽였다는 그 여자? 아마도.
1908290552	그 여자에게 반할 건 아니지? 너도 여자잖아.
881157558	순찰이나 계속해, 멍청아.
960853970	젠장. 아직도 고정이 제대로 안 됐어.
1691853546	말했잖아. 위험할 리 없다니까.
1260617836	단단히 걸려 있는지 확인해야지.
1031366330	내 말은 듣고 있냐.
1844765622	광산 수레에 깔려 죽긴 싫다고.
1454114103	여긴 경사로도 없어, 멍청아.
1233256077	이걸로 날 해칠 순 없을 거야.
823372472	좀 진정해 줄래?
1825708499	이쪽으로는 와본 적이 없어.
83005743	오, 그래. 여기 기억난다.
397645503	이것 좀 봐요.
1335626615	이 녹슬어가는 것 좀 봐요.
873851136	저 갱도를 살펴보는 것도 좋겠어.
1659941219	안 돼요. 갱도는 지긋지긋해요.
1648199460	그래. 게다가 광맥은 수년 전에 말라버렸어.
447364667	알겠어. 그럼 계속 가자.
2119533153	정말로 저 안에 금이 없나?
261121748	맙소사, 맥코이. 웨인에게 충분히 받지 않았어요?
1492818609	이번 일은 아직. 자기 몫은 챙겨 먹을 줄 알아야지.
426920849	좋아, 반쯤 왔어.
2145660389	반쯤 왔어, 친구.
230370717	진척이 보이네요.
1081780746	예배당까지 절반은 왔어.
1513828514	아직 더 가야 해요.
2128859310	다들 잘 따라오고 있나?
710950701	준비됐어.
4403149	저도요.
1677025007	의심했다고 말하진 마.
1427121985	그래요. 하는 거예요, 마는 거예요?
76931277	좋아. 예배당으로 가자.
1578996480	아, 벌써 예배당이 보이는군.
203454982	여기에서 예배당이 보이는 듯해요.
866253972	저기다. 여기서도 예배당이 보이는군.
2025261914	좋아요. 예배당을 발견했어요.
758095571	이제 얼마 남지 않았어. 이놈들만 뚫으면 돼.
660922703	맙소사, 프랭크 밑에 얼마나 많은 부하가 있는 거예요?
932227896	그게 무슨 상관이야. 쪽수를 계속 줄여나갈 뿐.
1412931661	거의 다 왔어, 친구.
51392618	얼마 안 남았어요.
115558138	점점 가까워져요.
1118476791	거의 다 도착한 것 같아.
1262640139	다들 묘지 정문에서 만나는 거 잊지 마. 아무도 혼자 들어가면 안 돼.
1514833812	그래. 이번에는 엄한 사람한테 총 쏘면 안 돼.
384662888	그건 생각해보지.
1209646247	정말 놈들이 올 거라고 생각해?
788946975	프랭크가 그렇게 말하잖아. 웬만하면 다 맞아.
176763436	이번에는 좀 틀렸으면 좋겠어.
560781998	나도 그래.
1677861338	누구 올라오는 거 보여?
406158556	아니. 이쪽으로 올 것 같진 않은데.
1009920076	그래? 이유가 뭔데.
773969835	프랭크가 놈들은 영리하다고 했으니까.
1182469128	참 시궁창 같은 곳이군.
850235308	프랭크 귀에 안 들어가게 해. 여길 좋아하더라고.
2064127421	그래. 하지만 프랭크도 늙어가고 있어.
1405621038	난 모르겠다. 왜 저러는지 알 것 같기도 하고.
786535949	됐어. 다들 도착할 때까지 기다리자.
1197556868	됐어. 다들 도착할 때까지 기다리자.
14666978	아직까지는 좋아요. 다들 도착할 때까지 기다리죠.
1342962711	됐어. 다들 도착할 때까지 기다리죠.
1106784327	됐어. 다들 도착할 때까지 기다리자.
972536573	이제 정말 시작이네요.
246074666	작전대로 하세요.
1015045220	직접 짠 것처럼 말하는군.
1189483124	뒤는 맡겨둬, 친구.
1898961321	그러면 이제...
1300492355	존...
542269657	응...
1808647292	지옥으로 보내버려요.
496136658	프랭크!
1638498635	계속 기다리고 있었다, 애송이.
147343473	동료들이 있다고 기분 나빠하진 말았으면 좋겠군.
1230337671	이건 좀 불공평하지 않나?
699744065	무슨 소리야, 애송이. 여기서 뭘 할지는 둘 다 잘 알잖아.
1363026705	그래도 결투는 둘이서 해야지.
1981356010	자, 그러면 어떻게 할까?
709923328	다들 진정해.
859964106	한 번만 맞히면 된다.
1089007962	그리고 끝나는 거 맞지?
1521570876	그래, 애송아. 옛날처럼 하면 돼.
427592624	좋아.
994610395	시작하지.
2126222479	
2046941875	
1008258369	
1379379753	
666887155	
418820928	
194996508	
1479806138	자, 지금 무슨 상황이지?
161493972	파란 옷을 입은 사람들이 마음에 들지 않네요.
40445990	프랭크의 옛 간부들이야. 저들은 우리 속임수에 넘어가지 않아.
165644794	저들 중 하나라도 알아채면 쿠퍼는 끝이에요.
1976217240	그렇다면 모두 한 번에 처치해야죠.
1640516891	그러면 어떻게 할까, 애송아?
1293366771	배짱은 있구나, 애송이. 그건 인정해주마.
605982068	쉽게 끝날 거라고 생각하진 마라.
1155764965	네 친구들이 시간을 끌고 있구나.
1122444210	아비가 이 모습을 보면 뭐라고 할까.
203020302	애송이, 옛날 생각나지 않나?
125050405	애송이, 네게 거는 기대가 크다. 실망시키지 마라.
865953531	악의는 없어, 애송아.
1076843851	이번엔 그대로 누워있어라, 애송아.
448543546	아까웠군, 애송이. 하지만 실패야.
1187322924	아직 배울 게 많구나, 애송아.
1008428375	후... 나쁘지 않아...
1068855608	...나쁘지 않구나, 애송이...
1600044611	끄윽...
895512173	애비가 자랑스러워하겠군.
1043485365	더 남길 말 있나?
805246975	후... 남길 말이 있던가?
1790702708	둘 중 하나가 죽으면...
1786402724	...다른 하나는 산다...
1447460447	...그것이 세상의 이치...
1939865023	한 번만 맞히면 돼, 프랭크.
1089400164	그래... 바로 그거야.
547085163	정확히 맞혀라.
1268457782	
