English	英语
139410904	德维特先生想要你滚。
1143442081	你永远也找不到弗兰克！
22081791	弗兰克告诉我们你会来的，笨蛋。
1762081532	我不会不战而降的！
1198297652	我杀了那些赏金猎人！
2042649714	谁藏在那？
1235211190	好了，我要进来了！
160879338	你最好别在里面！
992869511	你觉得你很聪明，嗯？
1258042762	那片灌木刚动了吗？
1592589913	我要把你拽出来。
1601273853	啊！你在里面，对吧？
2130902809	我知道你在里面......
1731839353	有人来过这里吗？
2018501154	也许他们从这里经过了？
1083790060	我要进去了。
1968218570	你在门后吧，小子？
548714726	我有万能钥匙啊，混蛋。
2141033609	一号门后面有什么？
548291315	没事了。好吧。
1727715797	一定是错觉吧？
1534380886	操了......回去工作。
832297329	我应该少喝点威士忌。
1490223392	也许只是风。
1390990711	他妈的。我还有别的事。
1642195416	没有。没事了。真他妈浪费时间。
800172748	算了吧。懒得管了。
289299423	不重要了。他们走了。
422730095	不见了。靠。
1426525474	我才不在乎。
1618490903	呃......开玩笑吧。
1269942691	好吧。别回来了！
1232796328	下次我一定要抓到你。
1896137410	好吧！他妈的离远点！
1488734937	这次算你走运！
2034003308	我到底在干什么？
1924610248	该死的！该死的家伙。
659364084	妈的。来打架呀。
451963850	该死的，就知道躲！
1991080102	我累了，算了。
1440621554	操，我才不去。
39873246	太远了。
1850053063	我才不会去那儿。
1901671755	我才不会去呢。
1819490466	我要待在外面。
1070201882	不能进去。
401507340	我才不会出去。
112899215	我要待在这儿。
1890897690	不能出去。
1700899349	不知道怎么过去。
1403326882	呃，那太麻烦了。
1627006589	去那得多发钱。
1296601831	喂？
421170061	你是在躲着我吗？
131095827	出来吧，我现在没心情闹。
598292556	也许走散了。
191128027	可能是在拉屎吧。
714021119	好了好了。你爱咋咋地吧。
939177021	你在那儿啊！天啊！
513565452	发现你了！你想什么呢？
83534620	咻。你吓死我了！
1598984520	靠，发生了什么？
1519404012	靠。
1224467046	老天啊！
1318927392	我去！
1877443121	噢，见鬼......
1295910491	这太扯了。
1334263326	我该怎么办？
955543693	噢该死，这太疯狂了。
410484791	这他妈是怎么回事？
896050280	什么都做不了。
48372896	需要人来清理一下。
1906621637	真他妈丢人。
1910848592	真他妈一团糟。
1002977418	我们在这儿无能为力。
1927301528	好吧，不是我的事。
656442560	我不喜欢这样，附近有人。
1477091609	该死，最好别发生在我身上。
2057713844	该死的欧哈拉，这一定是他们设置的陷阱。
1182508852	......
524138103	......
829116989	......
474744384	......
952574982	......谁在那？！
323113316	......吵死了！
985543860	......啥......咋回事？！
1637087491	......吵死了！
694128738	......
2098374508	......
409580773	......
854386418	......
1588369502	......
53153344	......
1261996648	......
1800134066	......
639808599	......
2022872625	......
653569978	......
200169810	......
2021335812	......
605137033	......
892351826	......
1573051122	该死......
631995966	啊，我的头......
1018234473	混蛋......
1834654638	操......
1028810844	哎哟......
1444969703	嗯......
1352834255	等等......
1153912441	那是什么？
1366761237	有情况......
975778183	什么......
464823892	什么玩意儿？
2033470861	嘿......
393304772	嘿......
1893197974	这是......？
1254746512	啥......？
548902491	嗯......
604969825	妈的......
560854789	嘿，小怪物！
1965921825	好可爱的小家伙啊。
219820202	哈！嘿！你从哪儿来的啊？
354564704	呵呵呵，你在捉老鼠吗？
140498923	再见！
125289500	呵呵，可爱的小东西。
2024841483	提高警惕，兄弟。
492909284	......混蛋！
362088118	......王八蛋！
31498667	......我弄死你！
1572977345	......
339583538	......
1253303131	......
1985622678	有点奇怪......
1852705836	这是怎么了......
2021061811	他...他......有趣......
1208691800	脑袋里都是声音......
78669692	低语，低语......
366494113	我听......我得听......
1615129584	我感觉......我感觉什么？
141011502	噢，我很好......
1221705092	我什么都看得到......
221888240	有其他人......
186651866	你在叫我？
644373676	无法......清楚地......思考......
710509619	打铃......
1177838122	劈开你的头......
2130288067	谁需要枪......
81023788	准备好挨揍了......
203384122	嘿嘿嘿嘿，过来，废物......
802813699	好的。
468596249	正在路上。
852513673	好吧好吧。
1074365083	是。
760432318	嗯哼。
118522792	是的。
1776110710	听命。
1759843603	我，我会做的。
1223254440	好吧。
1667594336	好吧。
673281826	呃......
1448230480	去哪......怎么做......
10992045	我......不知道......
2121228037	不......不，不......
740465494	没有......看不见......
1446611754	像这样，对吗？
1485504914	我弄好了......
1127221292	是的，好了......
804621213	就像这样......
984340080	嗯......就呆在原地......
1950553671	呵呵呵呵......拿起来......
26967916	呃......真沉......
1607426456	稳点......稳点......
1971720183	嗯......差不多了......
2138560057	够近了......近了......
1391794461	......
1550720471	......
341174869	......
365298374	......
1144609140	等等，发生了什么？
1645313256	噢...嗯......真是奇怪......
1901539004	诶......我怎么在这儿啊？
1341750739	啊......妈的怎么了？
1136135404	好吧各位，把他们给逼出来！
1799631447	他们在上面！散开！
401355362	散开，别让他们跑掉！
593133914	抓住他们了！别放过任何一个角落！
1653101090	找到他们，干掉他们！
812377132	你躲不掉的！分开找！
74588799	噢，我们会找到你的！快找到他。
2073429272	他们在上面！好好找，仔细点儿！
75846897	这儿有几个破坏份子。找到他们。
1283443165	嘿，他们以为自己能躲起来！找到他们了！
39135260	继续找！我们得找到他们！
1579302907	他们一定就在这附近！
882134543	有人发现什么吗？
466432612	妈的，别让他们跑了！
1074900380	他妈的，他们在哪儿？！
513371011	这些家伙藏得真好。
620632316	没有意外了！
957538516	他们要跑了！
316892044	卑鄙的混蛋！
450744133	我们得把他们逼出来！
1332778121	我知道他们在这儿。继续找。
144645111	找到了重重有赏。
1113156163	算了吧。他们走了。
840959519	他妈的。他们早走了。
1547269773	我们跟丢了。停止搜索。
750913614	算了吧，弟兄们。他们跑了。
479563659	就是这样！回家找妈妈去吧！
1660227564	哎，真是浪费时间。回去工作吧，大伙儿。
920806137	这太费时间了！我们还有活儿要干！
1124187942	干得好，兄弟们。回头请大家喝酒。
1993844566	他们不会回来了。干得好。
1972001039	我能帮你吗？
834211107	啊，美女！
1160651570	也许我有你需要的。
963485257	是的，我肯定能帮你。
977482616	噢噢，看看你。
333127086	我整天都在这儿啊，亲爱的。
341547783	当然，嘿嘿。什么都行。
1481124691	我洗耳恭听，亲爱的。
883307261	哈哈哈，没问题，小姐。
2049489469	是啊，我在听呢。
1988317996	你声音真好听。
1096629937	我在听，我在听。
452035267	你说了算，美女。
2084498517	我跟你聊一天都不烦。
575852001	要不等会儿再见？
860507194	只要你需要，我就在这里。
1604843161	哦，呃，好吧。
846976017	嗯嗯。
1495255661	待会儿再来，好吗？
1972238024	嘿，你怎么这样。
604888334	先生？
284585439	我吗，先生？
242359327	是的，老板？是的。
2123821182	你是说我吗，老板？
213826033	当然，先生。
1598565682	明白了，老板。
1040563642	一定的，先生。
1352208559	当然，老板。
1870806224	好的，老板。
1801055933	谢谢您，先生。
1407790381	我会记住你的话的，先生。
1054869496	天啊，这混蛋......
1990474233	好啊！
948523370	太好了！
1469968571	我来了，宝贝。
772926689	哼哼哼，嘿嘿嘿，带路吧。
324836796	你走狗屎运了。
864859900	看你美的！
614453529	这混蛋，走桃花运了。
2054250135	好吧，你俩快活去吧。
1644646677	我得回去了。
1945843199	我们以后再做，好吗？
1359411510	靠，我得回去了。
154712837	对不起，亲爱的，现在不行。
738413713	我想喝酒。
527928806	抽根烟。
757634484	哎，真累。
306356550	一切都很安静。
1277737661	这儿没事。
536676640	真无聊......
61720788	再过几个小时。
1478305081	靠......好痒。
1407221276	这班岗快结束了......
2111485179	我想要一双新鞋。
1392841992	......
1651629711	......
1026664813	......
2140102476	......
1515569013	......
1722689439	......
2065248909	......
2126440032	......
1292242829	......
72400244	......
435320323	干杯！
593596944	干了！
888893042	干了！
1691268932	干杯！
1371695669	弗兰克好像心情不错。
1480133751	我们什么时候出去？
1659550329	大安太丑了。
390825701	我想要双份。
2103400716	真是个鬼地方......
1815827188	不要相信这些人......
1363298120	有钱了会怎么样？
119344786	今天可是大喜日子。
1806599659	镇长挂了，见鬼。
1484886467	杀手还在逍遥法外。
2089664902	我讨厌这该死的雨。
757373183	......！大农场。
609384138	蛋都快冻碎了......
1202292134	呼......外面真冷......
1229863144	我得睁大眼睛。
968237693	弗兰克又发狂了。
2078215098	那夜狂风骤雨。
1757570807	这些该死的陌生人。
1046993634	这个月第三次了。
260044012	呵，我喜欢这个妹子。
1844813644	干自己的活儿。
1250326677	我喜欢这座城市。
1672377304	该死的蜜蜂。
1582474041	河口静悄悄的。
570557686	我他妈湿透了......
2042360926	有情况。
1530925514	不喜欢新的。
1998337660	热死了。
184791831	穷乡僻壤。
1458548270	我们要搞定他们。
538629131	该死，真热。
1772219422	双薪，呵呵呵呵。
2093659069	谁需要弗兰克。
298655280	这就是生活。
1789775162	像美好的过去一样。
648000169	怎么样了？
817876933	挺好的。
830698670	嘿。
357366752	嗨。
191569606	没事吧？
618566828	嗯，没事。
1778933691	有什么情况吗？
1263875469	才不是。
2081795186	有烟吗？
1026973060	抱歉，没有。
940223258	等会儿来酒吧？
224232202	好。
2124934648	有麻烦吗？
2038275742	没有。没事了。
1919557924	等会儿来打牌？
1830402907	嘿，好啊。
1515781158	感觉怎么样？
144544898	......唉，别提了。
1066043809	我们什么时候出去？
1740931131	不晓得。也许很快。
1375418294	诶，威士忌呢？
1780416712	昨天喝光了。
345189728	这次他们派了护卫。
1219188071	呵，这一点儿用也没有。
205268684	你看见大安了吗？
260125397	她在高地上。
1070234556	镇上有人找麻烦吗？
1180957643	哈，你开玩笑吧！
991808565	你感觉如何？
197932068	在这鬼地方又熬了一天。
915920059	怎么样了？
1987711002	婚礼都准备好了。
15524038	你见到婚礼的裙子了吗？
1090270919	是啊。
1703477360	你看到什么了吗？
1660140081	现在还不行。保持警惕。
1107573045	有杀手的踪迹吗？
1149419162	没有。我很高兴。
110752159	大农场，哈？
1551734543	我见过的最大的了。
606466086	又该下雨了吧？
489833113	你是纸糊的吧？
1631096019	你在外面感觉如何？
1410344561	感觉我要病了。
1370099998	你听说石板镇的事了吗？
1848872954	是啊。搞得乱七八糟。
489468895	你觉得他是一个人吗？
1883688680	我不确定。
1989334368	你看到那家伙了吗？
1354439957	是啊。该死的赏金猎人。
1858462346	你知道怎么回事吗？
1936445947	我的钱都花在沼泽女巫身上了。
269945475	你觉得这是真的吗？魔鬼吗？
1029146633	靠，我想都不敢想。
148340071	你觉得把那妹子搞来如何？
1755549648	老板会把你老二砍了。
840192405	怎么花这么久？
2144854809	我们有些掉队的。
648151727	你有命令吗？
1933916278	好。应该都在这上面。
36917020	工作结束后去趟龙穴吗？
1125783416	嘿嘿，带我一个。
129090878	你听说沼泽女巫的事了吗？
1629622092	你相信那些鬼话？
2112582582	巴克斯特的船员怎么了？
1359094338	上次遇到了麻烦。
1641774706	好奇那艘船上有什么？
1133165006	不是我们这级别能知道的。
370947510	弗兰克咋了？
1212097843	他在沉思什么。
2050328114	新来的人怎么样？
1247060918	弗兰克说他们会成麻烦的。
460043815	你听说过新奥尔良吗？
1765158267	不。
1082462987	你觉得他们会过来吗？
85149765	德维特确实是这么想的。
1472165189	弗兰克不是在开玩笑。
47033907	我们会抓到他们。
895861040	你和有钱人在一起会紧张吧？
1946833463	闭嘴。
1784476798	真不敢相信我们会得到双倍的报酬。
1892693736	是啊。弗兰克要错过了。
1949184865	你觉得他们会来吗？
1240553083	弗兰克说会的。
2006762853	让我想起了过去美好的日子。
537414759	是啊。还是很他妈热啊。
683101355	显然是那位新娘开的枪......
1981160745	妈的，今天可是他们结婚的日子，我们必须找到她。
963204999	我认为欧哈拉小姐没那个勇气......
286550826	她一定藏在某个地方，注意观察！
1815664110	看到什么可疑目标了吗？
554723004	没有，还是没找到新娘。
106895112	那个婊子，真的是她开枪杀了镇长？
1557008734	是的，继续找！她一定就藏在某个地方。
442175884	她还穿着婚纱，应该不太难找。
1377363226	没找到，继续找。
1040101000	她在镇长办公室里用一支老式霰弹枪杀了他。
1493221992	她还挺漂亮的，杀了她有点可惜。
1681128826	欧哈拉小姐仍然在逃！注意观察。
109149626	她真的朝希金斯开了枪？哇哦......
2005113553	红发，穿着沾有血迹的婚纱......
2049671442	一旦发现符合条件的目标，格杀勿论。
1317676987	我们必须找到她。希金斯已经死了。
1264278637	她要为此付出代价。
161309620	我告诉你，不会有好结果的。
274853156	是的，我听说过。
1435947562	留给专业人士吧。
755395228	与我的想法一致。
1655396630	别告诉任何人，好吗？
1704024100	另一个呢？
1328969336	从长远来看，这不重要。
128445364	听一会儿。
1616548851	当然，但是现在呢？
162289897	别担心，我以前见过。
302085781	我不确定我听懂了。
1378409662	不敢相信我错过了。
340471911	这就是差别。
726541011	他...他告诉你了。
2018315010	那不可能是真的，是吗？
247837793	你最好相信这一点，哥们。
1612396731	是啊，但这不是什么新鲜事。
698043621	你听说了各种事吧。
900611136	我感觉时代在变化。
807504765	那对我来说是新闻。
491903735	我刚才说到哪了？
161453780	打断思路了......啊，对了。
858584211	我刚在说......
32357679	好吧，我们刚才说到哪了......
1152309244	话说回来......
554185795	我不会放你过来的。
678159569	这不是你该来的！滚蛋。
932950342	这儿没你的事。走开！
104722547	你最好别过来。
679725089	谁都不许进。
145220390	退后，这没什么好看的。
1293116309	你有事？你能退后吗？
129490645	瞅什么呢？请离开！
1550207167	到此为止，懂？
1926736969	你想进去吗？
2005344410	这儿现在属于公司。滚开。
581708898	滚开。
1703626571	没人邀请你。
2134217577	镇长很忙。待会儿再来。
70736615	你看起来不像是预约过。
1853436739	公司业务。走开。
2077293618	这儿没你的事。走，离开。
322602354	闲人免进。
1784616748	我不会放你过来的，人渣。
240400068	回你的帐篷去，混蛋。
168465824	没有啊。轮到你的时候我们会叫你的。
406726280	这里不对宾客开放。
1044193602	去别处找几个客人唠唠嗑，行吧。
1914551861	前面不是派对，明白吗？
1374528085	你是傻逼吗！
2113630728	让你不听老子的！
1600347520	不明智啊！
779850150	噢噢，你竟然敢！
334512616	嘿，我警告过你！
355354772	等等......那不对！
1796074906	嘿，你在干什么？
717860675	你是认真的吗？
1935007016	住手，混蛋！
1817230699	啊，你觉得自己很聪明？
1227873196	快看啊，这有个傻逼！
1157137170	......
1130164839	......
1234092309	......
1570287340	......
870903718	......
1841375604	......
1267759369	叫人过来！
2038458516	需要增援！
2065075516	嘿！需要增援！
1330018132	再来点儿人！
831967428	来点儿增援！
1626134676	救命！
1306928117	这儿！
1315639364	掩护我！
522463759	啊，大伙儿们？！
1383913742	你看到了吗？！
923934351	大家注意！
1824504505	弟兄们，把他们干掉！
1191938483	警报！警报！
1574925538	妈的！没有增援！
551718866	援兵不会来了。该死的！
836030981	我们得孤军奋战了，兄弟们。
699781921	增援出事了？
1332338745	没有增援啊！只能这样了！
936296200	你能搞定吧？
299194028	我们要走了。好好玩。
689682058	搞定了。再见。
958490742	你搞定吧。
78999817	哈哈哈哈！剩下的就交给你了。
129479416	妈的。他们走了。
1069851055	找不着人了。回去干活。
515481945	他们应该不在这儿了。
2013271875	就是这样，快跑！
1687562753	没事了。那好吧。
31744351	睁大眼睛，听到了吗？
576441171	还没完事呢。你最好准备好。
768740566	这里有情况？保持警惕。
1455443523	小心。这儿有几个破坏份子。
327438644	眼睛睁大点。有人在附近。
1209527049	安静点，行吗？
1633402700	嘿！没看到我们在忙吗？
871947430	你们都闭嘴。
1232640600	你们想在外面自相残杀，那好啊。安静点就行。
1562312390	你他妈能把嘴闭上吗？
945646181	看！上面！
1456854577	他们是怎么上去的？！
1371141263	妈的。他们在上面！
1714585074	很牛逼吗？你咋不上天呢？！
104080093	嘿，你这是耍赖！
1668092720	我会抓住你的，你给我等着！
2088106077	......！
2051716928	......！
580945436	......！
337405026	......！
630518121	......！
152458336	......
1644344357	......
586772081	......
229596328	......
318523384	......
1931643623	......
2060171313	......
2121524284	......
688980437	......
491930301	......
636786744	......
659619917	......
470776028	......
1102278589	......
805160829	......
899477068	......！
421907686	......！
728140155	......
1617436192	......
1048143362	她死了！
1463610329	妈的！她死了！
2111110640	他死了。
784997705	妈的！他死了。
303052562	有尸体！
937106483	那个死了！
628771146	该死，他被我们自己人干掉了。
994318182	该死的叛徒杀了他。
156179529	我要找到杀他的叛徒。
1949804713	她居然被我们自己人给杀了。
172523538	该死的叛徒杀了她！
823510381	我会找到那个叛徒的。
484891880	操，我们中间好像有叛徒。
1193649551	我们中有人干的。妈的。
6791647	死了。这是我们自己人干的。
242418496	是叛徒干的。
1613312810	啊，什么鬼？
1899609706	你在开玩笑，对吧？
360509224	天啊！
958398063	这是谁的足迹？
147489601	以前从没见过这些脚印。
1888785352	谁在这儿留下的脚印？
582208865	居然留下了脚印，混蛋。
1620479608	是谁留下的脚印。
451967874	妈的。灯灭了。
1948676309	谁把灯灭了？
743291798	别乱动灯了。
966738420	幸好我有火柴。
1190805219	灯！又是灯？
1120865993	王八蛋！
415837661	你死定了！
329902104	不明智啊！
273223843	你会付出代价的！
1354272841	哥们，你会付出代价的！
432350016	看起来不妙！
1892707000	陷阱！
1457345429	他们下了套！
1416830963	小心脚下！
517551116	该死！陷阱！
306730968	这陷阱真大！这陷阱真大！
1294259969	妈的！狙击手！
1225003853	有狙击手！
1043950559	有狙击手！
1466205579	有神枪手！
987964412	我们成了活靶子了！
1703228949	妈的发生了什么？
568706739	什，什么？！什么在打他？
426283902	这，这不对劲啊！
1525923077	这是什么鬼东西！
876838699	有鬼！
966945178	黑魔法。
1738023807	你，你点不对劲啊！
1689979491	你疯了吗？！
664718092	你该死的叛徒！
2130706034	叛徒！
2001059167	僵尸！
1015652493	住手！
999015631	停下！
388467118	你敢！
1673643292	啊，你竟然敢！
953318072	别动！
5220510	嘿，你！
2136441175	你在这儿！
843899915	我看到你了，混蛋！
735665938	狗娘养的！
1646534489	我看到你了！
106051971	谁在那儿啊？！
177036116	你他妈是谁？！
1829959496	啊！发现你了！
225093463	他们发现我们了！
900127685	你在找弗兰克？
1240787803	你觉得你很猛吗？
478164933	你找死吗？！
1122206821	为了大安！
263508115	找麻烦吗？！哈？！
1339529130	这地方是我们的！
1375755638	是那两个小丑！
594903189	哎呀，不是吧！
662749892	今天不行啊！
1600768181	有麻烦了！
1605910602	凶手！
993787409	他们杀了市长！
1321997216	混蛋！你杀了希金斯！
1109077676	他们还有人呢！
967282160	该死！有埋伏！
1856997375	他们在包围我们！
76132838	你越界了啊！哈？！
183543478	这儿没你的事！
626003957	你不该在这！
1810666424	谁让你来这儿的！
681922534	又一个！
389715219	他只是个孩子！
584392267	在找你爸爸吗？
939274266	发现你了，小子！
1561599544	弗兰克是对的！
1255247538	我要抓住你！
1888338807	你被捕了！
1000665993	有，有麻烦了！
1642810753	你怎么出来的？！
1949254306	有人逃跑了！
1957008713	一文不值！
797774459	偷看什么呢？！
194710690	偷摸干嘛呢？！哈？！
1097054787	迷路了？！大爷来帮帮你！
1929730827	你不是公司的人！
29268740	保卫女皇之巢！
499799722	看！送人头的！
1430588001	把你喂鳄鱼！
235739528	禁止入内！
1246750713	你该待在家的！
506344137	谁放你出来的？！
1302108559	挖累了吧？！
1395938742	谁都不许走！
1969358936	想逃跑吗？！
813057256	你无路可走了！
241048337	嘿，德维特要你的命！
417764624	你不是客人！
805370496	离客人远点！
1184229544	你怎么进来的？！
675257480	你不能这样！
727742631	该死，是他们！
366295175	库珀团伙！
1878157068	你抓不到我！
895082290	该还债了！
1518753910	是库珀！
696870190	我看到你了，牛仔！
1662969916	是赫克托！
833503072	嘿，壮汉！
101386366	是欧哈拉！
1961346380	嘿，美女！
880428678	是麦考伊！
1187426253	我看见你了，你这个黑衣混蛋！
58698432	是女巫！
2046980127	是莫罗！
1526138916	我看到你了，小子！
2107283658	嘿，小子！过来！
371778985	噢，该死，是警长！
747874770	嘿！你怎么出来的？
64596135	好像有点儿不对劲......谁在那儿？
1118067913	等等......有人在我后面？
1714999461	奇怪......好像有人在我旁边。
1029574781	......！停下！
1430640138	......！什么鬼？
1731317051	......！干嘛呢！
233457239	......！嘿！
1376309783	这儿没你的事。
1715885406	在里面躲着是吧？
1778556117	滚出去，混蛋！
1170818665	应该会值钱！
1279255848	这是哪儿来的？
1804843125	刚才明明没有！
1762336040	不能置之不理啊。
1020573056	来吧宝贝。
1352703730	我的。
1005227207	今晚的酒钱有着落了。
24943227	噢，听说了。
84773680	呵呵，走运了。
1665385954	她睡着了？
750259536	她在这里干嘛？
162980768	他睡着了？
317593978	他在这干嘛？
1756267270	嘿！你怎么了？
443407491	懒蛋。
1875944583	就猜他跑不远。
1207503913	是的，就是他。
2016503879	看来她没跑远嘛。
548397262	是的，就是她。
764927621	你就是叛徒啊。
1769121624	是你吧。
1355290877	这畜生在这。
585721222	发现你了，混蛋。
1792767120	等会儿再收拾他。
1970194184	先把他扔这吧。
181200668	等会儿再收拾她。
240018815	先把她扔这吧。
796758737	等会儿再收拾你。
749914104	好了。你得先待在这儿了。
114870985	她被绑起来了？
1114111738	有人抓住她了！
1455159039	他被绑起来了！
1712450959	有人抓住他了！
2082632819	他们把你绑起来了！
406620721	嘿！谁把你绑起来的？
1562312478	她在哪儿呢？
1186727701	她去哪儿了？
840634581	她刚才不是在这吗？
803478765	他在哪？
321579858	他去哪了？
143565168	他刚才不是在这吗？
743276046	嘿，我朋友去哪了？
396212269	让我等着，嗯？
975839535	呃？怎么这么慢？
582144571	嘿！醒醒吧！
1788655167	懒蛋，快起来。
78840946	别偷懒。
31003542	谁把你弄成这样的？！
13985282	谁把你绑成这样的？！
844451836	啊？！
1007562551	什么声音？
1889193670	你听到了吗？
1574352144	他妈的谁啊？！
1810364746	这可不好玩！
419277849	好了，够了！
1037668922	操，哪在开枪！
1560150770	谁在开枪？！
342068782	他们在打我们！
1184763245	有人在扔炸药！
1726683258	他们在用炸药！
184276470	天哪，那是什么！
1299218361	嘿，我听到了！
1055567682	谁啊？
142901817	滚出来！
1846020812	你不来是吧，我过来！
1436567014	啊，你有麻烦了！
1329859631	我知道你在哪里，混蛋！
1450140891	那......那是什么鬼？
396526931	我......我疯了吗？
678634942	啊！这...什......什么?
673626311	我在干嘛？
3701957	别在意。
1496011622	真是愚蠢。
2115842423	别以为你能躲起来！
2124353544	好了，我来对付你了！
1760902622	我们四处看看吧。
1094065143	噢，我可不会这么容易被骗。
776322957	我一定会让你生不如死。
495908380	谁啊？！
2060149827	他妈的，是谁干的？
1201462751	哪个贱人打老子？
926717260	呃啊，他们会付出代价的。
1577941305	现在没胆儿了吧？！
1763889908	有人吗？
84831267	我会找到你的，你知道。
1590215795	你有麻烦了！
72671537	不管你是谁，都给我滚出来！
1500136421	赶紧跑，让我找到你你就死定了！
403401214	你只会让事情更糟哦！
205331244	呵呵，你等着......
593996446	混蛋！你在哪儿！
1648905840	你骗不了我！
816707707	出来，出来！
1044417348	你逃不掉的！
484258301	别躲了，胆小鬼！
319901115	快走！爷们点行吗！
1110015672	啊，大爷来陪你玩玩！
604564302	越来越无聊了。
1086240261	啊，你怕了吗？
1002814439	来啊，弱鸡，懦夫，胆小鬼。
1520661018	我可没时间，混蛋！
1332301405	该死的赏金猎人。
372378103	我要把你扔进峡谷。
1803238546	弗兰克会喜欢的。
1352172443	你不是对手，孩子！
410102224	你该待在马车里。
14513467	我们的车来了！
1979302900	离我们的货远点！
1472119620	我们跟大安是一伙的！你最好快跑！
977892023	你跟老子对上了。
1407155754	你最好在我找到你之前离开福莱格斯通。
1588645589	我要把你吊死在教堂的钟上。
1592254568	这鬼地方可藏的地儿太多了。
425442	你会毁了婚礼的！
549315003	希金斯会很生气的!
1074244091	你没看见这儿在办婚礼吗？
511668795	你知道市长会怎么对你吗？
1342731708	你毁了婚礼。这可不好。
1537830150	你杀了希金斯。现在谁给我发工资？
918882158	我要把你扔下悬崖。
2076994683	你绝对进不了门。
156489526	你觉得你很聪明，嗯？！
215603118	你的农场现在归公司了。
105389863	我们要把这儿夷为平地。
634504323	你有机会停手的！
1763686719	就是你们在福莱格斯通闹事的，对吗？
1090999474	你侵犯了德维特公司的资产。
2102258360	你肯定不是坐火车一起来的。
161046953	你会成为活靶子的。
910429965	我们抓住你爸爸了。你最好投降。
970401558	弗兰克会喜欢你的！
2084436998	出来，小子！我不会吃人的。
1783795555	呵呵，这一定会很有趣。
1894084286	警长想跟你谈谈！
1750432226	这是官方调查！
2055624551	我们在执法，快出来。
1126043696	你知道我们怎么对付破坏份子吗？！
80609753	你以为你能跑掉？！再想想！
672977670	你有大麻烦了！
1830955182	我们可以给你一个好价钱！
374399780	我要把你淹死在河里。
1690364394	这是德维特公司的事！
1512358348	鬼鬼祟祟的家伙。
836955037	你挑错时间和地点了，朋友。
130585470	我们给你弄了笼子！
1964699724	你来错地方了！
186195665	我要把你喂鳄鱼。
2118249060	欢迎来到女皇之巢，混蛋。
74362456	你以为你能躲过去？！哈？！
223465408	这是德维特公司的公事！
592700306	这里是禁区。
123907633	我在执法，混蛋。
1983109371	你要下地狱了！
193038502	弗兰克告诉我们你搞事情的。
1766630638	没人能从这儿逃出去。
227582681	你现在是德维特的了。
1835775045	我们要活埋你！
2132624997	这儿就是你的葬身之地！
1483293184	如果你在等火车，那就别想了。
2037151594	火车不会停在这里。投降吧！
674906952	别在德维特先生这儿搞事！
1156668696	你不是对手！
1963674029	这是私人聚会！
1812469583	德维特先生想要你滚。
1354053649	你永远也找不到弗兰克！
1343514226	弗兰克告诉我们你会来的。
670133717	我不会不战而降的！
1575933026	我杀了那些赏金猎人！
2089844001	谁藏在那儿？
2090102848	好了，我要进来了！
358797563	你最好别在里面！
1368781384	你觉得你很聪明，哈？
42740192	那片灌木刚动了吗？
269222431	我要把你拽出来。
1360203375	哈哈！你在里面，对吧？
527376225	我知道你在里面......
888019018	有人来过这里吗？
734157328	也许他们从这里经过了？
1567086874	我要进去了。
1609193773	你在门后吧，小子?
461736540	我有万能钥匙，混蛋。
601379350	一号门后面有什么？
1247568758	没事了。好吧。
1412981802	一定是错觉。
1886834519	操......回去工作。
2067284352	我得少喝点威士忌了。
1241476257	也许只是风。
1227591786	他妈的。我还有别的事。
1374247182	没有。没事了。真他妈浪费时间。
379096336	算了吧。懒得管了。
1768732506	不重要了。他们走了。
1533526477	不见了。靠。
1801000726	我才不在乎。
1004651580	呲......开玩笑吧。
1832153080	好吧。别回来了！
542570394	下次我一定要抓到你。
1236353381	好吧！他妈的离远点！
634337103	这次算你走运！
1958827406	我到底在干什么？
39000782	该死的家伙。
1236100538	妈的。来打架啊。
292217397	该死的，就知道躲！
1425141375	我累了，算了。
1893246916	操，我才不去。
1404928142	太远了。
279281873	我才不会去那儿。
2124278582	我现在才不会进去呢。
1600479534	我要待在外面。
1177502423	现在还不能进去。
823072124	我才不会出去。
1255668488	我要待在这儿。
1006083994	现在还不能出去。
259153656	不知道怎么过去。
1937170345	呃，那太麻烦了。
1953083127	去那得多发钱。
658479864	喂？
40954105	你是在躲着我吗？
1938364510	出来吧，我现在没心情闹。
781427408	也许走散了。
1648911463	可能是在拉屎吧。
315944893	好了好了。你爱咋咋地吧。
571664	你在那儿啊！天啊！
753383290	发现你了！你想什么呢？
761950106	咻。你吓死我了！
1597307800	靠，发生了什么？
1337011668	靠。
1540053230	老天！
1239632470	我去！
1511909729	啊，见鬼......
314387	这太扯了。
1400118527	我该怎么办？
1387874504	噢，这太疯狂了。
1700291183	这他妈是怎么回事？
1318137618	什么都做不了。
369092662	需要人来清理一下。
542006602	真他妈丢人。
1388393940	真他妈一团糟。
1679206080	这没事了。
205876965	好吧，不是我的事。
696066415	我不喜欢这样，附近有人。
1534316157	该死，最好别发生在我身上。
89607856	该死的欧哈拉，这一定是他们设置的陷阱。
603594567	......
1244702596	......
1599121419	......
1196033542	......
890500950	......谁在那儿？！
79345264	......吵死了！
1131392497	......啥......咋回事儿？！
946622733	......吵死了！
1079475551	......
866808562	......
1946367892	......
267813839	......
530987294	......
61905529	......
1354908831	......
1010887780	......
773163412	......
1102286279	......
509602965	......
774477146	......
1310223380	......
