English	angielski
1922022234	A ja z pewnością napiszę do pana Irvinga obszerną skargę.
1405781978	Nadal „przesłuchujecie” dziewczyny?! Panie, ma mnie pan za głupca?
1034219066	Wręcz przeciwnie. Mam pana za dżentelmena o dużej cierpliwości.
1672081835	Cierpliwości?! Przemokliśmy tu do cna, ty bezczelny chamie!
823446862	Otwierać bramę, do cholery! Chce nam się pić i potrzebujemy towarzystwa!
472052624	Proszę mi wybaczyć. Przynajmniej mają panowie swoje towarzystwo na czas oczekiwania.
490607596	Co za tupet! Nawet się nie waż wracać do środka!
1442311527	Zaczynają się denerwować.
39632712	Może powinieneś zasugerować swoim ogierom, żeby przyspieszyli z tym całym „dochodzeniem”.
2094441960	Mamy czas. My też możemy się zabawić...
704498306	Skarbie, twój szef nam płaci. To nie znaczy, że jesteśmy przyjaciółmi.
2021559530	Spójrz tylko na tych idiotów, ha, ha.
1443684589	Ci idioci to klienci, którzy płacą. W przeciwieństwie do ciebie i innych chłopaków DeVitta.
1700851674	Przestań, kotku. Mogę ci nawet zapłacić z górką.
1454563349	Może najpierw skończcie to swoje „dochodzenie”. Wtedy pogadamy.
267095627	Chyba trochę przesadziliśmy.
1114932424	E tam. Dobrze jest! Nikt tędy nie przejdzie.
399338843	No dobra, ale kto to potem będzie sprzątał?
1051223816	Na pewno nie ja.
405274239	O mamo...
2094576614	Co za śmietnik.
1823804974	Chyba jednak nie wszystkie drogi prowadzą do portu.
440601529	Mam już, czego mi było trzeba.
1871149542	No to chodźmy dalej.
851670999	Tędy.
1818043732	Tędy, amigo.
423452625	Już jesteśmy blisko. Port jest na końcu tej ulicy.
2110783539	Już jesteśmy blisko. Port jest na końcu tej alei.
32736333	Wkrótce twój pościg dobiegnie końca.
1261584198	Mhm...
1853430813	Przed nami.
1181533852	Czuję zapach rzeki.
361861253	Widzicie to ogrodzenie? Tam jest port.
1724359099	Coś ucichłeś.
1538141028	Po prostu myślę. Nie przejmuj się.
1993344264	Przepraszam, czy mogę już wsiadać? Jestem przemoczony.
129710443	Obawiam się, że nie. Musimy wszystko dokładnie przeż... pszerz...
63074807	Przeszukać?
138876612	O, to, to.
115078417	Nie rozumiem, czego pani ode mnie chce.
981411702	Nie chodzi o to, czego ja chcę. Chodzi o to, czego PAN chce.
616559700	Ja? Przecież to pani mnie zatrzymała!
80702425	Och, nie. Cholera, coś pomieszałam.
1152265814	Czy pani jest pijana?
1980030479	No. Pijana jak szewc. Jakiś problem?
2078706220	Nie mogę uwierzyć, że pracuje pani dla szeryfa.
585620394	No to lepiej niech pan uwierzy. Mamy wszyyystkie papiery.
1321738850	Włamali się przed chwilą do biura, skurczybyki.
1229352555	Zakładam, że Frank nie jest zachwycony.
1533530238	To prawda. Czy on aby jednak trochę nie przesadza?
968644808	Ech, nigdy nie wiadomo, co tam mu chodzi po głowie.
1598804511	No dobrze. Jesteśmy w porcie.
1468679126	Ach, oto i port.
1167952505	Już jesteśmy blisko. Dorwiemy go, Cooper, nie martw się.
1565595358	Nie bądź taka pewna. Najtrudniejsze jeszcze przed nami.
885220465	Robiliśmy gorsze rzeczy, nie?
312617706	Nigdy nie wiadomo.
1726825296	Już prawie jesteśmy.
1556929191	Już prawie jesteśmy, amigo.
1555000561	Nigdy mi nie powiedziałeś, o co właściwie poszło z Frankiem.
83081385	To długa historia.
463462753	Jak każda.
1860391705	Opowiem ci, jak będzie po wszystkim, dobrze?
1562553822	Nad bagnami cały czas się dymi.
3072081	Kogo to obchodzi. My cały czas stoimy w deszczu.
1903911585	Jak chcesz narzekać, to pogadaj z Frankiem. 
264435687	Mhm, jasne. Widziałeś, w jakim jest ostatnio nastroju?
1959853890	Myślisz, że tu wrócą?
755971848	Jak mają wracać, to lepiej niech zrobią to szybko. Nie chcę dłużej stać na tym deszczu.
427139078	Uważaj, co mówisz. Podobno są niebezpieczni.
1433012591	Już wolę strzelaninę od tej ulewy.
1075732644	Słyszałeś, co Frank zrobił biednemu Lewisowi?
714126194	Nie powinniśmy o tym rozmawiać.
1806619748	Wiem, że chłop był głupi jak but, no ale...
593162373	Frank się ostatnio dziwnie zachowuje. Może w końcu traci rozum.
843777318	Ostrożnie. Frank mówił, że mogą się tu pojawić po tym, co się stało w Legowisku.
1366766968	Zrozumiano, szefie. Będę mieć oczy szeroko otwarte.
246484724	Jest z nimi jakiś wielki osiłek. Uważaj na niego – podobno jest twardy.
1011762172	Oczywiście, będę uważać.
355407443	Oczy dookoła głowy! Frank mówił, że mogą się gdzieś tu kręcić.
1147105472	Dobrze! Zostanę tutaj.
1459970057	Zachowaj czujność! Mogą być z nimi niezłe kłopoty.
839411700	Będę uważać.
1756631365	Ostatnio widzieliśmy ich w Legowisku. Frank mówił, że mogą się tu pojawić. 
2019980298	Och, mam nadzieję, że to zrobią, he, he.
1435054417	Bądź czujny! Kto wie, do czego te sukinsyny są zdolne.
1871452352	Mam wszystko pod kontrolą, szefie.
1627958694	Przystań nr 9 jest tuż za rogiem.
163337462	Jesteśmy w porcie. Jaki w końcu był ten numer...
396578546	Pamiętajcie – spotykamy się przy wejściu na przystań nr 9. Nikt nie wchodzi sam.
1239364360	Zgoda, Cooper.
1461662265	Jasna sprawa, amigo.
1592874094	Jesteśmy na miejscu. Przystań nr 9.
1971851449	Sezamie, otwórz się.
251973098	Co teraz robimy?
471402247	Wchodzę tam sam.
1299927685	Akurat, Cooper!
142722208	Wiesz, jak to będzie wyglądać.
1763287543	Nie tym razem, Cooper.
1740614320	Co wy robicie?
134435750	Zejdź mi z drogi, Hektor.
43231532	Przestańcie, obaj!
1901925498	Posłuchaj, amigo.
1045394329	Jak wejdziesz tam sam, skończysz jak twój oj...
858015093	Hektor!
816542941	Co jest, kurwa?!
15435487	Coś ty odjebał, Cooper?
1042226063	Znajdź sobie jakąś kryjówkę.
860271519	On ma rację.
1586046057	Idź do diabła.
204539558	
1736595580	
1333339245	
98266295	
1109648303	Mamy pewność, że to zadziała?
2046392709	Szef z reguły ma rację. Zachowaj spokój i rób, co ci każe.
1119489170	Tym razem jakiś ogromny ładunek. Co tam może być?
381651621	To nie nasz interes. My tylko pilnujemy.
794947815	Przysięgam, że słyszałam wystrzał.
1699866449	Uspokój się. To przez ten deszcz jesteś taka rozdygotana.
2076189073	Do licha, mam już dość tego czekania.
23012361	Przynajmniej masz, gdzie się schować. Ja muszę stać tutaj.
656508474	Ale szef się wścieknie, jak to zobaczy.
686673691	Tak, ale nie zawracaj tym Frankowi głowy. Daj mu odpocząć.
762279672	Nie dam rady sam tego wciągnąć. Musisz powiedzieć Frankowi.
321174819	Stary, zaufaj mi. Nie chcesz z nim o tym teraz gadać.
300423727	Patrz, ani drgnie. Może byś mi z tym pomogła?
61241591	Nie ma mowy. Narobiłeś syfu, to teraz posprzątaj.
70587762	Na pewno nie chcesz mi pomóc? Szef zaraz tu będzie.
1011506189	To nie mnie zaraz zetną łeb. Lepiej się pospiesz.
1797514472	Nie.
1917057043	To zły pomysł.
1760949520	Nie w ten sposób.
1098764162	Ciszej trochę, dobra?
1953084981	Chciałbym sobie zapalić w spokoju.
1609886027	Dobrze się tam bawisz?
954257301	Witaj, Frank.
224421558	Urosłeś, dzieciaku.
196362913	Trochę jesteś chudszy od ojca, ale ogólnie nieźle...
1351876617	Ile to minęło? Dziesięć lat? Piętnaście?
2051399708	Starzejesz się.
326573527	Może.
1648785514	Ciekawe, co on by powiedział.
346461861	Babrasz się w błocie i krwi, żeby zdobyć sławę...
1049010232	Tak jak my dawniej.
1161837714	Skończyłeś? Nie mam całego dnia.
59352447	Dobrze, dzieciaku...
1689389748	Zobaczmy, na co cię stać.
1856970436	
1845257427	
1975961192	
2115571404	Agh...
632140661	Szybki jesteś, dzieciaku.
987480715	Jak twój ojciec.
2096777083	Dość tego!
1454144765	Frank! Widzę, że nie odmawiasz sobie starych przyjemności.
924815410	Nie spodziewałem się ciebie tutaj, DeVitt.
1561106598	Muszę przecież nadzorować moje inwestycje.
609407692	A ten człowiek mi ostatnio zalazł za skórę.
1128086836	Ty musisz być tym nadzianym gnojem...
822621	Urocze.
845007003	Co z resztą?
769165645	Czworo pojmanych. Szeryfowi udało się zwiać?
1814878794	Zwiać?
872656828	Znajdziemy go, bez obaw.
1463726551	Dobrze, to do dzieła.
1639818221	Nie zazdroszczę ci, że musisz sobie zawracać głowę takimi śmieciami.
1141387201	To nie takie straszne. Wątpię jednak, żebyś to zrozumiał.
1303454431	Na szczęście nie muszę.
1666716055	W końcu od tego mam ciebie.
1352388126	Racja.
1330111570	Co teraz będzie z dzieciakiem?
1711981189	Nie pozwolimy, żeby dobry materiał się zmarnował.
1683647250	Zaharuje się na śmierć w kopalni.
710916016	Razem z przyjaciółmi.
1535498807	Ty skurwysynu...
1405023782	Argh...
528193204	
1022089077	
1645723736	
146982291	
1347946248	
660651684	Dojdź do przystani nr 9
105618621	Zbierz wszystkich przy bramie do przystani nr 9.
708988117	Stań twarzą w twarz z Frankiem
1295369277	Teraz albo nigdy. Podejdź na dziób i zmierz się ze swoim przeznaczeniem.
1937582108	Przebranie
864823784	Kate zgubiła przebranie pod waszą nieobecność, ale może znaleźć nowe w Czerwonej Latarni.
1931549038	Zapach glonów otacza napuchnięte ciało. Podczas przeszukiwania jego kieszeni znajdujesz małą figurkę. Niepokojące przedstawienie obcego stworzenia, którego macki otaczają rozdziawione usta. 
1462795072	Przejeżdżasz palcami po gładkiej, smolistoczarnej powierzchni figurki i masz wrażenie, że powoli zaczynasz spadać... Szybko chowasz figurkę do kieszeni.
1879106691	Mdlący odór rozkładu drażni twoje nozdrza. Kiedy badasz ciało świni, dostrzegasz coś kątem oka. Błyszczący przedmiot ukryty w kieszeni leżącego obok ciała człowieka. 
707546696	Kiedy podnosisz ciało, na podłogę spada drobna, metalowa odznaka. Jest na niej napis: „Florence Smolker's Oriental Spices”.
2042798963	Wkładasz ją do kieszeni. Chwilę później czujesz, że zaczyna pulsować, jak gdyby chciała ci powiedzieć: „Zostaw te obrzydliwe trupy. ZNAJDŹ. ZAMEK.”.
115228868	Mdlący odór rozkładu drażni twoje nozdrza. Badasz ciało świni, ale niczego nie znajdujesz. Odznaka w twojej kieszeni zaczyna pulsować, jak gdyby chciała ci powiedzieć: „Zostaw te obrzydliwe trupy. ZNAJDŹ. ZAMEK.”.
1262534177	W czasie, gdy przeszukujesz kieszenie ofiary, masz wrażenie, że gdakanie kurczaków robi się coraz głośniejsze. Raz na jakiś czas dostrzegasz, jak dziobią otwarte rany na jej ciele i wyszarpują jej mięso. 
138387610	Zdajesz sobie sprawę z tego, że wzywa cię coś z wnętrza jednego z kurczaków. Tajemniczy szept, który zdaje się narastać w twojej głowie. „Wypuść mnie”.
2036902556	Rozpruwasz kurczaka i znajdujesz w jego wnętrzu małą monetę. Jest pokryta krwią i śluzem, a i tak zdaje się świecić niczym małe słońce. Niemal czujesz, jak pobrzękuje ci w dłoni. 
653215157	Kiedy wycierasz ją z krwi, brzęczenie ustaje. Teraz jest to tylko zwykła, podrdzewiała moneta. Chowasz ją do kieszeni.
772586931	Po wejściu do sklepu orzeźwiający zapach przypraw natychmiast uderza ci do głowy. Od razu wiesz, gdzie szukać. Otwierasz małą szafkę w najciemniejszym zakątku pomieszczenia.
412945230	W środku znajdujesz mały róg pokryty precyzyjnie wykonanymi żłobieniami. Nie możesz odczytać ich znaczenia. Szybko chowasz róg do kieszeni.
1232845740	W momencie, kiedy umieszczasz w kieszeni trzeci przedmiot, po plecach przechodzi ci zimny dreszcz. Tracisz ostrość widzenia i ledwie utrzymujesz równowagę. W Nowym Orleanie coś... się zmieniło. 
1466539405	Czujesz obecność mordercy. Pora pomścić zmarłych albo do nich dołączyć.
884720503	Coś zupełnie niewytłumaczalnego wydarzyło się dziś w nocy w Nowym Orleanie. Popełniono trzy morderstwa, a wszystkie dokładnie w momencie, gdy zegar wybił szóstą.
9708345	Pierwsza ofiara: kapitan, który chciał uciec od swojego przeznaczenia. Jego zardzewiała łajba była ostatnią rzeczą, jaka utrzymywała go przy życiu. Pod nim ciemna toń rzeki. Wewnątrz niego jeszcze bardziej przeraźliwa ciemność. Nigdy się nie wydostał.
2076581508	Druga ofiara: samotna osoba, którą spotkała samotna śmierć. Otoczona swoimi jedynymi przyjaciółmi, którzy gdaczą, wydziobują śmieci z ziemi, krew z jej żył i mięso z jej wnętrza.
1520042128	Trzecia ofiara: czcigodny człowiek, zgładzony i pozostawiony wśród nieładu. Niesprawiedliwy koniec dla osoby, która dawała nadzieję i pocieszenie tym, którzy najbardziej ich potrzebowali.
595444114	Zbadaj miejsca zbrodni. Dowiedz się, czyja to robota i przepędź ich z tego świata.
1450293716	Gotowe. Rzeźnik leży martwy u twych stóp, a nadprzyrodzony płomień w jego wnętrzu zgasł. Jego dusza nie zazna odkupienia, ale Nowy Orlean przetrwał burzę... na razie. Dobra robota.
526570151	Zbadaj miejsca zbrodni
2089925091	Nad Nowym Orleanem unosi się odór śmierci. Trzy ofiary, trzy makabryczne miejsca zbrodni. Zbadaj je.
190779572	Zabij mordercę
888392974	Gdy udało ci się zjednoczyć artefakty, pojawił się ON. Przemierza teraz ulice w towarzystwie swojej ekipy odrażających bestii. Zabij go, niech ten koszmar już się skończy.
577617173	Głębiny
382025701	Kapitan, który chciał uciec od swojego przeznaczenia. Jego zardzewiała łajba była ostatnią rzeczą, jaka utrzymywała go przy życiu. Pod nim ciemna toń rzeki. Wewnątrz niego jeszcze bardziej przeraźliwa ciemność. Nigdy się nie wydostał.
601936825	Samotnik
254541811	Samotną osobę spotkała samotna śmierć. Otoczona swoimi jedynymi przyjaciółmi, którzy gdaczą, wydziobują śmieci z ziemi, krew z jej żył i mięso z jej wnętrza.
1184941873	Wśród świń
963001693	Czcigodny człowiek, zgładzony i pozostawiony wśród nieładu. Niesprawiedliwy koniec dla osoby, która dawała nadzieję i pocieszenie tym, którzy najbardziej ich potrzebowali.
1209259200	Metalowa plakietka
825897588	Mała, metalowa plakietka znaleziona przy ciele. Jest na niej napis „Florence Smolker's Oriental Spices”.
1740598686	Ciało
1325527419	Coś jest nie tak ze zwłokami tego człowieka. Lekki blask, widoczny jedynie kątem oka. Przyciąga cię do siebie. Ciężko się mu oprzeć.
1163939158	Kurczaki
1200022366	Kurczaki dziobią gnijące ciało w kącie. Masz wrażenie, że coś cię wzywa. Coś... z wnętrza kurczaków. Ich odgłosy robią się głośniejsze z każdą chwilą, aż stają się nieznośnym krzykiem w twojej głowie.
1554793200	Szkoda, dzieciaku. Zdaje się, że nie wrócicie już razem do domu.
1390422920	Frank, to tylko dzieciak!
1968294381	Hm...
375900236	Chcesz mi mówić, co mam robić?
503009039	Nie...
1699198032	Dobrze.
1678548162	Tak myślałem.
927477867	Jak skończysz, wrzuć ich obu do kanionu.
972936722	Chłopcze...
1836426505	Jak masz na imię, amigo?
1162383724	John...
963361016	Ja jestem Hektor.
718244975	
928381080	
1844919437	
1950404014	
400429742	ROZDZIAŁ III – MYŚLIWY I DZIECIAK
1124817653	Mhmm...
1518677183	Nadal cię boli bark?
723975603	Hm. Troszkę tylko kłuje.
412202818	Ale jeśli prędko się stąd nie wydostanę...
1788194199	...to kogoś zabiję.
1980473239	Opanuj się. Poczekamy do następnej przerwy.
411261535	Muszę przyznać, że ten twój plan jest dość szalony.
397717578	Nie słyszałem z twoich ust lepszego pomysłu.
718915319	Co z dynamitem?
962328600	Improwizowałem.
134545727	Co to ma znaczyć?
1785411874	Zaraz wam wytłumaczę.
1383298195	Czy na wszelki wypadek możemy jeszcze raz powtórzyć, jaki jest plan?
1914360102	Jezu Chryste...
114163874	KOPALNIA ZŁOTA DEVITTA – GDZIEŚ W NOWYM MEKSYKU
1387381225	
1998222519	
349882554	
368176102	
682609609	Dobrze. Najpierw zabieramy nasze rzeczy.
622664446	Są w pudłach w górnym obozie.
2069419911	Potem otworzę zamek w bramie, żebyśmy mogli się wydostać.
83151862	Jak już wyjdziemy, weźmiemy dynamit.
982644464	Ach, jasne. Jest w wagoniku. Tylko że w zasadzie to nie jest dynamit.
402154637	Jak to?!
148836862	Nie mogłem zdobyć dynamitu, więc wypełniłem wagonik prochem.
81531990	Chcesz mi powiedzieć, że będziemy musieli zaciągnąć cały wagonik aż pod bramę.
1876785264	Hej, to żaden problem. Wystarczy, że go podpalimy i bum! He, he.
769820168	Dlatego właśnie nie pracuję z amatorami.
1079857917	Nie zapominajmy o Kate i Cooperze. 
685322981	Racja. Zamknęli ich razem w tych klatkach.
254165553	Na pewno chcesz ratować tego durnia?
2124535496	Nie zostawię go tutaj.
712071934	Mnie tam wszystko jedno.
1257884965	No dobra, panienki, przerwa. Czas się odświeżyć przed następną zmianą, he, he.
2044414984	Dobrze, to pora na nas. Postarajmy się tego nie spieprzyć.
1746633762	W samą porę.
142070457	Jezu, zmęczyłam się.
1301970097	Dzięki raz jeszcze, że mnie zszyliście. Dobra z was drużyna.
1901138926	Serio?
1112127556	Nie ma za co, Hektorze.
1828505974	Po byku ten zamek. 
654581953	Zamknięty. Oczywiście.
44168461	Będę potrzebował moich wytrychów.
27612010	Jak nie będą chcieli pracować, to zastrzel któregoś. Przyślą nam następnych.
539013740	Tak jest. Boję się jednak, że możemy mieć kłopoty. Podobno jakiś szeryf za nami węszy.
1648501021	I co z tego? Co nam niby może zrobić prawo?
62545439	A co, jeśli znajdą to miejsce?
895602896	To ich też zagonimy do roboty, ha, ha! A teraz dawaj tę butelkę!
742778618	Jak sądzisz, Doktorku? Wchodzimy?
1973847347	Chcemy wparować głównym wejściem?
380420779	Są inne sposoby, żeby tam wejść.
460242170	No dobra, wlazłem. Starajcie się być cicho.
1698589942	Nie hałasujmy teraz.
1138515417	Udało mi się. Teraz wszystko musi pójść zgodnie z planem.
320200121	Dobrze, że wciąż z nami jesteś, kiciuniu.
1859915880	*miauczy dumnie*
171464383	Ten wielkolud? Masz mnie za durnia?
1439672168	Skubaniec przeżył podróż z ramieniem nafaszerowanym ołowiem.
849787582	Co za brednie.
1666976715	Mówią też, że to kowboj go postrzelił.
702008517	Co za szuja. Nic dziwnego, że zamknęli go w klatce, co?
602685612	Bianka! Tęskniłem za tobą, kochana.
1036057740	Zdaje się, że wszystko się zgadza.
213539764	Tak, tak... Kilka listków wciąż się nada.
1761626187	Co z rzeczami Coopera i Kate?
2037177346	Są w mojej torbie.
1680928210	Nie wychylajcie się. Chciałbym uniknąć zbędnych kłopotów.
1334023768	Teraz ostrożnie.
872089983	Teraz wagonik.
282395675	Chyba właśnie mają porę obiadową.
925958440	Mmm, fasola.
583741473	Zjadłabym teraz taki ciepły posiłek.
1066933449	Nie mamy na to czasu. 
147356723	Wagonik raz, zgodnie z zamówieniem Doktora.
486357128	Doktorku, oto nasz wagonik.
1592873871	Każde z nas może go pchać.
1144938845	Dobrze wiedzieć.
1716104162	Wciąż potrzebujemy wagonika.
929155596	Nie zapominajmy o wagoniku.
241452100	Ej, a co z wagonikiem?
933936963	Uff... No to jedziemy.
1162401160	Uff... Lekki wózek, dobre sobie.
1992285649	Hmm... O, leciutki.
304649958	Co... co teraz?
880749737	Co teraz zrobimy?
906973344	Musimy przestawić zwrotnicę. Użyjmy dźwigni.
16619315	No to jedziemy.
1056984587	Działa.
751886073	Następny przystanek: Cooper i Kate.
1705464109	Jak chcecie.
737916266	Strumień.
1149090533	Ach, strumień.
490839473	Dranie kazali mi tu płukać złoto.
257591643	Podziękuj Cooperowi.
1995265388	Kopalnie węgla.
1732852213	Idziemy przez kopalnię węgla?
349144287	Pff... To ostatni wagonik, który tędy przepycham.
889883823	To wciąż lepsze niż płukanie złota w rzece.
1740639474	Nie zatrzymujmy się.
1659033132	No, dalej.
1496730585	Przed nami jeszcze kawał drogi.
364715046	Przestań się mazać.
105590931	Słonko, jak zawsze jesteś taki... do rany przyłóż.
1957716404	Mamy niezły czas.
992856966	Nie sądziłam, że zajdziemy tak daleko...
1955750412	Jeszcze nie skończyliśmy. Pospieszmy się.
1164112676	Nie mogę się doczekać, aż się stąd wydostaniemy.
853281247	Ja też.
1701080708	Kamieniołom.
1203525766	Oto kamieniołom.
105902143	Biedaki. Ciekawe, jak oni wszyscy tu trafili.
1955909627	Nie obchodzi mnie to.
303214725	McCoy, co jest z tobą nie tak?
2120924583	Najważniejsze, żebyśmy się stąd wydostali.
931207961	Tęsknię za domem.
410687283	Ech, moje plecy.
2042784179	Pić mi się chce.
1214247506	Już nie mogę.
73144754	Jestem wycieńczony.
974745439	Nie powinno mnie tu być.
2006975240	Sukinsyny.
1562693169	Umieram z głodu.
991631486	To niesprawiedliwe.
230285399	Nie chcę dostać z bata.
298285414	Kręci mi się w głowie.
847466416	To nie ma końca.
601174856	Przeklęta kompania DeVitta.
1496956927	Dziękujemy wam bardzo.
756661453	Zejdźcie mi z drogi.
1810550559	Schowajcie się. Poczekajcie na wybuch. A potem uciekajcie.
788094147	Wysadzimy bramę. Zaczekajcie tu do tej pory.
292568247	Dobrze.
528986580	Tam jest Cooper i Kate.
159653377	Widzę resztę.
1081918118	Tam są klatki.
1946844100	Otworzę zamki.
513353119	Jak masz coś do powiedzenia, to zrób to.
1408733202	W tym momencie nie mam nic do powiedzenia.
1374245676	Tak kończą niegrzeczne dziewczynki.
900880699	Wygodnie ci tam?
978215797	Nie spodziewałem się, że mnie uwolnicie.
795095938	Zabieraj swoje rzeczy.
402906484	Jasne. Dzięki.
123389086	McCoy. Wyciągnij mnie stąd.
314588434	To chyba twoje.
1361774041	Uciekajmy stąd. Mam dość tego miejsca.
880777560	Hektor.
174451128	Cooper.
1799230920	Potem porozmawiamy.
351677477	I to jak.
846142708	Uch... Cholera.
1826544707	Nie dam rady iść szybko.
245698559	Jaki mamy plan?
349376903	Taki, że trzymasz gębę na kłódkę i pozwalasz mądrzejszym od ciebie się zastanowić.
1193466608	Mhm... Zasłużyłem sobie. Zrobię, co powiecie.
526041900	Hm...
1150084086	Ach...
318572992	W tej beczce jest więcej dynamitu.
1914256320	Chcesz mi powiedzieć, że nie potrzebujemy wózka?
895806806	Wciąż jest nam potrzebny. Ale dynamit może się przydać do oczyszczenia drogi.
257922434	Jesteśmy na miejscu.
1369993607	Wreszcie...
148106665	Ja będę strzelał.
605008668	Wciąż musimy jeszcze uwolnić Coopera i Kate.
87181883	Zaczekaj. Musimy uwolnić pozostałych.
294584919	Nie. Najpierw musimy uwolnić resztę.
1710937578	Jeszcze nie. Cooper i Kate wciąż są uwięzieni.
1586099081	Pięknie, zabierajmy się stąd!
1302353218	*ziewa*
1481639880	Auch!
1641689256	Spokojnie, przyjacielu.
815690801	Którędy na stację kolejową?
1520189872	Tą drogą... Kilka mil...
1444952461	Auch!
757917807	Dziękuję.
1469280115	Ciężko ci usiedzieć na miejscu, co, słonko?
414423421	Ale jest nie w sosie.
170833790	Trudno mu się dziwić.
398258641	Ale przynajmniej uszliśmy z życiem, nie?
1464183184	Ta... Wspaniale...
2067100331	No dobrze, amigo, zróbmy sobie przerwę.
140528692	Myślę, że nam wszystkim przyda się chwila przerwy.
2137458313	Tak też myślałem.
228112047	Co ty robisz?
140857790	Bez urazy...
1512706557	...ale myślę, że czas, żebym poszedł własną drogą.
146657652	Chyba sobie żartujesz!
1643751326	Po tym wszystkim, co razem przeszliśmy?
267919344	Dokładnie.
736689095	A czyja to niby wina, co?
1697823096	No proszę...
169205430	A już zaczynałam wierzyć, że masz w sobie odrobinę przyzwoitości, McCoy.
1110419048	A ja myślałem, że do tej pory już przestaniesz się łudzić.
730467693	
245988194	
1504806746	
765293290	
551926221	
1904747428	
1953153072	Zabierz wasze rzeczy
2013642566	Wasze narzędzia są w górnym obozie. Więźniowie nie mają tam wstępu.
8469579	Rzeczy Hektora
1153542495	Zabierz z pudła rzeczy Hektora.
712349743	Rzeczy Doktora
704782047	Zabierz z pudła rzeczy Doktora.
789078812	Rzeczy Isabelle
267005513	Zabierz z pudła rzeczy Isabelle.
1347083076	Uwolnij pozostałych
2008741532	Cooper i Kate są zamknięci w klatkach. Niech Doktor otworzy zamki i ich uwolni.
1199039024	Uwolnij Coopera
472209626	Niech Doktor otworzy zamek do klatki Coopera.
1035068155	Uwolnij Kate
115075245	Niech Doktor otworzy zamek do klatki Kate.
1538004971	Wysadź w powietrze główną bramę
1142209649	Doprowadź wagonik kopalniany pod główną bramę i wysadź ją w powietrze.
468192995	Popchnij wagonik kopalniany
985713034	Popchnij wagonik kopalniany pod główną bramę.
913558866	Dostań się do wagonika kopalnianego
230899577	Hektor wypełnił wagonik prochem. Będziecie go potrzebować, żeby móc wysadzić bramę i uwolnić się.
1895933195	Dynamit
555230222	Możesz wziąć dynamit z beczki z dynamitem i rzucać nim.
1434484342	Uciekaj
1300292726	Spotkajcie się przy wyjściu i ucieknijcie razem.
1724821859	Wózek z kartaczownicą Gatlinga
1316986356	Weź wózek z kartaczownicą Gatlinga. Będziecie go potrzebować.
986125265	Rozstawienie wózka z Gatlingiem
1391960216	Po rozstawieniu Gatlinga nie będzie się dało przesunąć wózka, dopóki nie zostanie ponownie załadowany.
1132826674	Zabij strażników ({0} z 130)
1493494475	Użyj wózka z Gatlingiem, aby zabić strażników. Również tych, którzy pojawią się po wszczęciu alarmu.
261369455	Ach, kopalnia. Wspomnienia desperackiej ucieczki, otwartych ran i zerwanych więzi są wciąż żywe. Nie przejmuj się jednak. Nie jesteśmy tu po to, by wspominać.
110326174	Na potrzeby dzisiejszego wyzwania przygotowałem coś wyjątkowego. Specjalny wynalazek, jedyny w swoim rodzaju. Zaprojektowany wyłącznie na potrzeby rozrywki.
967995022	Przycisk po lewej stronie pozwala przemienić go w maszynę zniszczenia. Użyj jej, aby zemścić się na właścicielach kopalni. Zniszcz ich wszystkich.
1000891151	Wygląda na to, że pozbyliśmy się wszystkich celów. Dobra robota. Świetny pokaz współczesnej pomysłowości. Moi klienci są zadowoleni.
1454500394	Wszędzie pełno ludzi DeVitta.
353737539	Musieli dostać już jakiś sygnał.
881422973	Ha. To co teraz?
312383462	Pójdę zobaczyć, jak wygląda stacja.
443807117	Nie możesz tam iść sama.
49673994	Świetna rada, szczególnie z twoich ust.
1966751667	Cholera... 
2123009360	Pomogę jej.
1184118288	Zostań tutaj.
1227497301	Dzięki, przyjacielu.
1961560632	Daj mi rzucić okiem na tę twoją nogę. 
620830554	Ach...
1454863047	Hektor jest dla ciebie bardzo łaskawy.
1430399952	Starzy z nas przyjaciele.
502689933	Jak dla mnie to dziwny rodzaj przyjaźni.
2084580164	Au!
2014953396	On wie, jak to jest.
1616148156	Nie ma co obarczać innych moimi problemami.
401213547	Zwłaszcza nie ją...
337040815	Aua...
670873602	Wiesz...
608753376	Nie raz już słyszałam takie brednie...
991958001	...i nigdy to się dobrze nie skończyło.
1818908759	AUU!
957506317	Jesteś pewna, że to pomaga?
811291948	Nastawiam ci kość.
681930907	Dobrze, ale co...
1290480501	Au!
1800396173	Po prostu się na chwilę połóż.
1057051765	Mhm...
246912015	Wieczór tego samego dnia, przedmieścia Las Piedras, Nowy Meksyk
410121482	
77725224	
566652765	
1463121894	
1248273164	
273736257	Hej! Kate!
692945523	Zaczekaj na starego Hektora.
96673601	I co, jak to wygląda?
1915909382	Nie najlepiej. Patrz.
178729337	Nadjeżdża pociąg.
969856639	Ej, dlaczego się nie zatrzymuje?
1894833642	Pewnie takie dostał rozkazy.
1699942712	Jeśli chcemy podwózki, musimy coś wymyślić.
1782148420	Rozumiem. Hm... Masz jakiś pomysł?
2110073007	Prawdę mówiąc...
740678377	Moglibyśmy zapędzić bydło na tory. Wtedy pociąg musiałby się zatrzymać.
916920895	Jak to zrobić?
1271533937	Moglibyśmy je wystraszyć, gdybyśmy na przykład podpalili ten słomiany dach.
903675889	Aha, jasne. 
1268755401	A może ten wóz?
1203879636	Mógłbym... wepchnąć go na tory.
939575221	Wygląda, jakby był ciężki.
